UID,genotype,PLOT.ID,rows,ranges,Block,Rep,Group,Trt,year,note,Calibration,ASD,leaf_length,leaf_width,ear_height,flag_leaf,plant_height
B147,BGEM-0178-S,1017.0,17.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,77.61747354359241,9.02307877875041,87.96766728874908,202.84523438055,243.56993705217099
B148,BGEM-0179-S,1042.0,42.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,73.7979493632788,9.347419759957779,92.65490827835251,189.66160586227198,232.363518820843
B149,BGEM-0182-N,1225.0,25.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,67.9127641466731,7.52300174066633,85.6240467939473,187.778230359661,224.04907948792098
B150,BGEM-0184-N,1084.0,34.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,61.3260336724588,6.7121492876479,66.48447941973329,166.307749629894,191.15281951853802
B151,BGEM-0186-S,1348.0,48.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,70.4071472848371,8.49602468428843,64.53146234073189,166.684424730417,211.396671807389
B152,BGEM-0187-S,1246.0,46.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,74.3435956747521,7.7257148539209295,70.3905135777362,153.877471312661,188.622337982432
B153,BGEM-0188-S,1066.0,16.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,76.99387775905141,8.41493943898659,92.26430486255221,184.01147935443902,225.495068937125
B154,BGEM-0190-N,1282.0,32.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,72.94050515953491,7.847342721873701,64.53146234073189,163.671023926239,203.443729836769
B155,BGEM-0191-N,1278.0,28.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,58.792675797761,7.198660759458951,82.10861605174479,153.877471312661,201.274745662964
B160,BGEM-0197-S,1100.0,50.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,70.2902230752356,7.96897058982646,80.1555989727433,162.540998624672,201.997740387565
B161,BGEM-0198-S,1167.0,17.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,76.7210546033147,7.88788534452461,83.28042629914559,182.88145405287202,246.461915950578
B162,BGEM-0199-S,1210.0,10.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,78.4749177473362,8.69873779754304,80.1555989727433,173.087901439294,216.457634879602
B163,BGEM-0200-S,1291.0,41.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,64.4440125951638,8.941993533448569,99.68576976275759,183.634804253917,222.96458740101897
B165,BGEM-0202-N,1177.0,27.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,65.3014567989077,7.11757551415711,86.0146502097476,164.424374127283,198.744264126857
B169,BGEM-0206-N,1173.0,23.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,59.922943157241605,7.32028862741172,86.4052536255479,162.540998624672,200.19025357606097
B170,BGEM-0207-N,1178.0,28.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,67.9517388832069,7.76625747657185,86.4052536255479,154.630821513705,202.359237749866
B171,BGEM-0208-N,1157.0,7.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,,,,,
B173,BGEM-0210-N,1014.0,14.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,72.47280832112921,7.56354436331725,91.8737014467519,161.034298222583,204.528221923672
B175,BGEM-0212-N,1312.0,12.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,63.4696441818185,6.185095193185919,80.1555989727433,177.98467774608298,215.373142792699
B176,BGEM-0213-S,1060.0,10.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,63.0798968164804,6.4688935517423705,101.248183425959,167.061099830939,193.321803692343
B177,BGEM-0214-S,1043.0,43.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,71.6933135904529,8.0500558351283,75.8589613989402,166.307749629894,203.08223247446801
B180,BGEM-0217-S,1223.0,23.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,81.3980229873722,8.0500558351283,89.9206843677505,181.374753650783,212.842661256593
B181,BGEM-0218-S,1327.0,27.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,67.7568652005378,8.21222632573199,83.6710297149459,171.957876137728,210.673677082787
B182,BGEM-0219-S,1136.0,36.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,74.46051988435359,8.69873779754304,72.3435306567376,170.074500635117,213.92715334349603
B183,BGEM-0220-S,1197.0,47.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,68.53635993121411,8.57710992959028,84.84283996234679,174.59460184138302,217.542126966505
B185,BGEM-0222-S,1047.0,47.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,61.520907355127896,7.88788534452461,74.6871511515393,154.630821513705,192.23731160544102
B186,BGEM-0223-N,1117.0,17.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,,,,,
B187,BGEM-0224-N,1295.0,45.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,71.3425409616486,8.21222632573199,87.96766728874908,152.370770910572,207.78169818438
B188,BGEM-0225-N,1249.0,49.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,74.03179778248159,8.6176525522412,81.7180126359445,159.904272921017,205.97421137287603
B189,BGEM-0226-S,1250.0,50.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,81.3590482508383,8.98253615609949,80.9368058043439,166.307749629894,231.640524096241
B190,BGEM-0227-N,1146.0,46.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,74.8112925131579,8.333854193684749,76.2495648147405,158.397572518928,203.443729836769
B191,BGEM-0228-N,1196.0,46.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,74.0707725190154,7.60408698596817,87.1864604571485,172.711226338772,212.11966653199102
B194,BGEM-0231-N,1013.0,13.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,79.2933872145463,6.752691910298821,71.1717204093368,153.124121111617,190.429824793936
B195,BGEM-0233-S,1115.0,15.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,70.60202096750609,6.4688935517423705,92.26430486255221,182.128103851828,219.34961377801002
B197,BGEM-0236-S,1165.0,15.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,71.0697178059119,8.37439681633567,98.51395951535679,169.321150434072,217.180629604204
B198,BGEM-0237-N,1009.0,9.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,,,,,
B201,BGEM-0242-N,1188.0,38.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,70.017399919499,7.88788534452461,72.3435306567376,151.99409581005,195.129290503848
B202,BGEM-0243-S,1215.0,15.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,70.9138188597766,8.860908288146721,78.20258189374191,166.307749629894,204.166724561371
B204,BGEM-0246-N,1200.0,50.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,64.6388862778329,6.347265683789611,71.562323825137,162.917673725194,196.575279953052
B205,BGEM-0247-N,1329.0,29.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,74.30462093821829,6.631064042346059,80.9368058043439,166.684424730417,200.91324830066299
B206,BGEM-0248-N,1319.0,19.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,68.53635993121411,8.131141080430139,89.1394775361499,170.074500635117,237.424481893055
B207,BGEM-0250-S,1058.0,8.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,72.8235809499334,8.0500558351283,105.544820999762,198.325133174283,239.23196870456002
B209,BGEM-0252-S,1070.0,20.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,83.1129113948599,8.090598457779219,81.3274092201442,184.764829555483,226.218063661727
B210,BGEM-0253-N,1138.0,38.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,76.6041303937132,7.44191649536448,68.4374964987348,155.007496614228,189.345332707033
B211,BGEM-0254-S,1316.0,16.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,73.7979493632788,8.21222632573199,80.1555989727433,177.608002645561,218.626619053408
B212,BGEM-0255-S,1079.0,29.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,70.4850967579047,8.293311571033831,96.17033902055509,182.128103851828,225.856566299426
B214,BGEM-0257-S,1121.0,21.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,70.2512483387018,7.40137387271356,68.4374964987348,147.097319503261,187.176348533228
B215,BGEM-0258-S,1268.0,18.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,64.6388862778329,10.279900080929,80.1555989727433,169.697825534594,211.396671807389
B225,BGEM-0270-S,1296.0,46.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,84.7108755927462,8.37439681633567,87.5770638729488,167.061099830939,229.471539922435
B226,BGEM-0272-S,1257.0,7.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,71.4204904347162,9.02307877875041,80.54620238854359,170.827850836161,209.950682358186
B231,BGEM-0280-S,1175.0,25.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,79.4492861606816,9.91501647707068,86.79585704134821,153.124121111617,219.34961377801002
B236,BGEM-0285-N,1344.0,44.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,74.577444093955,7.198660759458951,82.8898228833453,155.760846815272,236.339989806153
B238,BGEM-0287-N,1330.0,30.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,66.3537746853206,6.83377715560066,81.3274092201442,162.540998624672,201.274745662964
B239,BGEM-0288-S,1242.0,42.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,80.813401939365,9.75284598646699,103.591803920761,195.68840747062802,242.846942327569
B243,BGEM-0292-S,1003.0,3.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,78.319018801201,7.036490268855269,64.9220657565322,157.644222317883,195.490787866149
B246,BGEM-0295-S,1201.0,1.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,71.6933135904529,8.901450910797651,84.0616331307462,170.074500635117,212.481163894292
B247,BGEM-0296-S,1287.0,37.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,71.5374146443176,8.77982304284488,76.6401682305408,159.527597820494,191.514316880839
B248,BGEM-0297-N,1335.0,35.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,74.65539356702259,9.144706646703169,114.528699563169,181.374753650783,258.029831544208
B251,BGEM-0300-S,1205.0,5.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,68.53635993121411,8.41493943898659,78.20258189374191,163.671023926239,203.443729836769
B252,BGEM-0301-S,1304.0,4.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,73.9928230459478,8.820365665495801,97.34214926795592,176.101302243472,225.495068937125
B254,BGEM-0302-S,1208.0,8.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,75.0061661958269,7.60408698596817,59.8442213511285,155.007496614228,197.659772039954
B257,BGEM-0305-S,1238.0,38.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,72.8235809499334,7.36083125006264,69.6093067461356,161.034298222583,200.19025357606097
B259,BGEM-0307-S,1069.0,19.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,73.5641009440759,8.17168370308106,75.46835798313991,173.087901439294,221.88009531411598
B261,BGEM-0309-S,1105.0,5.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,74.85026724969171,7.7257148539209295,68.0468930829345,185.518179756528,225.495068937125
B262,BGEM-0310-S,1144.0,44.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,77.0328524955852,8.17168370308106,74.6871511515393,186.27152995757197,230.91752937163898
B265,BGEM-0313-S,1251.0,1.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,82.255467191116,9.185249269354099,83.6710297149459,176.85465244451697,212.842661256593
B267,BGEM-0315-S,1270.0,20.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,66.7824967871925,8.49602468428843,62.96904867753079,172.711226338772,210.673677082787
B268,BGEM-0316-S,1346.0,46.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,76.1364335553075,9.10416402405225,82.10861605174479,173.841251640339,221.88009531411598
B273,BGEM-0321-S,1027.0,27.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,73.25230305180541,8.941993533448569,65.31266917233249,147.47399460378298,186.453353808626
B274,BGEM-0322-S,1338.0,38.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,75.6297619803679,8.69873779754304,82.8898228833453,179.868053248694,221.15710058951402
B276,BGEM-0324-N,1112.0,12.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,75.04514093236071,9.02307877875041,90.7018911993511,175.72462714294997,212.481163894292
B277,BGEM-0325-N,1022.0,22.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,74.3435956747521,7.96897058982646,78.20258189374191,181.374753650783,221.88009531411598
B280,BGEM-0328-S,1074.0,24.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,70.7579199136414,8.17168370308106,112.966285899967,197.57178297323898,234.171005632347
B283,BGEM-0101-S,1292.0,42.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,67.1722441525307,7.279746004760799,78.9837887253425,150.487395407961,185.368861721723
B287,BGEM-0171-S,1166.0,16.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,76.99387775905141,8.45548206163751,79.76499555694299,165.931074529372,217.180629604204
B288,BGEM-0147-S,1274.0,24.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,80.73545246629729,9.185249269354099,78.9837887253425,186.27152995757197,224.772074212523
B292,BGEM-0106-N,1018.0,18.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,75.824635663037,7.158118136808031,97.7327526837562,196.06508257115001,235.978492443852
B297,BGEM-0238-N,1120.0,20.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,78.94261458574199,9.10416402405225,93.8267185257533,179.491378148172,221.15710058951402
B298,BGEM-0053-S,1258.0,8.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,70.17329886563421,7.92842796717554,99.2951663469574,177.98467774608298,209.589184995885
B299,BGEM-0245-S,1002.0,2.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,65.4963304815767,7.685172231270009,69.21870333033529,159.904272921017,201.997740387565
B300,BGEM-0084-S,1290.0,40.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,75.74668618996941,8.820365665495801,78.5931853095422,171.957876137728,213.92715334349603
B302,BGEM-0058-N,1169.0,19.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,77.11080196865281,8.21222632573199,95.77973560475479,185.89485485705,225.856566299426
B303,BGEM-0109-N,1044.0,44.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,55.9475200307927,6.54997879704422,63.7502555091313,143.707243598561,176.692925026501
B304,BGEM-0029-S,1281.0,31.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,70.0953493925666,9.225791892005018,59.8442213511285,145.967294201694,185.730359084024
B305,BGEM-0105-N,1317.0,17.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,71.6153641173853,7.158118136808031,86.79585704134821,184.388154454961,222.96458740101897
B306,BGEM-0168-S,1124.0,24.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,82.6062398199203,7.56354436331725,101.248183425959,188.908255661228,228.387047835532
B307,BGEM-0183-N,1059.0,9.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,70.6799704405738,6.7932345329497394,80.9368058043439,166.684424730417,202.720735112167
B308,BGEM-0163-S,1328.0,28.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,66.1199262661177,8.21222632573199,85.6240467939473,170.074500635117,208.504692908982
B309,BGEM-0076-S,1303.0,3.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,,,,,
B310,BGEM-0180-S,1127.0,27.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,75.24001461502979,8.98253615609949,71.562323825137,172.33455123825001,215.373142792699
B311,BGEM-0181-N,1193.0,43.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,68.9261072965522,7.44191649536448,87.96766728874908,170.074500635117,213.565655981195
B312,BGEM-0121-N,1152.0,2.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,73.6030756806097,8.49602468428843,95.77973560475479,183.258129153394,232.00202145854198
B313,BGEM-0251-S,1311.0,11.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,76.40925671104421,8.0500558351283,82.10861605174479,174.971276941906,217.542126966505
B314,BGEM-0189-S,1265.0,15.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,70.6799704405738,8.41493943898659,96.95154585215559,191.544981364883,225.495068937125
B315,BGEM-0249-N,1189.0,39.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,72.0440862192572,6.59052141969514,78.20258189374191,173.841251640339,208.504692908982
B001,BGEM-0001-N,2338.0,38.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,59.0475106241632,7.307437537146241,65.0517331408954,160.60588052679398,207.888098480976
B002,BGEM-0002-N,2339.0,39.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,,,59.34965390546571,6.64720066902368,62.8428691739185,155.985271704086,191.317630434591
B003,BGEM-0003-N,2136.0,36.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,79.4421821120837,6.54071085158456,80.73466730643099,172.267417079342,212.527829533964
B004,BGEM-0004-N,2273.0,23.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,2.0,54.2563814492231,7.30743753714625,72.34098423191901,139.043039354157,165.24676070828002
B005,BGEM-0005-N,2346.0,46.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,67.9391557596375,8.54271941944006,71.6783250418259,154.885126746298,194.85266361781999
B006,BGEM-0006-S,2347.0,47.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,68.67293229994371,7.9676744052688,70.3530066616398,151.14463388982,192.643267878302
B007,BGEM-0007-S,2195.0,45.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,72.12599837197259,7.1796497562193,74.1080754055004,183.70892464033298,220.70259377018
B008,BGEM-0008-S,2003.0,3.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,72.0311010788334,7.628436646096881,68.9499503305455,162.868902198964,200.445453718884
B009,BGEM-0010-S,2053.0,3.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,71.82385509067,8.94738072570873,60.8548916036394,150.484546915148,188.887295121122
B010,BGEM-0011-S,2092.0,42.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,78.276772312774,8.37233571153747,61.5175507937324,163.24622842548402,204.132125723795
B011,BGEM-0012-S,2071.0,21.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,63.5580781807509,7.73339680690273,55.7745044795926,130.241879691856,167.23521687384599
B012,BGEM-0013-S,2069.0,19.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,67.874410770787,7.77599273387839,65.0517331408954,151.364662881378,189.329174269025
B013,BGEM-0014-S,2080.0,30.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,65.2630295538151,7.861184587829679,67.0397107111745,126.501386835378,160.165150507389
B014,BGEM-0015-S,2031.0,31.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,72.94610156407941,8.0528662592201,62.8428691739185,168.966982205979,218.27225845671
B016,BGEM-0019-S,2178.0,28.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,73.0108465529299,8.94738072570873,85.59416803378001,175.12779396959,210.097494220494
B018,BGEM-0020-S,2011.0,11.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,81.334086354722,9.07540814526699,68.1585650519913,154.616960598988,196.486820510289
B019,BGEM-0021-S,2183.0,33.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,74.52156295944259,7.563013099000139,65.0517331408954,166.106605315732,204.574004871699
B021,BGEM-0023-S,2072.0,22.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,72.9245199011292,8.670507200367009,60.8548916036394,147.184112041785,189.99199299088102
B022,BGEM-0024-S,2068.0,18.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,72.4497233162253,8.47882552897659,58.8669140333602,135.742604480794,178.503135145388
B023,BGEM-0025-S,2277.0,27.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,80.43493860779199,8.35103774804965,75.21250738898891,180.62851875852797,226.66796226687802
B024,BGEM-0026-S,2173.0,23.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,2.0,65.80257112756959,8.88348683524526,50.2523445621505,114.399792299715,135.861797372692
B025,BGEM-0027-S,2100.0,50.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,70.2483936953068,9.33074406848957,70.1321202649421,167.64680825663402,187.119778529507
B026,BGEM-0028-S,2259.0,9.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,66.5147660049256,7.861184587829679,57.320709256476405,139.043039354157,178.503135145388
B027,BGEM-0030-S,2104.0,4.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,68.716095625844,7.39262939109754,75.21250738898891,136.182662463909,173.200585370545
B028,BGEM-0031-S,2326.0,26.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,69.6872704586021,7.563013099000139,70.1321202649421,157.525474644988,190.875751286688
B029,BGEM-0032-S,2013.0,13.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,63.42858820304979,7.77599273387838,51.356776545638894,125.401241877591,167.01427729989402
B030,BGEM-0033-S,2150.0,50.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,68.6945139628938,7.92507847829316,92.8834191248036,167.206750273519,208.77185677678298
B031,BGEM-0034-S,2316.0,16.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,66.4493099133002,8.2591678124018,55.8920932344003,140.470774999028,176.693654467317
B032,BGEM-0035-S,2208.0,8.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,,,66.4872812817732,8.29626964571385,63.0145607413886,148.722716599004,190.548870697397
B033,BGEM-0036-S,2210.0,10.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,62.8890466292953,7.52041717202449,62.62198277722079,129.801821708741,165.467700282232
B034,BGEM-0037-S,2061.0,11.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,66.3852760272245,7.264841610170599,49.147912578662,130.901966666529,171.212129204978
B035,BGEM-0038-N,2093.0,43.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,66.557929330826,7.47782124504884,65.0517331408954,141.903416244405,180.93347045885702
B036,BGEM-0039-N,2014.0,14.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,66.8290235980303,7.4429274795366105,70.5327208876541,151.866313398995,189.361280734819
B037,BGEM-0040-N,2109.0,9.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,63.7913141201892,6.70089081329553,82.4035000659679,144.007321399018,183.027467601068
B038,BGEM-0041-S,2289.0,39.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,72.8381932493285,8.09546218619575,64.3890739508023,159.065677585891,201.922729984277
B039,BGEM-0042-S,2324.0,24.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,74.327327992891,7.200947719707121,55.7745044795926,130.901966666529,168.339914743605
B040,BGEM-0043-S,2045.0,45.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,80.5212652595928,9.28814814151392,73.8871890088027,178.64825783451,219.59789590042098
B041,BGEM-0044-S,2345.0,45.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,72.64395828277691,9.266850178026099,81.17644009982641,164.566402374829,202.80648828008498
B042,BGEM-0045-N,2228.0,28.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,71.8886000795206,7.563013099000139,79.6302353229426,176.667996910493,216.062862717192
B043,BGEM-0046-N,2246.0,46.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,67.8959924337371,7.200947719707121,60.413118810244,153.56495279695298,191.53857000854302
