,PLOT ID,rows,ranges,Block,Rep,Group,Trt,year,genotype,note,Calibration,ASD,leaf_length,leaf_width,ear_height,flag_leaf,plant_height,Row,Ran.,Leaf Length 1,Leaf Width 1,Leaf Length 2,Leaf Width 2,Ear Height 1,Flag Leaf Height 1,Plant Height 1,Ear Height 2,Flag Leaf Height 2,Plant Height 2,Yang Field Notes,Inbred or Hybrid?,Data missing?
350,2001,1,1,2,1,Inbred,LN,2022,BGEM-0318-S,BGEM_Short_early,0.0,1.0,,,,,,1,13,,,,,,,,,,,,Inbred,
351,2002,2,1,2,1,Inbred,LN,2022,BGEM-0321-S,BGEM_Short_early,0.0,1.0,61.45,6.9,43.0,119.5,155.5,2,13,60.1,6.5,62.8,7.3,48.0,125.0,162.0,38.0,114.0,149.0,,Inbred,
352,2003,3,1,2,1,Inbred,LN,2022,BGEM-0008-S,BGEM_Short_early,0.0,1.0,,,,,,3,13,,,,,,,,,,,,Inbred,
353,2004,4,1,2,1,Inbred,LN,2022,BGEM-0113-S,BGEM_Short_early,0.0,2.0,65.19999999999999,6.5,56.5,150.5,187.0,4,13,64.8,6.6,65.6,6.4,56.0,153.0,186.0,57.0,148.0,188.0,,Inbred,
354,2005,5,1,2,1,Inbred,LN,2022,BGEM-0140-N,BGEM_Short_early,1.0,1.25,65.5,7.15,50.5,134.0,183.0,5,13,64.4,7.0,66.6,7.3,51.0,127.0,186.0,50.0,141.0,180.0,,Inbred,
355,2006,6,1,2,1,Inbred,LN,2022,BGEM-0221-S,BGEM_Short_early,0.0,2.0,69.5,8.75,51.5,134.5,183.5,6,13,72.3,9.1,66.7,8.4,50.0,140.0,179.0,53.0,129.0,188.0,,Inbred,
356,2007,7,1,2,1,Inbred,LN,2022,BGEM-0047-S,BGEM_Short_early,0.0,2.0,67.5,7.7,47.0,135.0,170.0,7,13,67.5,7.7,,,47.0,135.0,170.0,,,,,Inbred,
357,2008,8,1,2,1,Inbred,LN,2022,Mo17,BGEM_Short_early,0.0,2.0,61.0,8.6,57.0,131.0,174.5,8,13,61.6,8.5,60.4,8.7,55.0,127.0,169.0,59.0,135.0,180.0,,Inbred,
358,2009,9,1,2,1,Inbred,LN,2022,BGEM-0136-S,BGEM_Short_early,0.0,1.0,,,,,,9,13,,,,,,,,,,,,Inbred,
359,2010,10,1,2,1,Inbred,LN,2022,BGEM-0244-S,BGEM_Short_early,0.0,1.0,66.1,9.25,63.5,141.5,182.0,10,13,69.0,9.1,63.2,9.4,63.0,142.0,181.0,64.0,141.0,183.0,,Inbred,
360,2011,11,1,2,1,Inbred,LN,2022,BGEM-0020-S,BGEM_Short_early,0.0,1.0,,,,,,11,13,,,,,,,,,,,,Inbred,
361,2012,12,1,2,1,Inbred,LN,2022,BGEM-0118-S,BGEM_Short_early,0.0,1.0,60.5,6.5,48.5,138.0,184.5,12,13,60.8,6.7,60.2,6.3,56.0,144.0,190.0,41.0,132.0,179.0,,Inbred,
362,2013,13,1,2,1,Inbred,LN,2022,BGEM-0032-S,BGEM_Short_early,0.0,1.0,61.05,7.1,40.0,114.5,156.5,13,13,61.7,7.3,60.4,6.9,40.0,119.0,167.0,,110.0,146.0,,Inbred,
363,2014,14,1,2,1,Inbred,LN,2022,BGEM-0039-N,BGEM_Short_early,0.0,1.0,,,,,,14,13,,,,,,,,,,,,Inbred,
364,2015,15,1,2,1,Inbred,LN,2022,BGEM-0080-S,BGEM_Short_early,0.0,1.0,63.5,7.35,52.0,144.5,183.0,15,13,64.4,7.0,62.6,7.7,52.0,149.0,187.0,52.0,140.0,179.0,,Inbred,
365,2016,16,1,2,1,Inbred,LN,2022,B73,BGEM_Short_early,0.0,2.0,70.8,8.35,76.5,151.0,189.0,16,13,71.1,8.0,70.5,8.7,72.0,152.0,190.0,81.0,150.0,188.0,,Inbred,
366,2017,17,1,2,1,Inbred,LN,2022,BGEM-0179-S,BGEM_Short_early,0.0,1.0,72.8,9.2,74.5,185.5,227.5,17,13,73.3,8.9,72.3,9.5,79.0,192.0,235.0,70.0,179.0,220.0,,Inbred,
367,2018,18,1,2,1,Inbred,LN,2022,BGEM-0214-S,BGEM_Short_early,0.0,2.0,68.9,8.05,66.5,132.0,185.0,18,13,67.6,8.6,70.2,7.5,68.0,142.0,181.0,65.0,122.0,189.0,,Inbred,
368,2019,19,1,2,1,Inbred,LN,2022,BGEM-0109-N,BGEM_Short_early,0.0,2.0,48.2,6.0,51.5,125.5,155.0,19,13,48.2,6.3,,5.7,58.0,129.0,160.0,45.0,122.0,150.0,,Inbred,
369,2020,20,1,2,1,Inbred,LN,2022,BGEM-0082-S,BGEM_Short_early,0.0,2.0,69.35,8.649999999999999,37.5,110.0,142.0,20,13,68.9,9.1,69.8,8.2,38.0,111.0,144.0,37.0,109.0,140.0,,Inbred,
370,2021,21,1,2,1,Inbred,LN,2022,BGEM-0114-S,BGEM_Short_early,0.0,1.0,67.75,7.15,53.0,141.5,181.0,21,13,69.0,7.4,66.5,6.9,59.0,145.0,183.0,47.0,138.0,179.0,,Inbred,
371,2022,22,1,2,1,Inbred,LN,2022,BGEM-0222-S,BGEM_Short_early,0.0,2.0,62.25,9.4,71.0,156.5,198.0,22,13,63.7,10.0,60.8,8.8,62.0,150.0,186.0,80.0,163.0,210.0,,Inbred,
372,2023,23,1,2,1,Inbred,LN,2022,BGEM-0079-S,BGEM_Short_early,0.0,1.0,74.15,7.55,50.5,147.0,190.0,23,13,77.2,7.8,71.1,7.3,52.0,150.0,191.0,49.0,144.0,189.0,,Inbred,
373,2024,24,1,2,1,Inbred,LN,2022,Mo17,BGEM_Short_early,0.0,1.0,61.7,8.649999999999999,62.5,143.0,190.0,24,13,61.8,8.6,61.6,8.7,62.0,142.0,190.0,63.0,144.0,190.0,,Inbred,
374,2025,25,1,2,1,Inbred,LN,2022,BGEM-0099-S,BGEM_Short_early,0.0,2.0,63.75,7.199999999999999,61.0,131.0,168.0,25,13,63.1,6.8,64.4,7.6,62.0,129.0,166.0,60.0,133.0,170.0,,Inbred,
375,2026,26,1,2,1,Inbred,LN,2022,BGEM-0312-S,BGEM_Tall_late,0.0,2.0,65.15,6.6,69.5,157.0,205.0,26,13,64.6,6.5,65.7,6.7,69.0,164.0,210.0,70.0,150.0,200.0,,Inbred,
376,2027,27,1,2,1,Inbred,LN,2022,BGEM-0245-S,BGEM_Tall_late,0.0,2.0,71.1,9.100000000000001,67.5,158.0,196.0,27,13,73.6,9.3,68.6,8.9,60.0,168.0,209.0,75.0,148.0,183.0,,Inbred,
377,2028,28,1,2,1,Inbred,LN,2022,BGEM-0292-S,BGEM_Tall_late,0.0,2.0,67.4,7.0,55.0,154.5,188.0,28,13,67.5,7.1,67.3,6.9,60.0,148.0,180.0,50.0,161.0,196.0,,Inbred,
378,2029,29,1,2,1,Inbred,LN,2022,BGEM-0075-S,BGEM_Tall_late,0.0,2.0,71.25,8.25,98.5,167.5,213.0,29,13,72.7,8.6,69.8,7.9,99.0,170.0,210.0,98.0,165.0,216.0,,Inbred,
379,2030,30,1,2,1,Inbred,LN,2022,BGEM-0204-N,BGEM_Tall_late,0.0,2.0,69.35,7.25,87.0,192.5,226.0,30,13,70.1,7.3,68.6,7.2,83.0,196.0,231.0,91.0,189.0,221.0,,Inbred,
380,2031,31,1,2,1,Inbred,LN,2022,BGEM-0015-S,BGEM_Tall_late,0.0,2.0,73.35,7.7,64.0,168.0,215.0,31,13,71.2,8.0,75.5,7.4,69.0,167.0,211.0,59.0,169.0,219.0,,Inbred,
381,2032,32,1,2,1,Inbred,LN,2022,BGEM-0166-S,BGEM_Tall_late,0.0,1.0,89.75,7.95,79.0,173.0,208.0,32,13,92.1,7.5,87.4,8.4,78.0,177.0,210.0,80.0,169.0,206.0,,Inbred,
382,2033,33,1,2,1,Inbred,LN,2022,B73,BGEM_Tall_late,0.0,1.0,72.05000000000001,7.85,76.0,158.0,198.5,33,13,73.7,8.2,70.4,7.5,71.0,147.0,188.0,81.0,169.0,209.0,,Inbred,
383,2034,34,1,2,1,Inbred,LN,2022,BGEM-0237-N,BGEM_Tall_late,0.0,2.0,66.4,6.8,99.0,149.0,181.0,34,13,66.4,6.8,,,99.0,149.0,181.0,,,,,Inbred,
384,2035,35,1,2,1,Inbred,LN,2022,BGEM-0152-N,BGEM_Tall_late,0.0,1.0,62.25,7.75,51.0,133.0,173.5,35,13,61.5,7.9,63.0,7.6,47.0,131.0,175.0,55.0,135.0,172.0,,Inbred,
385,2036,36,1,2,1,Inbred,LN,2022,BGEM-0103-N,BGEM_Tall_late,0.0,1.0,70.4,6.45,70.5,169.5,199.0,36,13,72.2,6.5,68.6,6.4,70.0,180.0,197.0,71.0,159.0,201.0,,Inbred,
386,2037,37,1,2,1,Inbred,LN,2022,BGEM-0308-S,BGEM_Tall_late,0.0,2.0,70.15,8.350000000000001,63.0,148.0,187.0,37,13,68.4,8.8,71.9,7.9,60.0,151.0,187.0,66.0,145.0,187.0,,Inbred,
387,2038,38,1,2,1,Inbred,LN,2022,BGEM-0231-N,BGEM_Tall_late,0.0,1.0,84.15,6.800000000000001,70.0,161.0,205.0,38,13,82.4,6.7,85.9,6.9,66.0,161.0,210.0,74.0,161.0,200.0,,Inbred,
388,2039,39,1,2,1,Inbred,LN,2022,BGEM-0210-N,BGEM_Tall_late,0.0,2.0,75.19999999999999,7.4,92.0,171.5,218.0,39,13,74.1,7.1,76.3,7.7,105.0,180.0,227.0,79.0,163.0,209.0,,Inbred,
389,2040,40,1,2,1,Inbred,LN,2022,BGEM-0065-N,BGEM_Tall_late,0.0,2.0,69.35,7.5,95.0,189.5,226.0,40,13,68.6,7.1,70.1,7.9,90.0,189.0,224.0,100.0,190.0,228.0,,Inbred,
390,2041,41,1,2,1,Inbred,LN,2022,Mo17,BGEM_Tall_late,0.0,2.0,64.85,8.35,64.5,140.0,187.5,41,13,63.4,8.1,66.3,8.6,68.0,136.0,184.0,61.0,144.0,191.0,,Inbred,
391,2042,42,1,2,1,Inbred,LN,2022,BGEM-0178-S,BGEM_Tall_late,0.0,2.0,76.6,9.399999999999999,81.5,196.5,241.0,42,13,78.6,9.1,74.6,9.7,89.0,193.0,240.0,74.0,200.0,242.0,,Inbred,
392,2043,43,1,2,1,Inbred,LN,2022,BGEM-0106-N,BGEM_Tall_late,0.0,2.0,72.05,6.65,85.0,185.5,226.5,43,13,70.8,6.9,73.3,6.4,81.0,182.0,225.0,89.0,189.0,228.0,,Inbred,
393,2044,44,1,2,1,Inbred,LN,2022,BGEM-0069-S,BGEM_Tall_late,0.0,2.0,71.4,8.55,75.5,169.5,210.0,44,13,73.3,8.6,69.5,8.5,68.0,169.0,210.0,83.0,170.0,210.0,,Inbred,
394,2045,45,1,2,1,Inbred,LN,2022,BGEM-0043-S,BGEM_Tall_late,0.0,2.0,81.85,9.85,81.0,193.5,231.0,45,13,84.9,9.2,78.8,10.5,71.0,180.0,220.0,91.0,207.0,242.0,,Inbred,
395,2046,46,1,2,1,Inbred,LN,2022,BGEM-0239-N,BGEM_Tall_late,1.0,1.5,65.35,7.8,77.5,174.5,210.0,46,13,65.1,7.8,65.6,7.8,79.0,174.0,210.0,76.0,175.0,210.0,,Inbred,
396,2047,47,1,2,1,Inbred,LN,2022,BGEM-0325-N,BGEM_Tall_late,1.0,1.5,74.8,8.0,68.0,176.0,218.5,47,13,74.3,7.8,75.3,8.2,63.0,170.0,213.0,73.0,182.0,224.0,,Inbred,
397,2048,48,1,2,1,Inbred,LN,2022,BGEM-0290-N,BGEM_Tall_late,0.0,1.0,67.75,7.35,94.0,187.5,227.5,48,13,68.7,6.9,66.8,7.8,89.0,191.0,230.0,99.0,184.0,225.0,,Inbred,
398,2049,49,1,2,1,Inbred,LN,2022,B73,BGEM_Tall_late,0.0,1.0,74.15,7.85,85.0,178.5,215.0,49,13,73.8,8.6,74.5,7.1,81.0,179.0,216.0,89.0,178.0,214.0,,Inbred,
399,2050,50,1,2,1,Inbred,LN,2022,BGEM-0165-S,BGEM_Tall_late,0.0,1.0,66.7,6.9,89.5,185.5,219.5,50,13,65.4,6.7,68.0,7.1,90.0,190.0,219.0,89.0,181.0,220.0,,Inbred,
400,2051,1,2,2,1,Inbred,LN,2022,BGEM-0314-S,BGEM_Short_early,0.0,2.0,67.9,7.8999999999999995,46.5,128.5,166.0,1,14,68.7,8.2,67.1,7.6,43.0,128.0,166.0,50.0,129.0,166.0,,Inbred,
401,2052,2,2,2,1,Inbred,LN,2022,BGEM-0068-S,BGEM_Short_early,0.0,2.0,62.95,6.4,37.0,112.0,159.0,2,14,58.1,6.1,67.8,6.7,30.0,114.0,161.0,44.0,110.0,157.0,,Inbred,
402,2053,3,2,2,1,Inbred,LN,2022,BGEM-0010-S,BGEM_Short_early,0.0,2.0,66.75,8.15,50.5,128.0,165.5,3,14,69.2,8.8,64.3,7.5,50.0,136.0,171.0,51.0,120.0,160.0,,Inbred,
403,2054,4,2,2,1,Inbred,LN,2022,BGEM-0255-S,BGEM_Short_early,0.0,2.0,64.0,7.300000000000001,66.5,127.0,163.5,4,14,66.2,7.7,61.8,6.9,71.0,133.0,177.0,62.0,121.0,150.0,,Inbred,
404,2055,5,2,2,1,Inbred,LN,2022,BGEM-0266-S,BGEM_Short_early,0.0,2.0,67.3,7.15,48.0,105.0,138.5,5,14,65.8,6.4,68.8,7.9,45.0,99.0,131.0,51.0,111.0,146.0,,Inbred,
405,2056,6,2,2,1,Inbred,LN,2022,BGEM-0298-S,BGEM_Short_early,0.0,2.0,,,,,,6,14,,,,,,,,,,,,Inbred,
406,2057,7,2,2,1,Inbred,LN,2022,Mo17,BGEM_Short_early,0.0,2.0,54.95,7.35,51.5,123.5,167.0,7,14,55.4,7.7,54.5,7.0,58.0,128.0,169.0,45.0,119.0,165.0,,Inbred,
407,2058,8,2,2,1,Inbred,LN,2022,BGEM-0203-N,BGEM_Short_early,0.0,1.0,70.35,6.2,46.0,132.0,181.5,8,14,66.3,5.2,74.4,7.2,41.0,124.0,184.0,51.0,140.0,179.0,,Inbred,
408,2059,9,2,2,1,Inbred,LN,2022,BGEM-0184-N,BGEM_Short_early,0.0,1.0,59.7,5.65,54.0,134.5,162.0,9,14,59.6,5.3,59.8,6.0,49.0,128.0,154.0,59.0,141.0,170.0,,Inbred,
409,2060,10,2,2,1,Inbred,LN,2022,BGEM-0123-N,BGEM_Short_early,0.0,1.0,56.55,6.949999999999999,54.5,121.5,152.5,10,14,56.9,6.8,56.2,7.1,51.0,122.0,155.0,58.0,121.0,150.0,,Inbred,
410,2061,11,2,2,1,Inbred,LN,2022,BGEM-0037-S,BGEM_Short_early,0.0,1.0,64.15,6.85,49.0,123.5,160.0,11,14,62.5,7.1,65.8,6.6,50.0,128.0,168.0,48.0,119.0,152.0,,Inbred,
411,2062,12,2,2,1,Inbred,LN,2022,BGEM-0117-S,BGEM_Short_early,0.0,1.0,58.4,6.199999999999999,46.5,134.5,173.5,12,14,53.8,6.1,63.0,6.3,51.0,129.0,167.0,42.0,140.0,180.0,,Inbred,
412,2063,13,2,2,1,Inbred,LN,2022,BGEM-0077-S,BGEM_Short_early,0.0,2.0,64.44999999999999,6.4,42.5,136.0,176.0,13,14,64.6,6.1,64.3,6.7,39.0,130.0,168.0,46.0,142.0,184.0,,Inbred,
413,2064,14,2,2,1,Inbred,LN,2022,BGEM-0085-N,BGEM_Short_early,0.0,2.0,61.7,5.55,59.0,134.5,169.0,14,14,54.6,5.6,68.8,5.5,60.0,129.0,167.0,58.0,140.0,171.0,,Inbred,
414,2065,15,2,2,1,Inbred,LN,2022,B73,BGEM_Short_early,0.0,2.0,74.1,8.45,76.0,145.0,184.5,15,14,74.4,8.8,73.8,8.1,80.0,150.0,189.0,72.0,140.0,180.0,,Inbred,
415,2066,16,2,2,1,Inbred,LN,2022,BGEM-0326-N,BGEM_Short_early,0.0,2.0,57.75,6.45,48.5,120.0,152.5,16,14,58.1,6.4,57.4,6.5,47.0,126.0,159.0,50.0,114.0,146.0,,Inbred,
416,2067,17,2,2,1,Inbred,LN,2022,BGEM-0320-N,BGEM_Short_early,0.0,2.0,58.7,6.65,50.0,126.5,166.0,17,14,60.4,6.7,57.0,6.6,50.0,129.0,165.0,50.0,124.0,167.0,,Inbred,
417,2068,18,2,2,1,Inbred,LN,2022,BGEM-0024-S,BGEM_Short_early,0.0,2.0,70.4,7.75,50.5,128.5,172.5,18,14,70.0,7.6,70.8,7.9,51.0,127.0,170.0,50.0,130.0,175.0,,Inbred,
418,2069,19,2,2,1,Inbred,LN,2022,BGEM-0013-S,BGEM_Short_early,0.0,2.0,65.6,7.05,59.0,144.0,181.5,19,14,65.5,6.8,65.7,7.3,59.0,140.0,178.0,59.0,148.0,185.0,,Inbred,
419,2070,20,2,2,1,Inbred,LN,2022,Mo17,BGEM_Short_early,0.0,2.0,64.05000000000001,8.85,60.0,140.5,187.0,20,14,66.4,8.7,61.7,9.0,60.0,140.0,189.0,60.0,141.0,185.0,,Inbred,
420,2071,21,2,2,1,Inbred,LN,2022,BGEM-0012-S,BGEM_Short_early,0.0,1.0,64.65,7.65,49.5,129.5,165.0,21,14,65.2,8.1,64.1,7.2,50.0,129.0,162.0,49.0,130.0,168.0,,Inbred,
421,2072,22,2,2,1,Inbred,LN,2022,BGEM-0023-S,BGEM_Short_early,0.0,1.0,73.55000000000001,9.35,56.0,141.0,185.5,22,14,72.2,9.0,74.9,9.7,60.0,144.0,190.0,52.0,138.0,181.0,,Inbred,
422,2073,23,2,2,1,Inbred,LN,2022,Mo17,BGEM_Short_early,0.0,1.0,57.2,8.149999999999999,68.5,141.5,194.0,23,14,58.2,8.2,56.2,8.1,69.0,138.0,199.0,68.0,145.0,189.0,,Inbred,
423,2074,24,2,2,1,Inbred,LN,2022,BGEM-0112-S,BGEM_Short_early,0.0,1.0,67.3,6.85,58.0,146.0,194.5,24,14,69.3,6.9,65.3,6.8,57.0,141.0,190.0,59.0,151.0,199.0,,Inbred,
424,2075,25,2,2,1,Inbred,LN,2022,BGEM-0197-S,BGEM_Short_early,0.0,1.0,71.65,7.15,61.5,142.0,180.5,25,14,71.6,6.8,71.7,7.5,62.0,140.0,181.0,61.0,144.0,180.0,,Inbred,
425,2076,26,2,2,1,Inbred,LN,2022,BGEM-0160-S,BGEM_Tall_late,0.0,1.0,65.69999999999999,9.05,86.0,167.0,209.0,26,14,66.3,8.9,65.1,9.2,82.0,169.0,210.0,90.0,165.0,208.0,,Inbred,
426,2077,27,2,2,1,Inbred,LN,2022,BGEM-0172-S,BGEM_Tall_late,0.0,1.0,80.55,9.45,79.0,198.0,237.0,27,14,79.5,9.8,81.6,9.1,82.0,200.0,242.0,76.0,196.0,232.0,,Inbred,
427,2078,28,2,2,1,Inbred,LN,2022,BGEM-0192-N,BGEM_Tall_late,0.0,1.0,65.25,6.35,80.5,163.5,206.0,28,14,65.7,6.4,64.8,6.3,82.0,177.0,219.0,79.0,150.0,193.0,,Inbred,
428,2079,29,2,2,1,Inbred,LN,2022,BGEM-0211-N,BGEM_Tall_late,0.0,1.0,75.0,6.9,70.0,151.0,190.0,29,14,74.8,6.9,75.2,6.9,70.0,152.0,190.0,70.0,150.0,190.0,,Inbred,
429,2080,30,2,2,1,Inbred,LN,2022,BGEM-0014-S,BGEM_Tall_late,0.0,1.0,66.3,7.949999999999999,61.5,123.5,158.0,30,14,66.8,8.1,65.8,7.8,63.0,123.0,157.0,60.0,124.0,159.0,,Inbred,
430,2081,31,2,2,1,Inbred,LN,2022,BGEM-0235-N,BGEM_Tall_late,0.0,1.0,66.1,7.199999999999999,65.5,151.5,190.0,31,14,65.3,6.8,66.9,7.6,62.0,150.0,184.0,69.0,153.0,196.0,,Inbred,
431,2082,32,2,2,1,Inbred,LN,2022,B73,BGEM_Tall_late,0.0,1.0,76.6,8.1,82.5,161.5,200.0,32,14,83.2,8.1,70.0,8.1,84.0,164.0,201.0,81.0,159.0,199.0,,Inbred,
432,2083,33,2,2,1,Inbred,LN,2022,BGEM-0250-S,BGEM_Tall_late,0.0,1.0,82.1,7.95,83.0,179.5,214.0,33,14,82.0,8.5,82.2,7.4,76.0,180.0,217.0,90.0,179.0,211.0,,Inbred,
433,2084,34,2,2,1,Inbred,LN,2022,BGEM-0183-N,BGEM_Tall_late,0.0,1.0,67.15,7.75,76.0,184.5,199.0,34,14,69.7,7.8,64.6,7.7,78.0,185.0,200.0,74.0,184.0,198.0,,Inbred,
434,2085,35,2,2,1,Inbred,LN,2022,BGEM-0213-S,BGEM_Tall_late,0.0,1.0,63.75,8.1,98.5,175.0,209.0,35,14,66.2,8.6,61.3,7.6,103.0,180.0,218.0,94.0,170.0,200.0,,Inbred,
435,2086,36,2,2,1,Inbred,LN,2022,BGEM-0056-S,BGEM_Tall_late,0.0,1.0,68.05,7.75,53.0,152.5,186.0,36,14,68.8,7.9,67.3,7.6,52.0,150.0,188.0,54.0,155.0,184.0,,Inbred,
436,2087,37,2,2,1,Inbred,LN,2022,BGEM-0294-N,BGEM_Tall_late,0.0,1.0,70.25,7.25,58.0,150.0,184.0,37,14,71.5,7.3,69.0,7.2,58.0,151.0,187.0,58.0,149.0,181.0,,Inbred,
437,2088,38,2,2,1,Inbred,LN,2022,BGEM-0196-N,BGEM_Tall_late,0.0,1.0,65.8,5.800000000000001,57.5,186.0,229.0,38,14,68.0,6.2,63.6,5.4,50.0,180.0,229.0,65.0,192.0,229.0,,Inbred,
438,2089,39,2,2,1,Inbred,LN,2022,BGEM-0051-S,BGEM_Tall_late,0.0,1.0,71.0,8.65,73.0,167.5,210.0,39,14,69.2,8.9,72.8,8.4,70.0,165.0,210.0,76.0,170.0,210.0,,Inbred,
439,2090,40,2,2,1,Inbred,LN,2022,Mo17,BGEM_Tall_late,0.0,1.0,60.349999999999994,7.8,69.5,150.0,204.5,40,14,59.8,8.1,60.9,7.5,69.0,139.0,201.0,70.0,161.0,208.0,,Inbred,
440,2091,41,2,2,1,Inbred,LN,2022,BGEM-0188-S,BGEM_Tall_late,0.0,2.0,71.19999999999999,7.75,75.0,170.5,215.0,41,14,71.6,7.8,70.8,7.7,79.0,171.0,215.0,71.0,170.0,215.0,,Inbred,
441,2092,42,2,2,1,Inbred,LN,2022,BGEM-0011-S,BGEM_Tall_late,0.0,2.0,78.2,8.75,60.5,165.5,203.5,42,14,74.9,8.9,81.5,8.6,62.0,167.0,206.0,59.0,164.0,201.0,,Inbred,
442,2093,43,2,2,1,Inbred,LN,2022,BGEM-0038-N,BGEM_Tall_late,0.0,1.0,66.65,7.35,64.5,142.0,181.5,43,14,66.8,7.9,66.5,6.8,63.0,140.0,184.0,66.0,144.0,179.0,,Inbred,
443,2094,44,2,2,1,Inbred,LN,2022,BGEM-0307-S,BGEM_Tall_late,0.0,1.0,66.65,8.25,63.5,157.5,200.0,44,14,66.8,7.7,66.5,8.8,70.0,155.0,198.0,57.0,160.0,202.0,,Inbred,
444,2095,45,2,2,1,Inbred,LN,2022,BGEM-0252-S,BGEM_Tall_late,0.0,1.0,76.94999999999999,7.9,72.5,171.0,212.0,45,14,76.3,7.7,77.6,8.1,66.0,167.0,209.0,79.0,175.0,215.0,,Inbred,
445,2096,46,2,2,1,Inbred,LN,2022,BGEM-0134-S,BGEM_Tall_late,0.0,1.0,70.75,9.3,77.5,180.0,220.5,46,14,69.8,9.6,71.7,9.0,75.0,180.0,221.0,80.0,180.0,220.0,,Inbred,
446,2097,47,2,2,1,Inbred,LN,2022,BGEM-0293-N,BGEM_Tall_late,0.0,1.0,65.3,7.2,82.0,161.5,190.0,47,14,66.1,7.2,64.5,7.2,94.0,168.0,191.0,70.0,155.0,189.0,,Inbred,
447,2098,48,2,2,1,Inbred,LN,2022,B73,BGEM_Tall_late,0.0,1.0,77.75,8.65,80.0,164.0,201.5,48,14,78.5,8.9,77.0,8.4,90.0,168.0,209.0,70.0,160.0,194.0,,Inbred,
448,2099,49,2,2,1,Inbred,LN,2022,BGEM-0328-S,BGEM_Tall_late,0.0,1.0,71.8,9.25,103.5,210.0,253.0,49,14,72.3,9.3,71.3,9.2,105.0,211.0,256.0,102.0,209.0,250.0,,Inbred,
449,2100,50,2,2,1,Inbred,LN,2022,BGEM-0027-S,BGEM_Tall_late,0.0,1.0,70.75,9.95,68.0,170.5,159.0,50,14,71.5,10.1,70.0,9.8,76.0,168.0,210.0,60.0,173.0,108.0,,Inbred,
450,2101,1,3,2,1,Inbred,LN,2022,BGEM-0154-S,BGEM_Short_early,0.0,2.0,65.9,6.6,64.5,137.5,176.5,1,15,67.2,7.3,64.6,5.9,65.0,143.0,180.0,64.0,132.0,173.0,,Inbred,
451,2102,2,3,2,1,Inbred,LN,2022,BGEM-0180-S,BGEM_Short_early,0.0,1.0,72.3,7.6,45.0,120.0,154.0,2,15,72.3,7.6,,,45.0,120.0,154.0,,,,,Inbred,
452,2103,3,3,2,1,Inbred,LN,2022,BGEM-0137-S,BGEM_Short_early,0.0,2.0,66.05,8.3,48.5,138.0,180.0,3,15,68.2,8.4,63.9,8.2,51.0,140.0,180.0,46.0,136.0,180.0,,Inbred,
453,2104,4,3,2,1,Inbred,LN,2022,BGEM-0030-S,BGEM_Short_early,0.0,2.0,67.85,7.25,68.5,124.5,159.0,4,15,69.2,7.6,66.5,6.9,69.0,124.0,158.0,68.0,125.0,160.0,,Inbred,
454,2105,5,3,2,1,Inbred,LN,2022,BGEM-0327-N,BGEM_Short_early,0.0,2.0,56.900000000000006,5.949999999999999,54.5,125.0,159.0,5,15,56.2,6.3,57.6,5.6,59.0,126.0,158.0,50.0,124.0,160.0,,Inbred,
455,2106,6,3,2,1,Inbred,LN,2022,Mo17,BGEM_Short_early,0.0,1.0,52.6,7.25,55.0,123.5,165.0,6,15,52.5,7.4,52.7,7.1,55.0,123.0,164.0,55.0,124.0,166.0,,Inbred,
456,2107,7,3,2,1,Inbred,LN,2022,BGEM-0111-S,BGEM_Short_early,0.0,1.0,58.3,5.85,37.5,127.0,167.5,7,15,58.6,5.9,58.0,5.8,35.0,125.0,164.0,40.0,129.0,171.0,,Inbred,
457,2108,8,3,2,1,Inbred,LN,2022,BGEM-0050-S,BGEM_Short_early,0.0,1.0,70.3,7.85,54.0,134.0,175.0,8,15,71.8,7.5,68.8,8.2,48.0,138.0,180.0,60.0,130.0,170.0,,Inbred,
458,2109,9,3,2,1,Inbred,LN,2022,BGEM-0040-N,BGEM_Short_early,0.0,2.0,,,,,,9,15,,,,,,,,,,,,Inbred,
459,2110,10,3,2,1,Inbred,LN,2022,BGEM-0129-N,BGEM_Short_early,0.0,2.0,65.35,8.8,62.0,118.5,155.0,10,15,65.4,8.9,65.3,8.7,60.0,119.0,160.0,64.0,118.0,150.0,,Inbred,
460,2111,11,3,2,1,Inbred,LN,2022,BGEM-0219-S,BGEM_Short_early,0.0,2.0,69.69999999999999,8.05,52.5,136.5,181.0,11,15,70.8,8.0,68.6,8.1,50.0,134.0,180.0,55.0,139.0,182.0,,Inbred,
461,2112,12,3,2,1,Inbred,LN,2022,BGEM-0066-N,BGEM_Short_early,0.0,2.0,63.849999999999994,6.300000000000001,51.0,104.5,138.0,12,15,64.6,6.4,63.1,6.2,52.0,108.0,141.0,50.0,101.0,135.0,,Inbred,
462,2113,13,3,2,1,Inbred,LN,2022,BGEM-0253-N,BGEM_Short_early,0.0,2.0,68.30000000000001,7.3,59.0,132.0,164.0,13,15,69.2,7.6,67.4,7.0,63.0,144.0,179.0,55.0,120.0,149.0,,Inbred,
463,2114,14,3,2,1,Inbred,LN,2022,B73,BGEM_Short_early,0.0,2.0,77.8,7.85,68.5,140.5,175.5,14,15,80.3,8.1,75.3,7.6,73.0,141.0,179.0,64.0,140.0,172.0,,Inbred,
