"genotype","CHL"
"BGEM-0286-N",403.023382410995
"BGEM-0287-N",364.228400462981
"BGEM-0288-S",413.065602214082
"BGEM-0289-N",350.072908111626
"BGEM-0290-N",458.005127659021
"BGEM-0291-N",402.68436465629
"BGEM-0292-S",354.91354255175
"BGEM-0293-N",360.793227344654
"BGEM-0294-N",409.404129843288
"BGEM-0295-S",383.194916015583
"BGEM-0296-S",491.935040235275
"BGEM-0297-N",442.235065984584
"BGEM-0298-S",328.558444375286
"BGEM-0299-N",428.976030075249
"BGEM-0300-S",319.898309525992
"BGEM-0301-S",317.081843735811
"BGEM-0302-S",409.41852601906
"BGEM-0303-N",408.030877094421
"BGEM-0304-N",287.191551963433
"BGEM-0305-S",336.552446369037
"BGEM-0306-S",455.089097901247
"BGEM-0307-S",453.799314380373
"BGEM-0308-S",481.63104577357
"BGEM-0309-S",385.822450397545
"BGEM-0310-S",478.167585206343
"BGEM-0311-N",415.792069933552
"BGEM-0312-S",330.700283080339
"BGEM-0313-S",376.936538895803
"BGEM-0314-S",428.373877989281
"BGEM-0315-S",485.043030631021
"BGEM-0316-S",326.718728046824
"BGEM-0317-S",451.45673388401
"BGEM-0318-S",412.531491022364
"BGEM-0319-S",435.870140857417
"BGEM-0320-N",403.535586537953
"BGEM-0321-S",501.365339873067
"BGEM-0322-S",404.198894078745
"BGEM-0323-S",416.645247446109
"BGEM-0324-N",337.849222515616
"BGEM-0325-N",425.815526121859
"BGEM-0326-N",355.800928899084
"BGEM-0327-N",361.954212507291
"BGEM-0328-S",379.26629109429
"Mo17",409.459713047955
