,UID,genotype,PLOT.ID,rows,ranges,Block,Rep,Group,Trt,year,note,Calibration,leaf_length,leaf_width,ear_height,flag_leaf,plant_height
79,B087,BGEM-0099-S,2025.0,25.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,85.2495051396128,50.2537369425717,67.5669899964922,109.755116278822,151.650240706304
80,B090,BGEM-0107-N,2223.0,23.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,86.6835543040067,50.6365361657384,65.1312076000527,121.357776728195,161.138267976417
81,B091,BGEM-0108-S,2308.0,8.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,87.8662752643315,50.4634899415672,62.872215815543,109.868188084723,151.443979243911
82,B092,BGEM-0110-N,2298.0,48.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,86.3435220279133,50.7990947399598,59.356046065844,124.116014646906,163.200882600354
83,B093,BGEM-0111-S,2107.0,7.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,83.1945274710484,49.8866691943297,57.4702791409981,112.166975762422,153.506593867848
84,B094,BGEM-0112-S,2074.0,24.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,87.0531546041082,51.2920142875991,64.2079675440526,115.373237717344,161.138267976417
85,B095,BGEM-0113-S,2004.0,4.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,88.8715880806076,51.1451871883023,64.0704636532161,118.732649752603,162.375836750779
86,B096,BGEM-0114-S,2021.0,21.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,88.487203768502,51.1451871883023,58.5506664942576,110.583883922179,152.887809480667
87,B097,BGEM-0115-S,2160.0,10.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,82.5735989668779,49.9338636191037,63.8347428220175,118.218795202337,162.169575288385
88,B098,BGEM-0116-S,2154.0,4.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,84.2146242993286,50.5264158412658,60.377503245711,112.159812745013,154.950424104604
89,B099,BGEM-0117-S,2062.0,12.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,83.578911783154,50.1750795679485,56.8809769483111,113.068736937244,154.331639717423
90,B100,BGEM-0118-S,2012.0,12.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,86.6539862799986,51.3444525373479,56.3309615684699,114.271085170339,159.075653352479
91,B102,BGEM-0122-N,2236.0,36.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,84.2737603473448,50.3166628422704,63.7954560091717,114.731985326359,155.981731416573
92,B103,BGEM-0123-N,2060.0,10.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,80.0455329141836,49.5510643959371,63.9918900734007,108.419657102607,142.57473636098
93,B104,BGEM-0124-N,2141.0,41.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,90.0247410169243,52.5243131566972,72.8510663701284,132.80728709723,179.083015204672
94,B105,BGEM-0125-N,2197.0,47.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,83.6084798071621,50.9564094892064,69.7277647488874,121.204626647857,164.850974299504
95,B107,BGEM-0129-N,2110.0,10.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,82.9727672909875,50.0072771687521,65.7794399661322,104.798286368503,144.018566597736
96,B109,BGEM-0131-N,2135.0,35.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,84.066784179288,49.965326568953,64.1686807312068,111.986623527458,150.618933394336
97,B110,BGEM-0133-S,2348.0,48.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,86.9792345440879,51.0245792138799,66.9580443669505,115.810889576185,158.869391890085
98,B111,BGEM-0134-S,2096.0,46.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,94.2234004260774,53.4210072274026,84.9121178679124,138.491239049807,184.652074689303
99,B112,BGEM-0136-S,2009.0,9.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,83.4063646720247,51.0647519754519,63.649171250633,96.6343610678624,135.355014060803
100,B113,BGEM-0137-S,2103.0,3.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,87.2305627481569,51.1189680634278,60.0042785236759,112.280047568323,154.125378255029
101,B114,BGEM-0138-S,2247.0,47.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,89.5368686207903,51.7587147103639,72.7921361508597,123.449010016302,167.94489623541
102,B115,BGEM-0140-N,2005.0,5.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,1.0,84.4807365154017,51.1609186632269,61.9096889681942,113.569490461418,155.362947029392
103,B117,BGEM-0143-N,2291.0,41.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,87.3636188561935,50.5788540910146,72.49748500864,119.975076260135,163.407144062748
104,B118,BGEM-0144-N,2189.0,39.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,83.7711039392068,51.4021346120717,75.8761509592549,123.168462095247,168.151157697804
105,B119,BGEM-0145-N,2234.0,34.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,77.3991947654568,47.5426794305559,65.6026494000785,112.687993330097,144.637350984917
106,B120,BGEM-0146-N,2239.0,39.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,92.5084550336065,52.896624729914,72.4778415563409,137.381923485395,184.652074689303
107,B121,BGEM-0147-S,2299.0,49.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,92.404966949578,52.2149274831789,70.4545707406584,126.24732620945,168.563680622591
108,B122,BGEM-0148-S,2227.0,27.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,89.0342122126523,50.6575114656379,61.1632395485032,121.705605078314,162.375836750779
109,B123,BGEM-0149-S,2158.0,8.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,87.8983280513195,51.170199826497,62.3549939233968,113.410386410305,155.718642402402
110,B124,BGEM-0150-S,2151.0,1.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,71.5447260118489,45.98001958804,51.0075984278642,87.7993849050174,120.298498422455
111,B125,BGEM-0151-N,2264.0,14.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,83.2388795070606,49.9076444942293,56.5863258060914,110.095781611533,145.049873909705
112,B128,BGEM-0154-S,2101.0,1.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,88.4428517324899,50.882995939558,76.2493756354138,118.031279949964,165.676020149079
113,B130,BGEM-0156-S,2292.0,42.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,79.0845721339197,48.9480245238252,66.2115949991883,108.840478984191,147.52501145843
114,B131,BGEM-0157-N,2312.0,12.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,85.0573129835601,49.6611847204097,66.231238359735,114.344078701804,151.650240706304
115,B132,BGEM-0158-S,2128.0,28.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,96.2192420466256,53.2479610032314,74.6189729481893,132.0057216085,184.033290302122
116,B134,BGEM-0159-S,2181.0,31.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,93.129383537777,51.9946868342337,87.6425513606954,136.667677562946,184.858336151697
117,B136,BGEM-0162-S,2156.0,6.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,86.6983383160107,50.8620206396585,66.2115949533122,119.91495884848,158.869391890085
118,B137,BGEM-0164-S,2165.0,15.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,85.5156173556859,50.6732429405626,60.8882317668302,108.184900558389,148.143795845611
119,B138,BGEM-0165-S,2050.0,50.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,94.2234004260774,52.9280876797634,82.8102733806622,137.509321326113,188.158519549997
120,B139,BGEM-0166-S,2032.0,32.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,103.093807628514,52.1729768833798,80.9245063640638,135.164742271576,180.526845441429
121,B140,BGEM-0167-S,2120.0,20.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,87.1270746641285,51.0875051135785,54.5899304889145,109.007971308612,124.836250595118
122,B142,BGEM-0170-S,2222.0,22.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,84.9538248995316,50.1016660183001,60.966805438398,105.967719344571,146.699965608855
123,B143,BGEM-0172-S,2077.0,27.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,101.940654692197,54.5222104721285,78.0172822134747,151.737108751077,198.884115594472
124,B144,BGEM-0173-S,2307.0,7.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,83.8598080112312,49.6035026456859,64.2865410779918,107.683922127933,148.143795845611
125,B145,BGEM-0174-N,2215.0,15.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,84.3299459275806,50.9065801988843,59.1195507942116,95.3516038967792,131.141849576334
126,B146,BGEM-0175-S,2138.0,38.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,93.2033035977973,51.9737115343342,71.0831597461912,122.940868568437,166.913588923441
127,B147,BGEM-0178-S,2042.0,42.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,100.31441337175,54.364895722882,71.7313921122707,145.678126293754,197.440285357715
128,B148,BGEM-0179-S,2017.0,17.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,98.776876123328,54.2180686235852,70.1009894709224,137.155779873592,185.064597614091
129,B149,BGEM-0182-N,2250.0,50.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,91.6214143133628,52.807479705341,68.3920131121302,129.560946867872,175.989093268766
130,B150,BGEM-0184-N,2059.0,9.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,83.1058233990241,49.3308237469919,64.8954867688541,111.405488548128,145.256135372098
131,B151,BGEM-0186-S,2323.0,23.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,80.9473576464313,48.7907097745787,54.7005587894931,104.204275269364,142.57473636098
132,B152,BGEM-0187-S,2221.0,21.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,84.2885443593489,48.9165615739759,58.0595812878089,98.8538256320887,133.086709090868
133,B153,BGEM-0188-S,2091.0,41.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,92.9371913817242,52.9228438547885,70.9849426682005,125.438597703312,175.576570343979
134,B154,BGEM-0190-N,2257.0,7.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,80.1194529742039,48.5180308758846,62.0079060246879,104.93284722663,140.718383199436
135,B155,BGEM-0191-N,2253.0,3.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,80.97146863465,50.8011323478392,61.3843610602034,90.6147668966871,124.822102849631
136,B160,BGEM-0197-S,2075.0,25.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,89.3890285007497,50.9564094892064,69.3938268396981,116.91625128315,158.869391890085
137,B161,BGEM-0198-S,2192.0,42.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,91.9910146134643,52.9018685548889,78.3315767621173,124.230536367815,182.589460065366
138,B162,BGEM-0199-S,2235.0,35.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,84.9596604200051,50.9710205523007,70.1200575090034,122.050425346158,166.251553613573
139,B163,BGEM-0200-S,2266.0,16.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,82.3961908228292,50.9983600890055,79.13695637958,118.872923713131,163.613405525142
140,B165,BGEM-0202-N,2152.0,2.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,74.7676406287341,47.3591455564349,62.4400609201155,108.6329245946,131.436617391718
141,B169,BGEM-0206-N,2198.0,48.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,80.5777573463298,50.7938509149849,71.9867564875208,108.319461416516,151.650240706304
142,B170,BGEM-0207-N,2153.0,3.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,77.2217866214081,48.6596141502065,64.5615488137886,104.965762483658,144.22482806013
143,B171,BGEM-0208-N,2182.0,32.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,98.0820275591372,53.7828311506697,111.921801745275,162.605484140783,208.990927251765
144,B173,BGEM-0210-N,2039.0,39.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,95.9087777945403,53.3947881025282,85.4228463890316,129.246033774781,182.383198602972
145,B175,BGEM-0212-N,2337.0,37.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,87.2009947241488,51.1661624882018,72.0456866150371,126.420515427006,166.913588923441
146,B176,BGEM-0213-S,2085.0,35.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,92.9076233577161,53.0172327043364,85.226412416555,135.372296661167,181.351891291003
147,B177,BGEM-0214-S,2018.0,18.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,88.7385319725711,51.2343322128753,68.1170053763334,110.737034002517,159.69443773966
148,B180,BGEM-0217-S,2248.0,48.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,88.0141153843721,49.9548389190033,71.3385240755651,116.775977322622,157.838084578117
149,B181,BGEM-0218-S,2302.0,2.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,84.2040030290957,50.9534459104599,65.2668927396634,110.735011223116,152.207671998678
150,B182,BGEM-0219-S,2111.0,11.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,87.733219156295,51.0717736386539,64.4633317357979,111.090575455037,153.094070943061
151,B183,BGEM-0220-S,2172.0,22.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,89.7438447888472,52.0995633337314,71.0438729333454,118.933041124785,165.263497224291
152,B185,BGEM-0222-S,2022.0,22.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,87.8514912523274,51.706276460615,71.7706789709927,118.412023557111,162.788359675567
153,B186,BGEM-0223-N,2142.0,42.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,87.7513946697538,51.1057594730806,68.5023359444108,110.011237003807,150.452186796816
154,B187,BGEM-0224-N,2270.0,20.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,82.4848948948535,49.3675305218161,65.7401531532864,102.614020411713,141.543429049011
155,B188,BGEM-0225-N,2224.0,24.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,87.0975066401204,51.6066437860922,65.504432367964,107.317504555603,153.712855330242
156,B189,BGEM-0226-S,2225.0,25.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,81.7900463306627,49.1682651727704,61.2418131741948,108.459735377044,144.843612447311
157,B190,BGEM-0227-N,2121.0,21.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,86.1956819078727,50.5473911411653,72.1046168343058,104.577855859103,146.906227071248
158,B191,BGEM-0228-N,2171.0,21.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,85.0868810075682,50.2327616426722,71.2403069975744,119.834802299607,157.631823115723
159,B194,BGEM-0231-N,2038.0,38.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,95.1252251583251,52.3093163327269,73.5582289554766,120.636367788338,159.281914814873
160,B195,BGEM-0233-S,2140.0,40.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,95.3765533623941,52.9333315047382,80.7477157062577,140.07433089005,190.633657098722
161,B197,BGEM-0236-S,2190.0,40.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,87.4818909522259,51.1661624882018,77.408336660241,117.337073164733,161.34452943881
162,B198,BGEM-0237-N,2034.0,34.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,88.1323874804046,50.9249465393571,74.3261335013819,132.806856517425,160.932006514023
163,B201,BGEM-0242-N,2163.0,13.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,80.3707811782729,49.3308237469919,58.629240074073,100.476995746768,138.449507113105
164,B202,BGEM-0243-S,2240.0,40.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,85.6782414877306,50.6312923407635,68.5295169112143,123.762473194386,167.738634773016
165,B204,BGEM-0246-N,2175.0,25.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,84.4955205274057,50.9668971391562,56.7434730115984,112.693706432498,149.793887544761
166,B205,BGEM-0247-N,2304.0,4.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,80.2672930942445,48.1142563528184,63.9727154879894,95.3516038967792,109.366640915587
167,B206,BGEM-0248-N,2344.0,44.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,91.5622782653466,53.0906462539848,78.4101502960565,134.816913921457,191.046180023509
168,B207,BGEM-0250-S,2083.0,33.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,98.2446516911819,52.9857697544871,83.8317305146529,138.371004226498,181.351891291003
169,B209,BGEM-0252-S,2095.0,45.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,94.0755603060368,52.6816279059437,80.3744909842226,134.904233487739,182.176937140578
170,B210,BGEM-0253-N,2113.0,13.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,87.4818909522259,50.835801514784,63.6383086660361,107.864274362897,113.285608701068
171,B211,BGEM-0254-S,2341.0,41.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,88.708963948563,51.7010326356401,68.9616718066419,126.500671975879,160.725745051629
172,B212,BGEM-0255-S,2054.0,4.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,85.9295696917996,51.0245792138799,75.5029261913436,121.237541904885,161.138267976417
173,B214,BGEM-0257-S,2146.0,46.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,85.0720969955641,50.1855672178982,66.9776878496814,122.006192136588,143.606043672948
174,B215,BGEM-0258-S,2293.0,43.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,78.6262677617938,48.4655926261358,61.1435961420803,108.199226593206,139.687075887467
175,B225,BGEM-0270-S,2271.0,21.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,92.9963274297404,51.6538382108662,71.6528184865791,122.813470727719,168.151157697804
176,B226,BGEM-0272-S,2282.0,32.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,,87.0587087280868,51.1467669707092,63.3256269377145,124.391378634948,166.251553613573
177,B231,BGEM-0280-S,2200.0,50.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,91.7544704213994,51.8059091351379,72.7921361508597,118.399147437301,164.64471283711
178,B236,BGEM-0285-N,2319.0,19.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,85.545185379694,49.2836293222179,77.997638852928,123.689479662922,168.976203547379
179,B238,BGEM-0287-N,2305.0,5.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,79.646364590074,48.7120523999554,62.3222004357019,105.579812720016,144.22482806013
180,B239,BGEM-0288-S,2217.0,17.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,93.2328716218054,52.1834645333296,83.2620717283889,131.237071376797,179.083015204672
181,B243,BGEM-0292-S,2028.0,28.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,89.8769008968837,50.8620206396585,63.0293631128024,122.840672882346,162.99462113796
182,B246,BGEM-0295-S,2226.0,26.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,91.7988224574116,52.5924828813707,70.6902916636094,128.098089850939,177.639184967916
183,B247,BGEM-0296-S,2262.0,12.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,83.4162876511093,49.7293544450832,57.1756279987784,106.709167421647,145.668658296886
184,B248,BGEM-0297-N,2310.0,10.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,90.9709177851842,51.6590820358411,73.9707404444812,120.248461163782,161.34452943881
185,B251,BGEM-0300-S,2230.0,30.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,88.9011561046157,51.6957888106652,74.8546938252641,127.837581067101,174.54526303201
186,B252,BGEM-0301-S,2329.0,29.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,89.4726142823807,50.8948637709904,82.4147413999071,127.066753822137,169.411426976925
187,B254,BGEM-0302-S,2233.0,33.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,85.8112975957671,50.1908110428731,56.9202637611569,106.836565262365,145.462396834492
188,B257,BGEM-0305-S,2213.0,13.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,80.149020998212,48.088037227944,57.1952714510775,104.672338442793,143.399782210555
189,B259,BGEM-0307-S,2094.0,44.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,90.4978294010542,52.1152948086561,73.283221265556,125.425721583502,176.814139118341
190,B261,BGEM-0309-S,2130.0,30.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,92.5823750936268,53.5311275518752,66.2705251725808,133.922315764044,182.176937140578
191,B262,BGEM-0310-S,2119.0,19.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,88.1323874804046,50.4477584666425,69.1188190580251,120.208382889346,161.757052363598
192,B265,BGEM-0313-S,2276.0,26.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,87.6888671202828,51.1084804134781,72.3206943508339,131.036680004615,175.989093268766
193,B267,BGEM-0315-S,2295.0,45.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,82.0413745347317,50.3428819671448,58.5310229960823,113.555389332883,151.443979243911
194,B268,BGEM-0316-S,2321.0,21.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,87.6888671202828,50.7204373653365,64.9544169881228,118.699734495575,160.725745051629
195,B273,BGEM-0321-S,2002.0,2.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,84.6285766354423,50.0282524686517,57.2345582639233,106.6562130274,144.637350984917
196,B274,BGEM-0322-S,2313.0,13.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,86.6687702920026,50.9039712394575,63.9918900275245,118.65249320373,159.075653352479
197,B276,BGEM-0324-N,2137.0,37.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,94.6225687501871,51.0717736386539,71.6135317196095,122.6803597846,164.025928449929
198,B277,BGEM-0325-N,2047.0,47.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,1.0,94.9626010262805,52.8284550052405,72.6546322295913,133.204860681635,179.908061054247
199,B280,BGEM-0328-S,2099.0,49.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,100.728365707864,55.1357379941902,91.1194342975486,144.743449861905,201.152991680803
200,B283,BGEM-0101-S,2267.0,17.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,85.3677772356453,49.2207034225193,67.1348350551884,108.612885457381,141.749690511405
201,B287,BGEM-0171-S,2191.0,41.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,91.1039738932207,51.7115202855899,73.0082136215116,114.311163444776,156.187992878967
202,B288,BGEM-0147-S,2299.0,49.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,92.404966949578,52.2149274831789,70.4545707406584,126.24732620945,168.563680622591
203,B292,BGEM-0106-N,2043.0,43.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,95.0217370742967,53.2322295283067,78.5476541410168,139.806659088804,186.714689313241
204,B297,BGEM-0238-N,2145.0,45.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,92.1388547335049,56.5253516125348,80.728072345711,115.253002894034,165.882281611473
205,B298,BGEM-0053-S,2283.0,33.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,84.5103045394098,50.1803233929233,78.9012355025052,117.029323089051,155.156685566998
206,B299,BGEM-0245-S,2027.0,27.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,93.5729038978988,52.7288223307177,67.606276809338,124.64419523199,167.326111848229
207,B300,BGEM-0084-S,2265.0,15.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,85.3677772356453,50.8462891647338,63.0490065192253,113.201847880363,152.269025093486
208,B302,BGEM-0058-N,2194.0,44.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,92.7302152136674,51.9789553593091,86.2282261441229,129.400633770126,173.720217182435
209,B303,BGEM-0109-N,2019.0,19.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,77.6061709335136,49.7975241697567,53.9148225325771,104.965762483658,139.480814425074
210,B304,BGEM-0029-S,2256.0,6.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,85.9042321586419,50.9885951941416,53.2957532372404,95.6310953726665,130.790752535962
211,B305,BGEM-0105-N,2342.0,42.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,90.4091253290299,51.7744461852885,67.0955481964664,125.819341310459,168.976203547379
212,B306,BGEM-0168-S,2149.0,49.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,98.0524595351291,52.9228438547885,90.2944112736631,104.1312817379,190.427395636328
213,B307,BGEM-0183-N,2084.0,34.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,96.5001382747027,52.0628565589072,72.7135624792919,135.425251055414,173.720217182435
214,B308,BGEM-0163-S,2303.0,3.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,79.0254360859034,48.7225400499052,63.4418746476833,105.426662639678,136.386892489167
215,B309,BGEM-0076-S,2328.0,28.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,82.0561585467358,49.8447185945307,73.3555005626264,130.800325127034,148.350057308005
