,UID,genotype,PLOT.ID,rows,ranges,Block,Rep,Group,Trt,year,note,Calibration,leaf_length,leaf_width,ear_height,flag_leaf,plant_height
0,B001,BGEM-0001-N,1313.0,13.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273158224,60.0778757257182,73.281439887713,132.820505866924,174.322272118214
1,B002,BGEM-0002-N,1314.0,14.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273116014,58.5805676200933,74.7289068037507,129.456126928158,178.4306442892
2,B003,BGEM-0003-N,1111.0,11.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273210055,59.251743837427,85.1306610959975,135.482052219167,192.986908949859
3,B004,BGEM-0004-N,1298.0,48.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273132217,59.5581312147007,79.262723196768,131.034619786414,180.694354328629
4,B005,BGEM-0005-N,1321.0,21.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273190692,59.783126010285,78.5340741336044,121.65583740232,184.351116700015
5,B006,BGEM-0006-S,1322.0,22.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273198018,60.1244974242749,79.9913722599314,129.4906924652,190.619852193818
6,B007,,,,,,,,,,,,,,,,
7,B008,BGEM-0008-S,1028.0,28.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273206272,59.6977121055931,80.9727355544386,130.504614885102,177.979034489599
8,B009,BGEM-0010-S,1078.0,28.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273217826,60.2330445502591,69.7191555789137,128.707206958912,181.635796860984
9,B010,BGEM-0011-S,1067.0,17.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273228312,60.050792232618,78.5502663350081,130.193525051723,177.559986581727
10,B011,BGEM-0012-S,1096.0,46.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273079157,57.7039348126319,63.6112254305692,116.43644130896,153.459049030598
11,B012,BGEM-0013-S,1094.0,44.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273163276,59.0228698212292,76.9859837899701,127.186323329058,172.439387053503
12,B013,BGEM-0014-S,1055.0,5.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273117705,58.3129013977603,76.0242829160413,116.378832080556,156.838333143877
13,B014,BGEM-0015-S,1006.0,6.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273185196,59.9382948348259,83.1974281378508,129.744173070175,175.470408083793
14,B016,BGEM-0019-S,1153.0,3.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273174488,59.3176195366624,79.392260807997,130.861792101204,181.565012036102
15,B018,BGEM-0020-S,1036.0,36.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273194598,59.8342642287636,74.7320814230915,124.776296353593,170.323949878223
16,B019,BGEM-0021-S,1158.0,8.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273182882,59.957619886699,76.0253050492305,134.933139139316,165.615695043486
17,B021,BGEM-0023-S,1097.0,47.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273171448,59.4844970742383,73.0998554530982,124.536298822496,170.349808555569
18,B022,BGEM-0024-S,1093.0,43.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273158908,58.7474451576692,69.9423761793897,118.72928859942,161.643231480842
19,B023,BGEM-0025-S,1252.0,2.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273228231,59.8064723851605,83.3819033444051,138.719690855445,198.559118277685
20,B024,BGEM-0026-S,1198.0,48.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273137935,57.9675797119625,70.5287656490953,121.33322572326,164.745037336014
21,B025,BGEM-0027-S,1075.0,25.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273209231,60.3765757129594,78.4629443368755,132.705287410117,187.20800618881
22,B026,BGEM-0028-S,1284.0,34.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273160116,59.1702091533486,75.7004388879687,124.43260221137,172.68430341988
23,B027,BGEM-0030-S,1129.0,29.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.194627315454,58.5185711414714,79.5767360145514,127.601109773564,176.096149424889
24,B028,BGEM-0031-S,1301.0,1.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273137209,58.0259101235542,78.4055087254424,133.435946006676,162.33975764682
25,B029,BGEM-0032-S,1038.0,38.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273110741,58.1033524334358,67.6141693964414,118.844507056227,162.481327296585
26,B030,BGEM-0033-S,1125.0,25.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273150594,59.6590620018467,87.5432991051388,129.225690014543,184.628594958121
27,B031,BGEM-0034-S,1341.0,41.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273146367,58.9763191738669,68.5660390600809,123.46476717419,162.513889188314
28,B032,BGEM-0035-S,1233.0,33.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,1.0,97.1946273139172,59.4854946808365,75.222295482373,125.792180001693,169.584788406672
29,B033,BGEM-0036-S,1235.0,35.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273142405,58.4379605322337,77.7400506937703,131.378918068538,171.768463005809
30,B034,BGEM-0037-S,1086.0,36.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273083043,56.807763799714,65.8231960317525,119.005812895757,161.365753222735
31,B035,BGEM-0038-N,1068.0,18.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273117,58.3245390596009,76.0566673188486,123.46476717419,169.375804131484
32,B036,BGEM-0039-N,1039.0,39.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273286505,67.5958763259173,76.8662773890303,124.789779427472,167.460357175044
33,B037,BGEM-0040-N,1134.0,34.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273133908,59.1275377265999,71.4256977174096,122.63519428518,168.156883341022
34,B038,BGEM-0041-S,1264.0,14.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.194627317342,59.430187985649,74.5571535794251,131.334187774113,180.623569503747
35,B039,BGEM-0042-S,1349.0,49.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273150535,58.4215195749389,72.818227038122,116.908836981869,153.007439230997
36,B040,BGEM-0043-S,1020.0,20.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273275454,60.6985510238816,77.2971058358139,130.596789650547,183.899506900413
37,B041,BGEM-0044-S,1320.0,20.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273238739,60.8460324583899,84.687110666985,136.334668799539,190.968115276807
38,B042,BGEM-0045-N,1203.0,3.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273202246,59.9421740554394,83.6346175757489,143.05190483139,194.973140731182
39,B043,BGEM-0046-N,1221.0,21.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273194679,59.2328004132034,74.7705687141505,130.809984678135,177.112077490414
40,B044,BGEM-0047-S,1032.0,32.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273154339,58.5572922964122,61.8561066878625,123.142155495131,163.281200179175
41,B045,BGEM-0048-S,1229.0,29.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273164907,58.8482338424263,75.3118260542815,124.939563421321,169.549935672979
42,B046,BGEM-0049-S,1168.0,18.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273179803,59.5735231037894,79.042619780604,131.334002274559,184.484528262424
43,B047,BGEM-0050-S,1133.0,33.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.194627324367,60.1904441747047,79.8294502458951,131.967889286551,185.221774407487
44,B048,BGEM-0051-S,1064.0,14.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273180448,59.3084994494862,83.0084864640633,131.199254892621,181.921330526558
45,B049,BGEM-0052-S,1109.0,9.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273088256,56.5517352392216,71.3123523075841,121.586706328235,157.534859309855
46,B050,BGEM-0055-S,1142.0,42.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273177165,58.8094416362911,72.9477646493511,125.826745538735,171.639514170913
47,B051,BGEM-0056-S,1061.0,11.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273151743,58.6076511131936,72.795673845604,124.27129637184,167.879405082915
48,B052,BGEM-0057-S,1161.0,11.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273152648,58.340055942055,72.4619986072421,121.310182031898,163.977726345153
49,B053,BGEM-0059-S,1331.0,31.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273168771,58.8599425554613,73.9094655232798,127.094148563613,175.051360175922
50,B054,BGEM-0060-S,1107.0,7.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273192523,59.9344156142123,81.8696676227529,136.161841114328,192.361167608764
51,B055,BGEM-0061-N,1118.0,18.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273098179,58.0879776533705,80.0625020566604,130.873313946884,176.618544049372
52,B056,BGEM-0062-N,1256.0,6.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273156171,58.3245390596009,75.732823290776,126.287619365963,180.34609124564
53,B057,BGEM-0063-N,1272.0,22.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273263175,60.6986931262705,88.9682128286585,138.235773336855,204.827853771488
54,B058,BGEM-0064-N,1159.0,9.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273210922,60.1399432555345,95.869560845781,140.482533244593,199.745477176417
55,B059,BGEM-0065-N,1015.0,15.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273178232,59.9265861217909,90.3642123685458,134.087908891801,189.12345314525
56,B060,BGEM-0066-N,1137.0,37.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273124468,57.9482546600893,67.6205303875558,120.538218371291,164.151857886648
57,B061,BGEM-0067-S,1241.0,41.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273144698,58.8985926592077,68.6666624876776,124.478689594093,167.879405082915
58,B062,BGEM-0068-S,1077.0,27.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273168711,58.8172000775181,68.494909263352,122.877153044474,165.02251559412
59,B064,BGEM-0069-S,1019.0,19.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273180124,59.247793565619,77.1577370142956,129.778738607217,179.649565079662
60,B065,BGEM-0070-S,1102.0,2.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273064444,57.1219806694092,72.7048816282966,121.321703877579,155.44528081192
61,B066,BGEM-0071-S,1231.0,31.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.19462731201,58.2857468534657,72.3000765932057,122.439322908608,167.112094092055
62,B067,BGEM-0072-S,1154.0,4.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.194627316243,59.2439853961999,66.8496657112958,131.080707169137,176.966807132362
63,B068,BGEM-0073-S,1227.0,27.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273111505,58.7008234591125,81.8048988171383,131.103750860498,178.953038913684
64,B071,BGEM-0077-S,1088.0,38.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273134331,58.1771286762871,61.127457624699,125.112391106531,167.982751799528
65,B072,BGEM-0078-N,1206.0,6.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273177387,59.4688380893953,76.4874957656323,131.28810039139,176.934245240632
66,B073,BGEM-0079-S,1048.0,48.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273197455,59.2090013594838,71.4904665230241,127.612631619245,171.639514170913
67,B074,BGEM-0080-S,1040.0,40.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273144395,58.9452854089588,67.9183510039356,125.308262483103,169.653282389591
68,B075,BGEM-0081-S,1308.0,8.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273239221,60.1168100342423,82.1674882391327,130.677442570312,194.728224364805
69,B076,BGEM-0082-S,1045.0,45.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273076783,57.0482044265579,52.717344105099,108.060059499087,135.665069906425
70,B077,BGEM-0083-S,1186.0,36.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273212591,59.4340672062625,85.3249675128411,133.546382144808,184.976858041111
71,B078,BGEM-0085-N,1089.0,39.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273153494,58.3866065894173,73.919296733569,124.248252680478,167.634488716538
72,B079,BGEM-0086-N,1218.0,18.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273176362,58.8963602519464,81.9308518746852,130.989647854051,183.791595596169
73,B080,BGEM-0087-N,1119.0,19.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273151158,59.1896763076106,80.7911511198239,134.272258422693,186.718173456056
74,B081,BGEM-0088-N,1245.0,45.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273186225,58.7744006934907,78.4584737533557,126.647787769394,172.83718590273
75,B082,BGEM-0089-N,1239.0,39.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273150154,58.1814249092752,70.460030356638,124.671492834308,162.417137657752
76,B083,BGEM-0090-N,1340.0,40.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273119878,59.7909555027065,71.432058708524,123.960206538461,174.703097092932
77,B085,BGEM-0095-S,1148.0,48.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273165722,58.8377358895729,72.378829026448,123.879553618696,166.379635834888
78,B086,BGEM-0097-S,1343.0,43.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.194627313115,58.1578036244139,64.4370277021545,120.042779007021,156.419285236005
79,B087,BGEM-0099-S,1050.0,50.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273073099,57.1065348381496,73.3765473083444,125.500822403681,145.10073503886
80,B090,BGEM-0107-N,1248.0,48.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273149066,58.8365251293913,71.7107963515605,128.165680211918,171.88443053729
81,B091,BGEM-0108-S,1333.0,33.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273166939,59.0926957922726,76.0954127127703,126.575665507981,173.310044760976
82,B092,BGEM-0110-N,1273.0,23.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273163216,59.3408948603435,70.6808564528424,131.034619786414,181.739143577597
83,B093,BGEM-0111-S,1132.0,32.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273155043,58.9995234463536,70.4703578345952,124.835866810194,168.331014882517
84,B094,BGEM-0112-S,1099.0,49.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.194627314039,58.7822870919964,71.7819261482895,121.033657735561,169.375804131484
85,B095,BGEM-0113-S,1029.0,29.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273136867,58.696944238499,71.5876197314459,122.070623846825,164.848384052626
86,B096,BGEM-0114-S,1046.0,46.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273129622,58.320588787793,68.294241855394,125.239131409019,172.232693620279
87,B097,BGEM-0115-S,1185.0,35.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273170884,59.3332074703109,68.5660390600809,126.137835372114,173.658307843965
88,B098,BGEM-0116-S,1179.0,29.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273152025,58.7279069522127,70.1239606140045,125.941963995542,176.237719074654
89,B099,BGEM-0117-S,1087.0,37.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273145663,59.0112321593886,70.0233371864079,128.223289440322,174.006570926954
90,B100,BGEM-0118-S,1037.0,37.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273097756,58.07633999153,68.2907716362192,124.202165297756,166.867177725678
91,B102,BGEM-0122-N,1211.0,11.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.194627314188,58.3904147588364,70.2858826280409,128.442204508255,174.322272118214
92,B103,BGEM-0123-N,1085.0,35.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273153553,59.8646606943634,78.4108975134898,131.311144082751,182.539016460187
93,B104,BGEM-0124-N,1116.0,16.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273183928,59.872348084396,79.6675282318588,136.622714941557,196.366193063138
94,B105,BGEM-0125-N,1172.0,22.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273176985,59.9856623013292,77.1268249550429,127.905430000812,181.011178847431
95,B107,BGEM-0129-N,1135.0,35.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273128554,58.0529936166544,69.9683995910826,118.72928859942,159.450306266295
96,B109,BGEM-0131-N,1110.0,10.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273142221,58.5999637231609,72.0410013707476,126.529578125258,165.196647135615
97,B110,BGEM-0133-S,1323.0,23.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273139262,59.6628701712658,72.3972298016275,126.368272285728,174.077355751837
98,B111,BGEM-0134-S,1071.0,21.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273221549,60.5007818237865,85.4157597301485,135.873794972311,189.400931403356
99,B112,BGEM-0136-S,1034.0,34.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273074307,57.9249793364082,69.28832713213,114.293378012349,152.136781523524
100,B113,BGEM-0137-S,1128.0,28.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273155466,59.2322766831649,67.4424161721159,126.172400909156,171.117119546429
101,B114,BGEM-0138-S,1222.0,22.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273201724,60.2463263989901,78.3387365767581,130.645293433544,184.058776320399
102,B115,BGEM-0140-N,1030.0,30.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273126863,57.8745494684324,69.3854803405518,122.992371501282,162.236410930208
103,B117,BGEM-0143-N,1266.0,16.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273206473,60.2331156014535,83.1488515336399,132.44028495946,183.132195909553
104,B118,BGEM-0144-N,1164.0,14.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273102829,58.6000347743554,81.0340341408784,131.772017909979,185.3251211241
105,B119,BGEM-0145-N,1209.0,9.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273063961,61.48991202904,70.852609677168,124.27129637184,165.267431960497
106,B120,BGEM-0146-N,1214.0,14.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273158365,59.5153887367576,84.5350198632379,141.957329491723,195.566320180548
107,B121,BGEM-0147-S,1274.0,24.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273227689,60.1593393586022,77.5399888568684,131.426362539558,180.765139153512
108,B122,BGEM-0148-S,1202.0,2.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273147153,58.1266988083113,64.0420538773529,129.628954613368,171.639514170913
109,B123,BGEM-0149-S,1183.0,33.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273178151,59.8568312019419,74.6479457967325,129.686563841772,182.435669743575
110,B124,BGEM-0150-S,1176.0,26.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273112854,57.3701797374802,68.0513588343395,115.007732444552,149.247330142999
111,B125,BGEM-0151-N,1289.0,39.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273128836,58.3167806183739,69.3854803405518,125.815223693054,170.76885646344
112,B128,BGEM-0154-S,1126.0,26.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273173139,59.3176905878568,82.2484492461508,132.843549558285,183.061411084671
113,B130,BGEM-0156-S,1267.0,17.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273166738,59.3447740809571,80.4447538992332,128.868512798442,176.166934249771
114,B131,BGEM-0157-N,1337.0,37.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273162148,58.9530438501858,76.9859837899701,125.930442149862,172.439387053503
115,B132,BGEM-0158-S,1103.0,3.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273169053,59.1237295571808,76.8726383801447,130.447005656698,180.971832586736
116,B134,BGEM-0159-S,1156.0,6.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273251279,60.4348350733566,85.5129129385703,133.892037515229,192.883562233247
117,B136,BGEM-0162-S,1181.0,31.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273182178,59.1119497929513,75.6293090912397,124.213687143436,171.013772829817
118,B137,BGEM-0164-S,1190.0,40.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273195341,59.2051221388703,71.0047004809151,127.935243298304,177.037591957244
119,B138,BGEM-0165-S,1025.0,25.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273160761,59.2244471907435,84.5188276618343,136.795542626767,191.213031643184
120,B139,BGEM-0166-S,1007.0,7.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273208727,60.1167389830478,91.925024694409,142.256897479422,198.281640019578
121,B140,BGEM-0167-S,1145.0,45.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273170222,59.0688628619038,69.7031200059936,127.740738756221,174.064480017446
122,B142,BGEM-0170-S,1247.0,47.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273177951,59.1080705723378,68.0999354385504,123.672160396443,168.227668165905
123,B143,BGEM-0172-S,1052.0,2.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273267423,61.0244055554174,85.5065519474559,147.810427097522,207.581396543671
124,B144,BGEM-0173-S,1332.0,32.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273128755,58.813391908099,77.4069810264646,126.541099970939,176.270280966383
125,B145,BGEM-0174-N,1240.0,40.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273123281,58.0955939922087,65.5091832139691,117.991890475855,154.993671012319
126,B146,BGEM-0175-S,1113.0,13.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273168207,58.4332282879739,78.0384768812063,132.163760663123,179.752911796274
127,B147,BGEM-0178-S,1017.0,17.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273250856,60.9856844004767,81.7887066157347,140.090790491449,198.455771561073
128,B148,BGEM-0179-S,1042.0,42.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273213295,60.3961139184158,81.2769171619328,135.516617756209,189.852541202958
129,B149,BGEM-0182-N,1225.0,25.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273200516,59.8468807348107,76.0970852363038,130.49557412028,182.079901744352
130,B150,BGEM-0184-N,1084.0,34.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273101983,57.6341088415885,69.4566101372807,124.490211439773,160.250179148885
131,B151,BGEM-0186-S,1348.0,48.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273132358,59.1896052564162,66.9242657271996,124.847388655875,165.719041760099
132,B152,BGEM-0187-S,1246.0,46.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273146811,58.0839563303682,67.3389019725796,117.945803093132,156.038460261287
133,B153,BGEM-0188-S,1066.0,16.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273219576,60.415438970289,77.9187704802664,130.953966866649,186.440695197949
134,B154,BGEM-0190-N,1282.0,32.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273157298,58.6387559292962,64.96500935736,121.540618945513,160.669227056757
135,B155,BGEM-0191-N,1278.0,28.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273056212,58.871438114913,72.1479857894586,117.819062790645,163.177853462563
136,B160,BGEM-0197-S,1100.0,50.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273150031,58.3478854344765,77.4717498320791,126.783058730234,174.528965551438
137,B161,BGEM-0198-S,1167.0,17.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273187028,61.0205973859983,81.4486703862584,136.760977089725,195.66966689716
