UID,leaf_length,leaf_width,ear_height,flag_leaf,plant_height
B001,63.4696441818185,7.32028862741172,77.8119784779416,193.42835686749402,195.129290503848
B002,67.36711783519969,6.752691910298821,78.5931853095422,169.321150434072,207.05870345977797
B003,78.1631198550657,6.631064042346059,103.591803920761,188.154905460183,222.96458740101897
B004,59.7670442111063,8.090598457779219,91.8737014467519,181.374753650783,214.288650705797
B005,73.953848309414,9.30687713730686,80.54620238854359,181.374753650783,222.241592676417
B006,73.87589883634641,8.496024684288441,87.5770638729488,169.697825534594,229.471539922435
B007,72.3948588480615,8.131141080430139,83.28042629914559,182.50477895235,226.941058386329
B008,76.6041303937132,8.45548206163751,80.54620238854359,173.841251640339,216.09613751730097
B009,73.6810251536773,9.83393123176883,79.37439214114279,179.868053248694,225.133571574824
B010,79.4882608972153,8.131141080430139,76.6401682305408,173.841251640339,218.265121691107
B011,66.3537746853206,7.44191649536448,64.53146234073189,147.850669704305,189.345332707033
B012,74.577444093955,7.96897058982646,79.37439214114279,174.217926740861,214.650148068098
B013,67.56199151786879,7.44191649536448,80.1555989727433,149.734045206917,188.260840620131
B014,74.9671914592931,8.536567306939359,68.0468930829345,168.56780023302798,216.819132241903
B016,68.8481578234846,8.25276894838291,82.8898228833453,168.94447533355,206.335708735176
B018,80.813401939365,9.347419759957779,73.9059443199388,165.177724328328,209.589184995885
B019,73.6030756806097,7.60408698596817,86.4052536255479,179.11470304764998,224.772074212523
B021,73.44717673447441,9.225791892005018,75.0777545673396,166.684424730417,210.312179720487
B022,79.4492861606816,9.3879623826087,69.6093067461356,161.034298222583,205.97421137287603
B023,80.813401939365,9.26633451465594,86.79585704134821,186.648205058094,229.83303728473598
B024,75.824635663037,9.550132873212391,70.3905135777362,155.007496614228,195.85228522845
B025,74.46051988435359,9.30687713730686,90.3112877835508,188.154905460183,225.856566299426
B026,73.9928230459478,8.69873779754304,86.4052536255479,168.19112513250602,207.78169818438
B027,74.9671914592931,7.56354436331725,86.0146502097476,168.19112513250602,206.697206097477
B028,68.53635993121411,7.44191649536448,79.37439214114279,157.267547217361,193.683301054644
B029,67.36711783519969,8.41493943898659,66.093876003933,145.967294201694,191.15281951853802
B030,72.1220356923248,8.21222632573199,106.32602783136299,178.361352846606,224.04907948792098
B031,72.4338335845953,9.428505005259618,75.46835798313991,168.56780023302798,205.97421137287603
B032,75.1620651419622,8.090598457779219,76.2495648147405,173.841251640339,214.650148068098
B033,71.45946517125,8.901450910797651,80.1555989727433,170.827850836161,201.274745662964
B034,64.2491389124947,7.4824591180154005,64.1408589249316,136.550416688639,179.223406562608
B035,70.64099570404001,8.0500558351283,78.20258189374191,160.657623122061,200.551750938362
B036,69.8615009733637,8.00951321247738,79.76499555694299,171.581201037205,213.92715334349603
B037,70.9138188597766,7.56354436331725,89.53008095195021,170.074500635117,208.14319554668097
B038,76.33130723797659,8.941993533448569,77.4213750621413,177.231327545039,217.903624328806
B039,77.6564482801262,7.279746004760799,68.828099914535,156.890872116839,197.659772039954
B040,85.1006229580843,9.225791892005018,74.2965477357391,183.634804253917,224.04907948792098
B041,77.69542301665999,9.83393123176883,90.7018911993511,194.181707068539,236.701487168454
B042,69.3158546618903,7.8068000992227695,87.5770638729488,192.67500666645,225.495068937125
B043,75.24001461502979,8.131141080430139,76.2495648147405,180.998078550261,213.92715334349603
B044,70.4850967579047,8.41493943898659,59.453617935328204,152.370770910572,191.87581424313998
B045,74.8112925131579,9.63121811851423,76.6401682305408,168.94447533355,207.05870345977797
B046,78.66979143000529,9.59067549586331,83.28042629914559,180.621403449739,223.32608476332
B047,84.4770271735433,9.347419759957779,80.1555989727433,179.491378148172,225.856566299426
B048,76.52618092064559,8.69873779754304,89.9206843677505,178.361352846606,218.988116415709
B049,66.3537746853206,5.779668966676709,69.21870333033529,138.810467291772,166.93249624437598
B050,76.019509345706,8.131141080430139,70.7811169935365,162.540998624672,205.612714010575
B051,71.8492125365881,8.6176525522412,74.6871511515393,154.630821513705,197.298274677654
B052,74.6164188304888,9.144706646703169,75.8589613989402,155.007496614228,199.467258851459
B053,70.60202096750609,7.52300174066633,82.10861605174479,173.46457653981702,213.565655981195
B054,73.44717673447441,8.77982304284488,90.3112877835508,181.374753650783,223.32608476332
B055,60.5855136783164,7.077032891506191,87.5770638729488,168.94447533355,201.274745662964
B056,75.04514093236071,7.44191649536448,79.76499555694299,165.55439942885,210.312179720487
B057,80.6575029932297,6.671606664996981,98.1233560995565,209.62538618994998,248.26940276208302
B058,69.90047570989749,5.82021158932763,108.669648326164,191.544981364883,228.02555047323202
B059,67.1722441525307,6.87431977825158,105.15421758396201,184.388154454961,224.772074212523
B060,75.2789893515636,7.32028862741172,70.3905135777362,147.47399460378298,189.706830069334
B061,73.5251262075421,8.65819517489212,74.2965477357391,167.43777493146098,206.697206097477
B062,76.2923325014427,8.69873779754304,72.3435306567376,163.29434882571698,201.274745662964
B064,74.8892419862255,8.739280420193959,82.8898228833453,174.217926740861,216.09613751730097
B065,67.4840420448012,7.7257148539209295,55.156980361525,147.47399460378298,183.92287227251998
B066,67.36711783519969,8.45548206163751,85.2334433781471,159.527597820494,199.82875621376
B067,74.1487219920831,9.347419759957779,63.359652093331,170.827850836161,215.373142792699
B068,66.470698894922,9.144706646703169,87.96766728874908,159.904272921017,202.359237749866
B071,70.4850967579047,7.11757551415711,61.4066350143296,162.917673725194,201.636243025265
B072,69.8225262368299,6.95540502355343,76.2495648147405,182.88145405287202,217.903624328806
B073,74.577444093955,8.49602468428843,64.1408589249316,170.074500635117,211.396671807389
B074,64.8337599605019,8.333854193684749,75.46835798313991,176.85465244451697,213.92715334349603
B075,76.1364335553075,7.56354436331725,87.96766728874908,170.827850836161,232.00202145854198
B076,68.7312336138832,8.6176525522412,46.954308629719,127.510214276105,163.679019983668
B077,79.25441247801251,8.739280420193959,87.96766728874908,180.621403449739,217.542126966505
B078,71.0697178059119,6.87431977825158,88.3582707045493,163.29434882571698,197.659772039954
B079,75.9805346091722,7.40137387271356,89.9206843677505,178.361352846606,216.457634879602
B080,65.02863364317099,7.4824591180154005,97.34214926795592,185.518179756528,223.32608476332
B081,81.2421240412369,9.06362140140133,82.10861605174479,166.307749629894,199.82875621376
B082,77.34465038785571,7.7257148539209295,60.625428182728996,155.007496614228,190.06832743163503
B083,78.55286722040391,8.00951321247738,87.96766728874908,162.540998624672,229.11004256013402
B085,74.6943683035564,8.25276894838291,75.46835798313991,164.047699026761,201.274745662964
B086,70.8748441232428,8.941993533448569,68.0468930829345,162.16432352415,196.575279953052
B087,62.690149451142204,7.685172231270009,72.3435306567376,139.940492593339,176.3314276642
B090,72.0440862192572,8.41493943898659,72.3435306567376,170.074500635117,207.420200822079
B091,78.0851703819981,8.41493943898659,79.37439214114279,170.827850836161,210.673677082787
B092,73.2133283152716,7.4824591180154005,76.2495648147405,175.72462714294997,220.07260850261102
B093,72.00511148272341,7.158118136808031,64.53146234073189,163.29434882571698,207.420200822079
B094,72.16101042885859,7.76625747657185,76.2495648147405,155.007496614228,200.91324830066299
B095,73.25230305180541,6.87431977825158,66.8750828355336,162.540998624672,207.78169818438
