"genotype","PLOT.ID","rows","ranges","Block","Rep","Group","Trt","year","note","Calibration","ASD","leaf_length","leaf_width","ear_height","flag_leaf","plant_height"
"BGEM-0083-S","1186","36","4","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",79.2544124780125,8.73928042019396,87.9676672887491,180.621403449739,217.542126966505
"BGEM-0084-S","1290","40","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",75.7466861899694,8.8203656654958,78.5931853095422,171.957876137728,213.927153343496
"BGEM-0085-N","1089","39","2","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",71.0697178059119,6.87431977825158,88.3582707045493,163.294348825717,197.659772039954
"BGEM-0086-N","1218","18","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",75.9805346091722,7.40137387271356,89.9206843677505,178.361352846606,216.457634879602
"BGEM-0087-N","1119","19","3","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",65.028633643171,7.4824591180154,97.3421492679559,185.518179756528,223.32608476332
"BGEM-0088-N","1245","45","5","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",81.2421240412369,9.06362140140133,82.1086160517448,166.307749629894,199.82875621376
"BGEM-0089-N","1239","39","5","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",77.3446503878557,7.72571485392093,60.625428182729,155.007496614228,190.068327431635
"BGEM-0090-N","1340","40","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",78.5528672204039,8.00951321247738,87.9676672887491,162.540998624672,229.110042560134
"BGEM-0091-N","1259","9","6","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",70.4850967579047,7.56354436331725,76.2495648147405,155.007496614228,195.129290503848
"BGEM-0092-S","1174","24","4","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",78.7087661665391,7.4824591180154,93.4361151099531,196.441757671672,199.82875621376
"BGEM-0094-S","1140","40","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",70.8748441232428,8.33385419368475,60.625428182729,154.254146413183,188.983835344732
"BGEM-0095-S","1148","48","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",74.6943683035564,8.25276894838291,75.4683579831399,164.047699026761,201.274745662964
"BGEM-0097-S","1343","43","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",70.8748441232428,8.94199353344857,68.0468930829345,162.16432352415,196.575279953052
"BGEM-0098-S","1324","24","7","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",62.4563010319394,7.03649026885527,70.3905135777362,164.424374127283,204.889719285973
"BGEM-0099-S","1050","50","1","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",62.6901494511422,7.68517223127001,72.3435306567376,139.940492593339,176.3314276642
"BGEM-0100-S","1339","39","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",NA,NA,NA,NA,NA
"BGEM-0101-S","1292","42","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",67.1722441525307,7.2797460047608,78.9837887253425,150.487395407961,185.368861721723
"BGEM-0102-N","1237","37","5","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",77.4225998609233,7.52300174066633,70.3905135777362,169.697825534594,210.312179720487
"BGEM-0103-N","1011","11","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",72.9794798960687,7.36083125006264,76.2495648147405,167.437774931461,207.058703459778
"BGEM-0105-N","1317","17","7","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",71.6153641173853,7.15811813680803,86.7958570413482,184.388154454961,222.964587401019
"BGEM-0106-N","1018","18","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",75.824635663037,7.15811813680803,97.7327526837562,196.06508257115,235.978492443852
"BGEM-0107-N","1248","48","5","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",72.0440862192572,8.41493943898659,72.3435306567376,170.074500635117,207.420200822079
"BGEM-0108-S","1333","33","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",78.0851703819981,8.41493943898659,79.3743921411428,170.827850836161,210.673677082787
"BGEM-0109-N","1044","44","1","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",55.9475200307927,6.54997879704422,63.7502555091313,143.707243598561,176.692925026501
"BGEM-0110-N","1273","23","6","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",73.2133283152716,7.4824591180154,76.2495648147405,175.72462714295,220.072608502611
"BGEM-0111-S","1132","32","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",72.0051114827234,7.15811813680803,64.5314623407319,163.294348825717,207.420200822079
"BGEM-0112-S","1099","49","2","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",72.1610104288586,7.76625747657185,76.2495648147405,155.007496614228,200.913248300663
"BGEM-0113-S","1029","29","1","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",73.2523030518054,6.87431977825158,66.8750828355336,162.540998624672,207.78169818438
"BGEM-0114-S","1046","46","1","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",70.9527935963105,7.76625747657185,70.3905135777362,158.77424761945,199.105761489158
"BGEM-0115-S","1185","35","4","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",72.1999851653924,7.72571485392093,70.7811169935365,166.307749629894,212.119666531991
"BGEM-0116-S","1179","29","4","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",70.835869386709,7.36083125006264,73.1247374883382,159.527597820494,202.359237749866
"BGEM-0117-S","1087","37","2","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",69.7056020272285,7.56354436331725,66.093876003933,165.177724328328,209.589184995885
"BGEM-0118-S","1037","37","1","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",68.8481578234846,7.23920338210988,59.8442213511285,156.137521915794,199.82875621376
"BGEM-0120-N","1194","44","4","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",81.9826440353793,8.73928042019396,89.9206843677505,169.697825534594,209.227687633584
"BGEM-0121-N","1152","2","4","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",73.6030756806097,8.49602468428843,95.7797356047548,183.258129153394,232.002021458542
"BGEM-0122-N","1211","11","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",69.3548293984242,7.76625747657185,77.030771646341,164.424374127283,198.382766764556
"BGEM-0123-N","1085","35","2","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",65.1455578527724,7.44191649536448,90.7018911993511,178.361352846606,220.434105864912
"BGEM-0124-N","1116","16","3","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",67.6399409909364,7.07703289150619,98.5139595153568,190.038280962794,229.110042560134
"BGEM-0125-N","1172","22","4","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",65.4183810085091,8.33385419368475,90.3112877835508,177.608002645561,220.072608502611
"BGEM-0126-N","1315","15","7","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",71.5763893808515,7.60408698596817,89.1394775361499,178.361352846606,221.880095314116
"BGEM-0127-N","1224","24","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",67.5619915178688,7.8473427218737,80.1555989727433,172.33455123825,206.697206097477
"BGEM-0129-N","1135","35","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",72.2389599019263,9.14470664670317,70.3905135777362,151.617420709528,191.152819518538
"BGEM-0130-N","1216","16","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",69.9394504464313,7.96897058982646,80.9368058043439,168.94447533355,208.504692908982
"BGEM-0131-N","1110","10","3","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",70.212273602168,7.23920338210988,68.4374964987348,165.931074529372,199.467258851459
"BGEM-0133-S","1323","23","7","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",68.5753346677479,8.73928042019396,82.8898228833453,173.841251640339,219.34961377801
"BGEM-0134-S","1071","21","2","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",76.3313072379766,9.9555590997216,95.7797356047548,191.168306264361,228.748545197833
"BGEM-0136-S","1034","34","1","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",60.9752610436545,8.86090828814672,76.6401682305408,146.720644402739,186.453353808626
"BGEM-0137-S","1128","28","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",70.6799704405738,8.98253615609949,66.093876003933,169.697825534594,213.927153343496
"BGEM-0138-S","1222","22","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",71.6933135904529,8.13114108043014,87.9676672887491,185.89485485705,226.579561024028
"BGEM-0140-N","1030","30","1","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",74.6164188304888,7.60408698596817,60.625428182729,156.137521915794,194.406295779246
"BGEM-0141-N","1184","34","4","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",73.7979493632788,9.3879623826087,67.6562896671342,166.307749629894,210.312179720487
"BGEM-0143-N","1266","16","6","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",77.890296699329,8.37439681633567,84.4522365465465,184.011479354439,222.964587401019
"BGEM-0144-N","1164","14","4","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",64.2491389124947,7.64462960861909,91.0924946151514,167.061099830939,207.058703459778
"BGEM-0145-N","1209","9","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",70.7189451771076,6.79323453294974,75.0777545673396,122.990113069839,182.115385461015
"BGEM-0146-N","1214","14","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",69.5107283445594,6.79323453294974,89.9206843677505,179.11470304765,217.542126966505
"BGEM-0147-S","1274","24","6","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",80.7354524662973,9.1852492693541,78.9837887253425,186.271529957572,224.772074212523
"BGEM-0148-S","1202","2","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",71.264591488581,7.92842796717554,64.5314623407319,162.16432352415,196.936777315353
"BGEM-0149-S","1183","33","4","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",73.6030756806097,10.8474967980419,80.1555989727433,171.957876137728,210.673677082787
"BGEM-0150-S","1176","26","4","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",71.1476672789795,8.45548206163751,69.6093067461356,147.097319503261,174.162443490395
"BGEM-0151-N","1289","39","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",70.4850967579047,7.76625747657185,77.8119784779416,165.931074529372,203.443729836769
"BGEM-0152-N","1010","10","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",65.6912041642458,7.8473427218737,69.9999101619359,154.254146413183,196.936777315353
