"genotype","PLOT.ID","rows","ranges","Block","Rep","Group","Trt","year","note","Calibration","ASD","leaf_length","leaf_width","ear_height","flag_leaf","plant_height"
"BGEM-0153-S","1347","47","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",70.4461220213709,9.42850500525962,86.0146502097476,180.244728349217,216.819132241903
"BGEM-0154-S","1126","26","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",74.577444093955,8.65819517489212,80.1555989727433,177.231327545039,220.434105864912
"BGEM-0155-S","1108","8","3","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",74.5384693574212,7.40137387271356,73.1247374883382,152.370770910572,199.105761489158
"BGEM-0156-S","1267","17","6","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",75.2789893515636,9.63121811851423,80.1555989727433,170.074500635117,210.673677082787
"BGEM-0157-N","1337","37","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",70.6799704405738,7.44191649536448,89.1394775361499,179.868053248694,218.265121691107
"BGEM-0158-S","1103","3","3","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",71.9271620096558,8.0500558351283,76.6401682305408,166.684424730417,208.143195546681
"BGEM-0159-S","1156","6","4","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",81.0472503585679,9.1852492693541,100.857580010159,180.621403449739,224.049079487921
"BGEM-0160-S","1051","1","2","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",58.8316505342948,8.09059845777922,89.5300809519502,164.801049227805,202.359237749866
"BGEM-0161-S","1243","43","5","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",81.0472503585679,8.77982304284488,97.3421492679559,184.764829555483,230.194534647037
"BGEM-0162-S","1181","31","4","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",75.9415598726384,8.33385419368475,74.2965477357391,162.540998624672,206.335708735176
"BGEM-0163-S","1328","28","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",66.1199262661177,8.21222632573199,85.6240467939473,170.074500635117,208.504692908982
"BGEM-0164-S","1190","40","4","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",77.5784988070586,8.0500558351283,78.2025818937419,177.231327545039,215.011645430399
"BGEM-0165-S","1025","25","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",69.9784251829651,7.03649026885527,87.1864604571485,181.751428751305,220.434105864912
"BGEM-0166-S","1007","7","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",80.8523766758988,7.80680009922277,94.9985287731542,192.67500666645,231.27902673394
"BGEM-0167-S","1145","45","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",70.5630462309723,8.37439681633567,70.3905135777362,170.074500635117,210.312179720487
"BGEM-0168-S","1124","24","3","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",82.6062398199203,7.56354436331725,101.248183425959,188.908255661228,228.387047835532
"BGEM-0169-S","1276","26","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",71.45946517125,9.46904762791054,62.5784452617305,165.55439942885,199.467258851459
"BGEM-0170-S","1247","47","5","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",75.3959135611651,9.50959025056147,72.3435306567376,167.437774931461,205.974211372876
"BGEM-0171-S","1166","16","4","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",76.9938777590514,8.45548206163751,79.764995556943,165.931074529372,217.180629604204
"BGEM-0172-S","1052","2","2","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",73.6030756806097,8.09059845777922,96.9515458521556,211.508761692561,247.546408037481
"BGEM-0173-S","1332","32","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",71.0697178059119,8.17168370308106,93.4361151099531,167.061099830939,212.481163894292
"BGEM-0174-N","1240","40","5","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",68.146612565876,8.33385419368475,68.4374964987348,154.254146413183,188.622337982432
"BGEM-0175-S","1113","13","3","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",72.2389599019263,6.67160666499698,82.1086160517448,169.321150434072,203.082232474468
"BGEM-0178-S","1017","17","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",77.6174735435924,9.02307877875041,87.9676672887491,202.84523438055,243.569937052171
"BGEM-0179-S","1042","42","1","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",73.7979493632788,9.34741975995778,92.6549082783525,189.661605862272,232.363518820843
"BGEM-0180-S","1127","27","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",75.2400146150298,8.98253615609949,71.562323825137,172.33455123825,215.373142792699
"BGEM-0181-N","1193","43","4","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",68.9261072965522,7.44191649536448,87.9676672887491,170.074500635117,213.565655981195
"BGEM-0182-N","1225","25","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",67.9127641466731,7.52300174066633,85.6240467939473,187.778230359661,224.049079487921
"BGEM-0183-N","1059","9","2","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",70.6799704405738,6.79323453294974,80.9368058043439,166.684424730417,202.720735112167
"BGEM-0184-N","1084","34","2","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",61.3260336724588,6.7121492876479,66.4844794197333,166.307749629894,191.152819518538
"BGEM-0185-N","1336","36","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",77.8513219627952,8.00951321247738,84.4522365465465,167.437774931461,228.748545197833
"BGEM-0186-S","1348","48","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",70.4071472848371,8.49602468428843,64.5314623407319,166.684424730417,211.396671807389
"BGEM-0187-S","1246","46","5","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",74.3435956747521,7.72571485392093,70.3905135777362,153.877471312661,188.622337982432
"BGEM-0188-S","1066","16","2","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",76.9938777590514,8.41493943898659,92.2643048625522,184.011479354439,225.495068937125
"BGEM-0189-S","1265","15","6","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",70.6799704405738,8.41493943898659,96.9515458521556,191.544981364883,225.495068937125
"BGEM-0190-N","1282","32","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",72.9405051595349,7.8473427218737,64.5314623407319,163.671023926239,203.443729836769
"BGEM-0191-N","1278","28","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",58.792675797761,7.19866075945895,82.1086160517448,153.877471312661,201.274745662964
"BGEM-0192-N","1053","3","2","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",70.2902230752356,6.5094361743933,97.3421492679559,175.72462714295,215.011645430399
"BGEM-0193-N","1101","1","3","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",72.4338335845953,6.5094361743933,84.8428399623468,155.007496614228,192.237311605441
"BGEM-0194-N","1095","45","2","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",59.9619178937754,7.2797460047608,69.9999101619359,165.55439942885,201.997740387565
"BGEM-0196-N","1063","13","2","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",65.22350732584,5.98238207993132,72.3435306567376,187.024880158617,225.495068937125
"BGEM-0197-S","1100","50","2","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",70.2902230752356,7.96897058982646,80.1555989727433,162.540998624672,201.997740387565
"BGEM-0198-S","1167","17","4","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",76.7210546033147,7.88788534452461,83.2804262991456,182.881454052872,246.461915950578
"BGEM-0199-S","1210","10","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",78.4749177473362,8.69873779754304,80.1555989727433,173.087901439294,216.457634879602
"BGEM-0200-S","1291","41","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",64.4440125951638,8.94199353344857,99.6857697627576,183.634804253917,222.964587401019
"BGEM-0201-N","1271","21","6","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",78.3969682742686,9.55013287321239,86.7958570413482,146.720644402739,217.542126966505
"BGEM-0202-N","1177","27","4","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",65.3014567989077,7.11757551415711,86.0146502097476,164.424374127283,198.744264126857
"BGEM-0203-N","1083","33","2","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",70.2902230752356,7.03649026885527,71.1717204093368,170.451175735639,209.950682358186
"BGEM-0204-N","1005","5","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",71.7322883269867,6.83377715560066,106.716631247163,200.585183777417,235.616995081551
"BGEM-0205-N","1260","10","6","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",65.22350732584,7.56354436331725,78.2025818937419,162.540998624672,203.082232474468
"BGEM-0206-N","1173","23","4","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",59.9229431572416,7.32028862741172,86.4052536255479,162.540998624672,200.190253576061
"BGEM-0207-N","1178","28","4","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",67.9517388832069,7.76625747657185,86.4052536255479,154.630821513705,202.359237749866
"BGEM-0208-N","1157","7","4","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",NA,NA,NA,NA,NA
"BGEM-0209-N","1305","5","7","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",69.5107283445594,6.26618043848777,87.9676672887491,168.94447533355,213.204158618894
"BGEM-0210-N","1014","14","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",72.4728083211292,7.56354436331725,91.8737014467519,161.034298222583,204.528221923672
"BGEM-0211-N","1054","4","2","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",77.5395240705247,7.07703289150619,86.7958570413482,174.217926740861,212.119666531991
"BGEM-0212-N","1312","12","7","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",63.4696441818185,6.18509519318592,80.1555989727433,177.984677746083,215.373142792699
"BGEM-0213-S","1060","10","2","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",63.0798968164804,6.46889355174237,101.248183425959,167.061099830939,193.321803692343
"BGEM-0214-S","1043","43","1","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",71.6933135904529,8.0500558351283,75.8589613989402,166.307749629894,203.082232474468
"BGEM-0215-N","1307","7","7","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",76.5261809206456,8.65819517489212,87.5770638729488,186.648205058094,230.194534647037
"BGEM-0216-N","1345","45","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",62.6901494511422,6.02292470258224,92.2643048625522,169.321150434072,203.082232474468
"BGEM-0217-S","1223","23","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",81.3980229873722,8.0500558351283,89.9206843677505,181.374753650783,212.842661256593
"BGEM-0218-S","1327","27","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",67.7568652005378,8.21222632573199,83.6710297149459,171.957876137728,210.673677082787
"BGEM-0219-S","1136","36","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",74.4605198843536,8.69873779754304,72.3435306567376,170.074500635117,213.927153343496
"BGEM-0220-S","1197","47","4","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",68.5363599312141,8.57710992959028,84.8428399623468,174.594601841383,217.542126966505
"BGEM-0221-S","1031","31","1","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",74.9282167227593,9.34741975995778,69.2187033303353,162.540998624672,203.082232474468
"BGEM-0222-S","1047","47","1","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",61.5209073551279,7.88788534452461,74.6871511515393,154.630821513705,192.237311605441
"BGEM-0223-N","1117","17","3","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",NA,NA,NA,NA,NA
"BGEM-0224-N","1295","45","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",71.3425409616486,8.21222632573199,87.9676672887491,152.370770910572,207.78169818438
"BGEM-0225-N","1249","49","5","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",74.0317977824816,8.6176525522412,81.7180126359445,159.904272921017,205.974211372876
"BGEM-0226-S","1250","50","5","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",81.3590482508383,8.98253615609949,80.9368058043439,166.307749629894,231.640524096241
"BGEM-0227-N","1146","46","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",74.8112925131579,8.33385419368475,76.2495648147405,158.397572518928,203.443729836769
"BGEM-0228-N","1196","46","4","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",74.0707725190154,7.60408698596817,87.1864604571485,172.711226338772,212.119666531991
"BGEM-0229-N","1149","49","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",69.0040567696198,7.11757551415711,66.4844794197333,162.16432352415,196.575279953052
"BGEM-0230-N","1230","30","5","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",71.5374146443176,6.75269191029882,77.030771646341,162.540998624672,203.80522719907
"BGEM-0231-N","1013","13","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",79.2933872145463,6.75269191029882,71.1717204093368,153.124121111617,190.429824793936
"BGEM-0233-S","1115","15","3","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",70.6020209675061,6.46889355174237,92.2643048625522,182.128103851828,219.34961377801
"BGEM-0235-N","1056","6","2","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",70.0953493925666,7.15811813680803,93.4361151099531,184.011479354439,221.157100589514
"BGEM-0236-S","1165","15","4","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",71.0697178059119,8.37439681633567,98.5139595153568,169.321150434072,217.180629604204
"BGEM-0237-N","1009","9","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",NA,NA,NA,NA,NA
"BGEM-0238-N","1120","20","3","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",78.942614585742,9.10416402405225,93.8267185257533,179.491378148172,221.157100589514
"BGEM-0239-N","1021","21","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",66.3537746853206,8.37439681633567,84.0616331307462,180.621403449739,216.457634879602
"BGEM-0240-N","1123","23","3","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",72.5507577941968,8.00951321247738,64.1408589249316,150.487395407961,187.537845895529
"BGEM-0242-N","1188","38","4","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",70.017399919499,7.88788534452461,72.3435306567376,151.99409581005,195.129290503848
"BGEM-0243-S","1215","15","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",70.9138188597766,8.86090828814672,78.2025818937419,166.307749629894,204.166724561371
"BGEM-0244-S","1035","35","1","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",67.0553199429292,8.77982304284488,65.7032725881328,155.38417171475,201.274745662964
"BGEM-0245-S","1002","2","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",65.4963304815767,7.68517223127001,69.2187033303353,159.904272921017,201.997740387565
"BGEM-0246-N","1200","50","4","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",64.6388862778329,6.34726568378961,71.562323825137,162.917673725194,196.575279953052
"BGEM-0247-N","1329","29","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",74.3046209382183,6.63106404234606,80.9368058043439,166.684424730417,200.913248300663
"BGEM-0248-N","1319","19","7","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",68.5363599312141,8.13114108043014,89.1394775361499,170.074500635117,237.424481893055
"BGEM-0249-N","1189","39","4","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",72.0440862192572,6.59052141969514,78.2025818937419,173.841251640339,208.504692908982
"BGEM-0250-S","1058","8","2","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",72.8235809499334,8.0500558351283,105.544820999762,198.325133174283,239.23196870456
"BGEM-0251-S","1311","11","7","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",76.4092567110442,8.0500558351283,82.1086160517448,174.971276941906,217.542126966505
"BGEM-0252-S","1070","20","2","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",83.1129113948599,8.09059845777922,81.3274092201442,184.764829555483,226.218063661727
"BGEM-0253-N","1138","38","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",76.6041303937132,7.44191649536448,68.4374964987348,155.007496614228,189.345332707033
"BGEM-0254-S","1316","16","7","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",73.7979493632788,8.21222632573199,80.1555989727433,177.608002645561,218.626619053408
"BGEM-0255-S","1079","29","2","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",70.4850967579047,8.29331157103383,96.1703390205551,182.128103851828,225.856566299426
"BGEM-0256-N","1300","50","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",69.9784251829651,7.44191649536448,81.3274092201442,174.971276941906,216.457634879602
"BGEM-0257-S","1121","21","3","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",70.2512483387018,7.40137387271356,68.4374964987348,147.097319503261,187.176348533228
"BGEM-0258-S","1268","18","6","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",64.6388862778329,10.279900080929,80.1555989727433,169.697825534594,211.396671807389
"BGEM-0259-N","1199","49","4","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",76.1364335553075,7.44191649536448,84.0616331307462,184.764829555483,222.603090038718
"BGEM-0260-N","1299","49","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",76.1364335553075,8.6176525522412,70.3905135777362,178.361352846606,224.772074212523
"BGEM-0261-S","1254","4","6","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",71.6543388539191,9.34741975995778,72.3435306567376,157.267547217361,191.152819518538
"BGEM-0262-S","1191","41","4","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",73.4861514710083,6.99594764620435,83.2804262991456,184.764829555483,222.964587401019
"BGEM-0263-S","1263","13","6","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",70.0953493925666,8.86090828814672,105.935424415562,184.764829555483,222.241592676417
"BGEM-0264-S","1104","4","3","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",78.6697914300053,7.19866075945895,83.6710297149459,177.231327545039,221.880095314116
"BGEM-0266-S","1080","30","2","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",73.4861514710083,7.8473427218737,77.8119784779416,148.60401990535,180.669396011811
"BGEM-0268-S","1192","42","4","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",83.502658760198,7.19866075945895,91.8737014467519,184.388154454961,234.532502994648
"BGEM-0269-S","1234","34","5","1","1","Inbred","HN","2022","BGEM_Short_late","1","1.5",NA,NA,NA,NA,NA
"BGEM-0270-S","1296","46","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",84.7108755927462,8.37439681633567,87.5770638729488,167.061099830939,229.471539922435
"BGEM-0272-S","1257","7","6","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",71.4204904347162,9.02307877875041,80.5462023885436,170.827850836161,209.950682358186
"BGEM-0276-S","1143","43","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",71.9271620096558,8.45548206163751,115.309906394769,203.975259682117,244.292931776773
"BGEM-0277-S","1160","10","4","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",74.3825704112859,8.8203656654958,72.3435306567376,159.527597820494,200.190253576061
"BGEM-0278-S","1255","5","6","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",76.7210546033147,8.8203656654958,76.2495648147405,172.33455123825,215.373142792699
"BGEM-0279-S","1297","47","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",73.0184546326025,8.94199353344857,78.5931853095422,181.374753650783,222.241592676417
"BGEM-0280-S","1175","25","4","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",79.4492861606816,9.91501647707068,86.7958570413482,153.124121111617,219.34961377801
"BGEM-0281-N","1226","26","5","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",64.4440125951638,8.33385419368475,106.716631247163,196.06508257115,231.640524096241
"BGEM-0282-N","1182","32","4","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",73.9928230459478,7.23920338210988,103.591803920761,190.791631163839,232.725016183143
"BGEM-0283-N","1219","19","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",68.0296883562745,7.15811813680803,87.5770638729488,177.608002645561,218.265121691107
"BGEM-0284-N","1151","1","4","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",76.0974588187737,7.56354436331725,76.2495648147405,175.72462714295,215.011645430399
"BGEM-0285-N","1344","44","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",74.577444093955,7.19866075945895,82.8898228833453,155.760846815272,236.339989806153
"BGEM-0286-N","1141","41","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",71.264591488581,7.23920338210988,84.4522365465465,185.141504656006,224.772074212523
"BGEM-0287-N","1330","30","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",66.3537746853206,6.83377715560066,81.3274092201442,162.540998624672,201.274745662964
"BGEM-0288-S","1242","42","5","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",80.813401939365,9.75284598646699,103.591803920761,195.688407470628,242.846942327569
"BGEM-0289-N","1288","38","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",69.3158546618903,6.99594764620435,68.4374964987348,172.711226338772,224.410576850222
"BGEM-0290-N","1023","23","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",70.212273602168,7.60408698596817,90.3112877835508,173.841251640339,213.927153343496
"BGEM-0291-N","1286","36","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",78.0072209089305,7.96897058982646,89.9206843677505,185.141504656006,215.011645430399
"BGEM-0292-S","1003","3","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",78.319018801201,7.03649026885527,64.9220657565322,157.644222317883,195.490787866149
"BGEM-0293-N","1072","22","2","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",69.9784251829651,6.95540502355343,77.030771646341,176.854652444517,207.78169818438
"BGEM-0294-N","1062","12","2","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",72.2389599019263,7.60408698596817,89.1394775361499,173.841251640339,210.312179720487
"BGEM-0295-S","1201","1","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",71.6933135904529,8.90145091079765,84.0616331307462,170.074500635117,212.481163894292
"BGEM-0296-S","1287","37","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",71.5374146443176,8.77982304284488,76.6401682305408,159.527597820494,191.514316880839
"BGEM-0297-N","1335","35","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",74.6553935670226,9.14470664670317,114.528699563169,181.374753650783,258.029831544208
"BGEM-0298-S","1081","31","2","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",71.6543388539191,9.50959025056147,84.0616331307462,171.204525936683,207.420200822079
"BGEM-0299-N","1207","7","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",64.8727346970357,6.83377715560066,71.562323825137,163.671023926239,195.85228522845
"BGEM-0300-S","1205","5","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",68.5363599312141,8.41493943898659,78.2025818937419,163.671023926239,203.443729836769
"BGEM-0301-S","1304","4","7","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",73.9928230459478,8.8203656654958,97.3421492679559,176.101302243472,225.495068937125
"BGEM-0302-S","1208","8","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",75.0061661958269,7.60408698596817,59.8442213511285,155.007496614228,197.659772039954
"BGEM-0303-N","1294","44","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",67.4060925717335,6.83377715560066,79.764995556943,179.11470304765,220.434105864912
"BGEM-0304-N","1217","17","5","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",80.4236545740268,8.86090828814672,101.638786841759,194.935057269583,237.062984530754
"BGEM-0305-S","1238","38","5","1","1","Inbred","HN","2022","BGEM_Short_late","0","2",72.8235809499334,7.36083125006264,69.6093067461356,161.034298222583,200.190253576061
"BGEM-0306-S","1232","32","5","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",61.2480841993912,9.50959025056147,87.9676672887491,181.751428751305,220.072608502611
"BGEM-0307-S","1069","19","2","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",73.5641009440759,8.17168370308106,75.4683579831399,173.087901439294,221.880095314116
"BGEM-0308-S","1012","12","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",74.2656462016845,8.13114108043014,55.9381871931256,153.500796212139,186.814851170927
"BGEM-0309-S","1105","5","3","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",74.8502672496917,7.72571485392093,68.0468930829345,185.518179756528,225.495068937125
"BGEM-0310-S","1144","44","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",77.0328524955852,8.17168370308106,74.6871511515393,186.271529957572,230.917529371639
"BGEM-0311-N","1275","25","6","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",72.5507577941968,8.00951321247738,84.4522365465465,175.72462714295,221.157100589514
"BGEM-0312-S","1001","1","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",64.3270883855624,6.38780830644053,66.4844794197333,136.173741588117,174.162443490395
"BGEM-0313-S","1251","1","6","1","1","Inbred","HN","2022","BGEM_Tall_early","0","2",82.255467191116,9.1852492693541,83.6710297149459,176.854652444517,212.842661256593
"BGEM-0314-S","1076","26","2","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",75.4348882976989,9.1852492693541,72.3435306567376,168.94447533355,210.312179720487
"BGEM-0315-S","1270","20","6","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",66.7824967871925,8.49602468428843,62.9690486775308,172.711226338772,210.673677082787
"BGEM-0316-S","1346","46","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",76.1364335553075,9.10416402405225,82.1086160517448,173.841251640339,221.880095314116
"BGEM-0317-S","1309","9","7","1","1","Inbred","HN","2022","BGEM_Tall_early","0","1",74.9282167227593,8.86090828814672,80.9368058043439,170.074500635117,211.035174445088
"BGEM-0318-S","1026","26","1","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",68.9261072965522,7.44191649536448,52.8133598667233,161.787648423628,203.80522719907
"BGEM-0319-S","1150","50","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",72.9015304230011,6.38780830644053,78.2025818937419,174.217926740861,214.288650705797
"BGEM-0320-N","1092","42","2","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",68.6922588773494,6.95540502355343,84.0616331307462,162.917673725194,200.190253576061
"BGEM-0321-S","1027","27","1","1","1","Inbred","HN","2022","BGEM_Short_early","0","2",73.2523030518054,8.94199353344857,65.3126691723325,147.473994603783,186.453353808626
"BGEM-0322-S","1338","38","7","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",75.6297619803679,8.69873779754304,82.8898228833453,179.868053248694,221.157100589514
"BGEM-0323-S","1280","30","6","1","1","Inbred","HN","2022","BGEM_Short_late","0","1",78.6697914300053,8.41493943898659,74.2965477357391,191.921656465406,237.062984530754
"BGEM-0324-N","1112","12","3","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",75.0451409323607,9.02307877875041,90.7018911993511,175.72462714295,212.481163894292
"BGEM-0325-N","1022","22","1","1","1","Inbred","HN","2022","BGEM_Tall_late","0","2",74.3435956747521,7.96897058982646,78.2025818937419,181.374753650783,221.880095314116
"BGEM-0326-N","1091","41","2","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",61.910654720466,7.56354436331725,74.6871511515393,156.137521915794,191.514316880839
"BGEM-0327-N","1130","30","3","1","1","Inbred","HN","2022","BGEM_Short_early","0","1",66.3927494218544,7.64462960861909,71.562323825137,161.410973323105,195.490787866149
"BGEM-0328-S","1074","24","2","1","1","Inbred","HN","2022","BGEM_Tall_late","0","1",70.7579199136414,8.17168370308106,112.966285899967,197.571782973239,234.171005632347
