UID,leaf_length,leaf_width,ear_height,flag_leaf,plant_height
B001,97.1946273158224,60.0778757257182,73.281439887713,132.820505866924,174.322272118214
B002,97.1946273116014,58.5805676200933,74.7289068037507,129.456126928158,178.4306442892
B003,97.1946273210055,59.251743837427,85.1306610959975,135.482052219167,192.986908949859
B004,97.1946273132217,59.5581312147007,79.262723196768,131.034619786414,180.694354328629
B005,97.1946273190692,59.783126010285,78.5340741336044,121.65583740232,184.351116700015
B006,97.1946273198018,60.1244974242749,79.9913722599314,129.4906924652,190.619852193818
B007,,,,,
B008,97.1946273206272,59.6977121055931,80.9727355544386,130.504614885102,177.979034489599
B009,97.1946273217826,60.2330445502591,69.7191555789137,128.707206958912,181.635796860984
B010,97.1946273228312,60.050792232618,78.5502663350081,130.193525051723,177.559986581727
B011,97.1946273079157,57.7039348126319,63.6112254305692,116.43644130896,153.459049030598
B012,97.1946273163276,59.0228698212292,76.9859837899701,127.186323329058,172.439387053503
B013,97.1946273117705,58.3129013977603,76.0242829160413,116.378832080556,156.838333143877
B014,97.1946273185196,59.9382948348259,83.1974281378508,129.744173070175,175.470408083793
B016,97.1946273174488,59.3176195366624,79.392260807997,130.861792101204,181.565012036102
B018,97.1946273194598,59.8342642287636,74.7320814230915,124.776296353593,170.323949878223
B019,97.1946273182882,59.957619886699,76.0253050492305,134.933139139316,165.615695043486
B021,97.1946273171448,59.4844970742383,73.0998554530982,124.536298822496,170.349808555569
B022,97.1946273158908,58.7474451576692,69.9423761793897,118.72928859942,161.643231480842
B023,97.1946273228231,59.8064723851605,83.3819033444051,138.719690855445,198.559118277685
B024,97.1946273137935,57.9675797119625,70.5287656490953,121.33322572326,164.745037336014
B025,97.1946273209231,60.3765757129594,78.4629443368755,132.705287410117,187.20800618881
B026,97.1946273160116,59.1702091533486,75.7004388879687,124.43260221137,172.68430341988
B027,97.194627315454,58.5185711414714,79.5767360145514,127.601109773564,176.096149424889
B028,97.1946273137209,58.0259101235542,78.4055087254424,133.435946006676,162.33975764682
B029,97.1946273110741,58.1033524334358,67.6141693964414,118.844507056227,162.481327296585
