"genotype","CHL"
"BGEM-0286-N",259.686073261301
"BGEM-0287-N",331.501853211971
"BGEM-0288-S",291.017116840955
"BGEM-0289-N",294.385401696017
"BGEM-0290-N",326.221983949254
"BGEM-0291-N",388.675019367935
"BGEM-0292-S",346.006591232743
"BGEM-0293-N",276.503413351618
"BGEM-0294-N",303.751256683249
"BGEM-0295-S",398.055049547967
"BGEM-0296-S",381.993381591788
"BGEM-0297-N",340.936180935323
"BGEM-0298-S",303.378016695631
"BGEM-0299-N",363.824208992672
"BGEM-0300-S",304.977587846083
"BGEM-0301-S",228.038908978536
"BGEM-0302-S",324.316055414748
"BGEM-0303-N",334.820215578277
"BGEM-0304-N",294.727116555585
"BGEM-0305-S",313.86600725597
"BGEM-0306-S",369.405791492212
"BGEM-0307-S",312.438625354015
"BGEM-0308-S",321.962865790173
"BGEM-0309-S",326.608122762658
"BGEM-0310-S",356.431138559527
"BGEM-0311-N",341.808957075835
"BGEM-0312-S",325.24370666127
"BGEM-0313-S",399.25980669748
"BGEM-0314-S",256.96620028904
"BGEM-0315-S",376.880397980274
"BGEM-0316-S",314.985261688504
"BGEM-0317-S",355.527589147057
"BGEM-0318-S",285.764729200782
"BGEM-0319-S",348.708490534354
"BGEM-0320-N",364.401714850136
"BGEM-0321-S",305.10126645374
"BGEM-0322-S",331.1297399101
"BGEM-0323-S",418.280206338814
"BGEM-0324-N",320.127585229849
"BGEM-0325-N",317.956777975232
"BGEM-0326-N",309.3244258278
"BGEM-0327-N",290.541292379286
"BGEM-0328-S",328.639963079219
"Mo17",345.922833305936
