"","male","bands","mean.heterosis","sd.heterosis","se.heterosis","max","min","Trt","Htype"
"2872","Mo17",1070,0.920522218496484,0.317281352301988,0.0259927011591236,2.00802732685551,-0.241549466423189,"HN","mid"
"2873","Mo17",1071,0.920622134705944,0.317181896760169,0.0259845534436705,2.00808790496008,-0.240850901572597,"HN","mid"
"2874","Mo17",1072,0.920078384408127,0.317151600567704,0.0259820714828768,2.00788459854775,-0.240615638594876,"HN","mid"
"2875","Mo17",1073,0.919797297817153,0.317281022194654,0.0259926741156771,2.00821668315225,-0.241351464936627,"HN","mid"
"2876","Mo17",1074,0.92011646524902,0.317390463375569,0.0260016398865596,2.00875407267402,-0.241254245522887,"HN","mid"
"2877","Mo17",1075,0.920550784611717,0.31734566576772,0.0259979699235283,2.00876839356823,-0.240143747600346,"HN","mid"
"2878","Mo17",1076,0.921085876505113,0.317417696265295,0.0260038708918147,2.00896228347152,-0.239948813949691,"HN","mid"
"2879","Mo17",1077,0.921503146958642,0.317390469431669,0.0260016403826946,2.00888530921873,-0.239362722769368,"HN","mid"
"2880","Mo17",1078,0.922120636147559,0.317500598965457,0.0260106625456417,2.00945447468143,-0.238698362180163,"HN","mid"
"2881","Mo17",1079,0.922156949640489,0.317561741383864,0.0260156715277273,2.00897132030295,-0.23823909683486,"HN","mid"
"2882","Mo17",1080,0.922113297004328,0.317483232331696,0.0260092398155688,2.00843006517247,-0.238011289909895,"HN","mid"
"2883","Mo17",1081,0.922400480123071,0.317554905706729,0.0260151115272366,2.00806099339931,-0.237554055184559,"HN","mid"
"2884","Mo17",1082,0.923020317448167,0.317709256779786,0.0260277564598381,2.00901250703295,-0.237276210086141,"HN","mid"
"2885","Mo17",1083,0.923686102308782,0.317845278597347,0.0260388998013214,2.0100594757341,-0.237696385718765,"HN","mid"
"2886","Mo17",1084,0.924257360733178,0.318038348427013,0.0260547166980566,2.01103749413363,-0.238638454936747,"HN","mid"
"2887","Mo17",1085,0.92477782900206,0.318306651853714,0.0260766969712104,2.01270839293343,-0.239330166530103,"HN","mid"
"2888","Mo17",1086,0.925055459155431,0.318497156112363,0.0260923036881784,2.01404815342501,-0.240795166859238,"HN","mid"
"2889","Mo17",1087,0.925208745058565,0.318663210955851,0.0261059074310126,2.01457386243596,-0.241994624958157,"HN","mid"
"2890","Mo17",1088,0.925824919111401,0.318823429412989,0.026119033038447,2.01548045631875,-0.241812047339356,"HN","mid"
"2891","Mo17",1089,0.926493026091967,0.319020987870726,0.0261352176579217,2.0169998667912,-0.241425836646694,"HN","mid"
"2892","Mo17",1090,0.926907470374477,0.31914834560208,0.0261456512098066,2.01741070685987,-0.240936763708005,"HN","mid"
"2893","Mo17",1091,0.9279115238863,0.319677656983553,0.0261890140877663,2.01972371843443,-0.241233703219561,"HN","mid"
"2894","Mo17",1092,0.928827743177875,0.319946589179009,0.0262110458716636,2.021521057419,-0.241266427615755,"HN","mid"
"2895","Mo17",1093,0.929634237911749,0.319869684198747,0.0262047455701959,2.02171144637529,-0.239957436802703,"HN","mid"
"2896","Mo17",1094,0.930263913198033,0.319866849375202,0.0262045133324021,2.02210994729981,-0.239767533773841,"HN","mid"
"2897","Mo17",1095,0.931053936659697,0.319850666851039,0.0262031876083673,2.02267050994644,-0.238996848226869,"HN","mid"
"2898","Mo17",1096,0.931883991219175,0.319700216620012,0.0261908622451965,2.02263855236918,-0.237272739962425,"HN","mid"
"2899","Mo17",1097,0.932801471756583,0.320005874748378,0.0262159027347489,2.02433044479008,-0.238055874991693,"HN","mid"
"2900","Mo17",1098,0.933882971219614,0.320358476208804,0.0262447889719092,2.02584860216198,-0.238750556316511,"HN","mid"
"2901","Mo17",1099,0.934797824083698,0.32051702886479,0.0262577781115958,2.02619516319225,-0.238710816366967,"HN","mid"
"2902","Mo17",1100,0.935599221230518,0.320694764201075,0.0262723387576848,2.02728377938658,-0.239053796314429,"HN","mid"
"2903","Mo17",1101,0.936586163636226,0.321029951393674,0.0262997983624374,2.0292090292789,-0.23947755613187,"HN","mid"
"2904","Mo17",1102,0.937457177459458,0.321316545578981,0.0263232770729213,2.03094496132877,-0.239128956580718,"HN","mid"
"2905","Mo17",1103,0.938177870885438,0.321521677733821,0.0263400821538382,2.03240372232283,-0.239326694674333,"HN","mid"
"2906","Mo17",1104,0.938941037829668,0.321719668926144,0.0263563022243115,2.03392770921937,-0.239859441755418,"HN","mid"
"2907","Mo17",1105,0.939470443915748,0.321778347445196,0.0263611093558971,2.03458336933741,-0.240090771279685,"HN","mid"
"2908","Mo17",1106,0.939736702365661,0.321828271015164,0.0263651992541075,2.03480153686687,-0.240904448755982,"HN","mid"
"2909","Mo17",1107,0.940519576827609,0.321962469253095,0.0263761932021266,2.03584411553169,-0.241162784856191,"HN","mid"
"2910","Mo17",1108,0.941610048265009,0.322088426457255,0.0263865120183533,2.03705733701167,-0.240416468624571,"HN","mid"
"2911","Mo17",1109,0.942605639564915,0.3222892810699,0.0264029666693595,2.03839570825132,-0.240306832093049,"HN","mid"
"2912","Mo17",1110,0.944009670730583,0.322601679037462,0.0264285593080527,2.04049463221013,-0.239796783633585,"HN","mid"
"2913","Mo17",1111,0.94525411343353,0.322596434584433,0.02642812966572,2.04137060919542,-0.238240459355739,"HN","mid"
"2914","Mo17",1112,0.946174519847475,0.322718896799604,0.0264381621612925,2.04265633820798,-0.237694027405021,"HN","mid"
"2915","Mo17",1113,0.947241963010959,0.323018640571608,0.0264627181278928,2.04459071131066,-0.237815880685087,"HN","mid"
"2916","Mo17",1114,0.948156254242988,0.32309301002853,0.0264688107111951,2.04549804046851,-0.237222094058443,"HN","mid"
"2917","Mo17",1115,0.948885214021802,0.323025826036471,0.0264633067841108,2.04536502599804,-0.236299287456208,"HN","mid"
"2918","Mo17",1116,0.94994362552573,0.323165231341837,0.0264747273117153,2.0468334181773,-0.235915868667502,"HN","mid"
"2919","Mo17",1117,0.951089718359664,0.323206244441265,0.0264780872357364,2.04861038805651,-0.234760207888348,"HN","mid"
"2920","Mo17",1118,0.952437917181358,0.323383396706037,0.0264926001147458,2.05046280521701,-0.234035336071314,"HN","mid"
"2921","Mo17",1119,0.954075269981517,0.32372883167227,0.0265208992498259,2.05290833285819,-0.233605105145261,"HN","mid"
"2922","Mo17",1120,0.955162913519679,0.323849099703404,0.0265307519908382,2.05434734441597,-0.23289558948584,"HN","mid"
"2923","Mo17",1121,0.955916849808548,0.32391376783228,0.0265360498103798,2.05504438318891,-0.23272804103228,"HN","mid"
"2924","Mo17",1122,0.957219950615995,0.324137865429981,0.0265544086009146,2.05623621566572,-0.232772371208465,"HN","mid"
"2925","Mo17",1123,0.958717735216411,0.324161728085521,0.0265563635058272,2.05787756377633,-0.231713491556177,"HN","mid"
"2926","Mo17",1124,0.960907542912612,0.324385430984283,0.0265746899613651,2.061064260728,-0.230689047373097,"HN","mid"
"2927","Mo17",1125,0.963689823777552,0.324861015582202,0.0266136513697173,2.06501182282863,-0.229650736845556,"HN","mid"
"2928","Mo17",1126,0.966323474575355,0.325197656383585,0.0266412300587416,2.0687337979178,-0.228026056078882,"HN","mid"
"2929","Mo17",1127,0.969374571027325,0.325798487750576,0.0266904520822103,2.07352526664765,-0.227082262226082,"HN","mid"
"2930","Mo17",1128,0.973038602060691,0.326733160538225,0.0267670234604986,2.07925201438082,-0.226657697195237,"HN","mid"
"2931","Mo17",1129,0.977125962714969,0.32757940859465,0.0268363508025487,2.08571554227143,-0.225608027695708,"HN","mid"
"2932","Mo17",1130,0.98164613088175,0.328433736545719,0.0269063400753594,2.09272829322256,-0.224433788956354,"HN","mid"
"2933","Mo17",1131,0.98670070538749,0.329469170210959,0.0269911661063739,2.10103418311093,-0.223134080594913,"HN","mid"
"2934","Mo17",1132,0.992251732508965,0.33065851484174,0.0270886010149773,2.11065029260939,-0.221825503813019,"HN","mid"
"2935","Mo17",1133,0.997719463213036,0.331775202175818,0.0271800836059089,2.11960045779352,-0.220752905785082,"HN","mid"
"2936","Mo17",1134,1.00359849760032,0.332946725943366,0.027276058572511,2.12915889787416,-0.219482548803797,"HN","mid"
"2937","Mo17",1135,1.01011744412798,0.334215975501243,0.0273800395478028,2.13932344017849,-0.217711476202103,"HN","mid"
"2938","Mo17",1136,1.0170331223432,0.335594971682544,0.0274930113168024,2.15010036667481,-0.215893522334654,"HN","mid"
"2939","Mo17",1137,1.02391566106276,0.336733426244849,0.0275862771485524,2.15991360193502,-0.212786216464334,"HN","mid"
"2940","Mo17",1138,1.03136097751824,0.338221247206539,0.0277081641909358,2.1714571876234,-0.210150673497534,"HN","mid"
"2941","Mo17",1139,1.0393212422687,0.339931407290549,0.0278482659639377,2.18402995892016,-0.208084940707062,"HN","mid"
"2942","Mo17",1140,1.04806837980141,0.341827236585715,0.0280035783513832,2.1983393196747,-0.205818273597362,"HN","mid"
"2943","Mo17",1141,1.05719371450008,0.343847377763498,0.0281690747650626,2.21349953089242,-0.204032525204371,"HN","mid"
"2944","Mo17",1142,1.06638936972353,0.345809092826391,0.0283297847249111,2.22842122661515,-0.202018681719928,"HN","mid"
"2945","Mo17",1143,1.07649463542565,0.34808726908859,0.0285164201963673,2.24580911927738,-0.200395527134723,"HN","mid"
"2946","Mo17",1144,1.08554298048032,0.350055472984181,0.0286776617421032,2.26076905898782,-0.198380012608779,"HN","mid"
"2947","Mo17",1145,1.09401095537042,0.351912277166293,0.0288297770677171,2.27467466057554,-0.196104691220655,"HN","mid"
"2948","Mo17",1146,1.10307008469434,0.354077917582652,0.0290071932434618,2.29044018406153,-0.194556054340102,"HN","mid"
"2949","Mo17",1147,1.11164750682814,0.356000582476425,0.0291647040888059,2.30469812073184,-0.192597629183598,"HN","mid"
"2950","Mo17",1148,1.12015204344446,0.358009401782391,0.0293292729786061,2.31931218401018,-0.190868426163732,"HN","mid"
"2951","Mo17",1149,1.12897027659769,0.360183455283639,0.0295073783811199,2.33500349394599,-0.189681781168515,"HN","mid"
"2952","Mo17",1150,1.13689297332539,0.362165452864932,0.0296697499496186,2.34912091476434,-0.189053509301133,"HN","mid"
"2953","Mo17",1151,1.14434518705532,0.364083545867307,0.0298268862510256,2.36269632820845,-0.188243126301737,"HN","mid"
"2954","Mo17",1152,1.15095794854832,0.365645324122896,0.0299548321110007,2.37401505949392,-0.186764698529467,"HN","mid"
"2955","Mo17",1153,1.15719647896186,0.367289517054872,0.0300895296443374,2.38529847159988,-0.186241232915558,"HN","mid"
"2956","Mo17",1154,1.16272433351216,0.368591301305439,0.0301961759655068,2.39484980334214,-0.185053962059122,"HN","mid"
"2957","Mo17",1155,1.16768662037878,0.369864035543392,0.0303004424169136,2.40364051208244,-0.184501430898721,"HN","mid"
"2958","Mo17",1156,1.17196060782863,0.371110318924669,0.030402541929709,2.41140555575664,-0.184914950866704,"HN","mid"
"2959","Mo17",1157,1.17578863199983,0.372174359264858,0.0304897115108493,2.41839286122637,-0.185210718562108,"HN","mid"
"2960","Mo17",1158,1.17964514803755,0.373316535559875,0.0305832822388231,2.42543428962987,-0.186130603367621,"HN","mid"
"2961","Mo17",1159,1.18245029795162,0.374132324945282,0.0306501143093177,2.43039549447386,-0.186758274757117,"HN","mid"
"2962","Mo17",1160,1.1845858483436,0.374539811854678,0.0306834969376548,2.43361659992116,-0.186324241215131,"HN","mid"
"2963","Mo17",1161,1.18639726863701,0.375003517454601,0.0307214851805728,2.43661221460886,-0.186563501740963,"HN","mid"
"2964","Mo17",1162,1.18719086415857,0.375216272578385,0.0307389147594386,2.43801768513081,-0.186814843805131,"HN","mid"
"2965","Mo17",1163,1.18812054465444,0.375383404714811,0.0307526067575491,2.43955036662313,-0.187057675080455,"HN","mid"
"2966","Mo17",1164,1.18895418045856,0.375616016727442,0.0307716630761334,2.44106119376159,-0.187746180328418,"HN","mid"
"2967","Mo17",1165,1.18930508032385,0.37576214506089,0.0307836343756587,2.44185252065472,-0.188530176784319,"HN","mid"
"2968","Mo17",1166,1.18965162726774,0.37575929185314,0.0307834006317722,2.44218522995976,-0.188945018678185,"HN","mid"
"2969","Mo17",1167,1.18955835140379,0.375639895107775,0.0307736192692714,2.44156674360438,-0.18908220870183,"HN","mid"
"2970","Mo17",1168,1.18898156509985,0.375386676161284,0.0307528747648868,2.440113519523,-0.188899412013619,"HN","mid"
"2971","Mo17",1169,1.18862076788032,0.375209068145917,0.0307383245493339,2.43902503869217,-0.188995492668611,"HN","mid"
"2972","Mo17",1170,1.18822789247146,0.37503111547389,0.0307237460984073,2.43773448683376,-0.188856861941304,"HN","mid"
"2973","Mo17",1171,1.18777703816069,0.374815450351918,0.0307060781232011,2.43624736196533,-0.188203450920349,"HN","mid"
"2974","Mo17",1172,1.18755652386606,0.374741472880987,0.0307000176526425,2.43551930248909,-0.188426427823554,"HN","mid"
"2975","Mo17",1173,1.18767039231649,0.374786143830884,0.0307036772394501,2.43564745179786,-0.188656765386421,"HN","mid"
"2976","Mo17",1174,1.18741389324842,0.37465630228476,0.0306930402055306,2.43509305035563,-0.188827248642596,"HN","mid"
"2977","Mo17",1175,1.18712275193803,0.37462935475379,0.0306908325777757,2.43532622523731,-0.189841619015041,"HN","mid"
"2978","Mo17",1176,1.18691646702842,0.374636792962607,0.0306914419395851,2.43548125654656,-0.190711114210753,"HN","mid"
"2979","Mo17",1177,1.18642868885409,0.374536061890407,0.0306831897286117,2.43449832497624,-0.19127771128977,"HN","mid"
"2980","Mo17",1178,1.18582852911532,0.374403352015271,0.0306723177120237,2.43338663263242,-0.191655502752677,"HN","mid"
"2981","Mo17",1179,1.18537661164484,0.374404357130141,0.0306724000542423,2.43271402760348,-0.192349796019314,"HN","mid"
"2982","Mo17",1180,1.18491296283448,0.374414092705369,0.0306731976236413,2.43206958557715,-0.192890546724341,"HN","mid"
"2983","Mo17",1181,1.18442136245504,0.374331219211848,0.0306664083625156,2.43104938892752,-0.193085664401186,"HN","mid"
"2984","Mo17",1182,1.18383295867258,0.374153510604688,0.0306518499061619,2.4298900974018,-0.193226783183108,"HN","mid"
"2985","Mo17",1183,1.18337668073271,0.37391763933967,0.0306325265792184,2.42887259895689,-0.192911296473552,"HN","mid"
"2986","Mo17",1184,1.18294856368911,0.373637319757738,0.0306095619042718,2.42756413532309,-0.192610772054835,"HN","mid"
"2987","Mo17",1185,1.18257876855419,0.373476906755903,0.0305964203591149,2.42686999040933,-0.192482061760535,"HN","mid"
"2988","Mo17",1186,1.18220593180252,0.373295683840358,0.0305815739994005,2.42641669264595,-0.192190706213222,"HN","mid"
"2989","Mo17",1187,1.18198001362492,0.373285166967688,0.030580712423621,2.42658375904003,-0.192293243070239,"HN","mid"
"2990","Mo17",1188,1.18198272454768,0.373343906824769,0.0305855245802137,2.42672105783834,-0.192279107997975,"HN","mid"
"2991","Mo17",1189,1.18187485768638,0.373420157531083,0.0305917712814712,2.42709685699708,-0.192703780907085,"HN","mid"
"2992","Mo17",1190,1.1819470254691,0.373499332352986,0.0305982575356116,2.42772488358636,-0.19325324194907,"HN","mid"
"2993","Mo17",1191,1.1821214560397,0.373551234995885,0.0306025095657938,2.42787473851359,-0.193505200152942,"HN","mid"
"2994","Mo17",1192,1.18189991439426,0.373614682986587,0.0306077074277214,2.42763414442328,-0.194532538591914,"HN","mid"
"2995","Mo17",1193,1.18187988540552,0.373683889526377,0.0306133770483719,2.42799676924776,-0.195018767853686,"HN","mid"
"2996","Mo17",1194,1.18219999420342,0.373780584931193,0.0306212986445911,2.42892902640279,-0.194871160193251,"HN","mid"
"2997","Mo17",1195,1.18208090277422,0.373908590895118,0.0306317853017576,2.4293261809873,-0.195645297033744,"HN","mid"
"2998","Mo17",1196,1.18200046385524,0.374060816267313,0.0306442560901591,2.42975468062784,-0.196192887477488,"HN","mid"
"2999","Mo17",1197,1.18173624759061,0.374035739119691,0.0306422016901783,2.42963768047129,-0.19616224637209,"HN","mid"
"3000","Mo17",1198,1.18096261552857,0.373854365444633,0.0306273429797634,2.42847906727704,-0.196572475812227,"HN","mid"
"3001","Mo17",1199,1.18018199171182,0.373673821875,0.0306125522742346,2.42721292801085,-0.196428531522664,"HN","mid"
"3002","Mo17",1200,1.17950177316294,0.373583558948407,0.0306051576471642,2.4264248138169,-0.196731407700358,"HN","mid"
"3003","Mo17",1201,1.1787391908532,0.373481590210205,0.0305968040426411,2.42556121218144,-0.197155633986388,"HN","mid"
"3004","Mo17",1202,1.1778681755512,0.373340702251427,0.0305852620513364,2.42410734487764,-0.197488644082768,"HN","mid"
"3005","Mo17",1203,1.17698241889441,0.373435073400634,0.030592993237117,2.42307677338034,-0.198435972491077,"HN","mid"
"3006","Mo17",1204,1.17601767621643,0.373199395299344,0.0305736857347626,2.42100850001499,-0.19870211917533,"HN","mid"
"3007","Mo17",1205,1.1749204469415,0.372743455160293,0.0305363336631869,2.41785046089689,-0.198572248525062,"HN","mid"
"3008","Mo17",1206,1.17396002124218,0.37248819409527,0.0305154218619337,2.41593256710687,-0.198827589696,"HN","mid"
"3009","Mo17",1207,1.17319111451277,0.372202553952449,0.0304920213096557,2.41426379365063,-0.199074447169289,"HN","mid"
"3010","Mo17",1208,1.17207494841786,0.37193711394312,0.0304702756167931,2.41242305595787,-0.199366304397893,"HN","mid"
"3011","Mo17",1209,1.17067815313,0.371860502490404,0.0304639993620389,2.41156951200211,-0.200080242331804,"HN","mid"
"3012","Mo17",1210,1.16968600202495,0.371761580447631,0.0304558953525307,2.41027534994055,-0.2007418206768,"HN","mid"
"3013","Mo17",1211,1.16842171399134,0.371448704599874,0.0304302635643664,2.40752346995397,-0.200828833087027,"HN","mid"
"3014","Mo17",1212,1.16738630980496,0.371271451250654,0.0304157424041964,2.40594387491854,-0.201142658884853,"HN","mid"
"3015","Mo17",1213,1.16692708202541,0.371329545134353,0.0304205016405877,2.40548929811987,-0.201993157719733,"HN","mid"
"3016","Mo17",1214,1.1661051402528,0.371053794110622,0.0303979112365122,2.40381419864239,-0.202083615843778,"HN","mid"
"3017","Mo17",1215,1.16512178811051,0.370843162208397,0.0303806555987339,2.40242696329675,-0.202092685002059,"HN","mid"
"3018","Mo17",1216,1.16417477811348,0.370557791003829,0.030357277078736,2.40099538112154,-0.201751636753242,"HN","mid"
"3019","Mo17",1217,1.1631997754072,0.370208090066019,0.0303286284616471,2.39913212468583,-0.201302511201109,"HN","mid"
"3020","Mo17",1218,1.16198309251496,0.36983841552186,0.0302983435429692,2.39676679543038,-0.20075528662824,"HN","mid"
"3021","Mo17",1219,1.16095737889325,0.369561922930529,0.0302756923873087,2.39493039782628,-0.200643439176914,"HN","mid"
"3022","Mo17",1220,1.15999019413569,0.369260352161457,0.0302509867472768,2.39293883050882,-0.200298557068404,"HN","mid"
"3023","Mo17",1221,1.15913504396281,0.369018718678923,0.0302311913610809,2.39139658608833,-0.20025508783176,"HN","mid"
"3024","Mo17",1222,1.15871541656867,0.369084407484583,0.0302365727977227,2.39147428148822,-0.201134083759797,"HN","mid"
"3025","Mo17",1223,1.1578752134728,0.368826171587484,0.03021541728873,2.38989376315967,-0.201076330714413,"HN","mid"
"3026","Mo17",1224,1.15690771933546,0.368393262847611,0.0301799520228924,2.3874527650921,-0.200548082766058,"HN","mid"
"3027","Mo17",1225,1.15593491330448,0.368133100759883,0.0301586387142148,2.38595085047813,-0.200662354284693,"HN","mid"
"3028","Mo17",1226,1.15483621544718,0.367828286682421,0.0301336673720068,2.38455228158107,-0.200753363747782,"HN","mid"
"3029","Mo17",1227,1.15367251396649,0.367528102951435,0.0301090753625624,2.38257374258266,-0.200708226919556,"HN","mid"
"3030","Mo17",1228,1.15247996934208,0.36739278743901,0.0300979898838503,2.3810071704581,-0.201121768216859,"HN","mid"
"3031","Mo17",1229,1.15140026387822,0.367251940205063,0.0300864512288537,2.37955760562749,-0.20158985350941,"HN","mid"
"3032","Mo17",1230,1.15019925252812,0.366852259407672,0.0300537081021297,2.37720304638774,-0.201252298237781,"HN","mid"
"3033","Mo17",1231,1.14853929464828,0.36623793654332,0.0300033808121315,2.3731940795507,-0.20040986541964,"HN","mid"
"3034","Mo17",1232,1.14719708394531,0.365820997700478,0.0299692238512354,2.37064526020429,-0.2002062513149,"HN","mid"
"3035","Mo17",1233,1.14601998037943,0.365351593558694,0.0299307687655781,2.36826901192343,-0.199805474756312,"HN","mid"
"3036","Mo17",1234,1.14506432520424,0.365084731934346,0.0299089066094753,2.36620827578766,-0.199727135899461,"HN","mid"
"3037","Mo17",1235,1.14416901919662,0.364925324497964,0.0298958474434501,2.36486032130275,-0.199974126927353,"HN","mid"
"3038","Mo17",1236,1.14318315039952,0.364522204953284,0.0298628226035714,2.36259758820096,-0.199328619626358,"HN","mid"
"3039","Mo17",1237,1.14243748784686,0.364196218024629,0.0298361167138088,2.36046963683682,-0.198637144330878,"HN","mid"
"3040","Mo17",1238,1.14146615852094,0.363985910610877,0.029818887659162,2.35870414970084,-0.198649538217662,"HN","mid"
"3041","Mo17",1239,1.1403963157799,0.363690819184262,0.0297947128275466,2.35657572307031,-0.198204596588941,"HN","mid"
"3042","Mo17",1240,1.13951817346835,0.363566006836973,0.0297844878016492,2.35526100705187,-0.198586040424073,"HN","mid"
"3043","Mo17",1241,1.13845998350242,0.363550560359939,0.0297832223769446,2.3543864965759,-0.199877357967517,"HN","mid"
"3044","Mo17",1242,1.13752054393748,0.363376703209485,0.0297689794442184,2.35290243406165,-0.200269183681473,"HN","mid"
"3045","Mo17",1243,1.13683884696621,0.363229099969065,0.029756887315606,2.35150420974274,-0.200755743983057,"HN","mid"
"3046","Mo17",1244,1.13590134214839,0.36291666494322,0.0297312916409799,2.34960688984358,-0.200636917089505,"HN","mid"
"3047","Mo17",1245,1.13498409192717,0.362645049538124,0.029709040039984,2.34803107957591,-0.200334400052227,"HN","mid"
"3048","Mo17",1246,1.13415502423254,0.362394206700342,0.0296884901940095,2.3467365713929,-0.200254321196791,"HN","mid"
"3049","Mo17",1247,1.13356875787565,0.362335404603656,0.0296836729385497,2.34624396012719,-0.200523589551657,"HN","mid"
"3050","Mo17",1248,1.13310856559009,0.362403115096428,0.029689219998253,2.34617311751293,-0.200975867692022,"HN","mid"
"3051","Mo17",1249,1.1324403157534,0.362407183390675,0.0296895532859039,2.34530017885624,-0.201640063719812,"HN","mid"
"3052","Mo17",1250,1.13177902409794,0.3623851082828,0.0296877448226018,2.34408969452407,-0.202079995859925,"HN","mid"
"3053","Mo17",1251,1.13106953054074,0.362181112050816,0.0296710328001112,2.34228146898351,-0.202111271419792,"HN","mid"
"3054","Mo17",1252,1.13001848845886,0.361830011604105,0.0296422695307858,2.33973420683628,-0.202074260574924,"HN","mid"
"3055","Mo17",1253,1.12916814692318,0.36158522012703,0.0296222154315967,2.33790051431783,-0.202092718451129,"HN","mid"
"3056","Mo17",1254,1.12843153871732,0.361303677732175,0.0295991505799122,2.33611253808511,-0.201750249865958,"HN","mid"
"3057","Mo17",1255,1.12767029938955,0.361011576944661,0.0295752207509982,2.33397734454396,-0.201474577002408,"HN","mid"
"3058","Mo17",1256,1.1268482854918,0.360905735211486,0.0295665498583642,2.33219577352814,-0.201739824236404,"HN","mid"
"3059","Mo17",1257,1.12603628116664,0.360610504678279,0.0295423636306927,2.33004317385505,-0.201374673157419,"HN","mid"
"3060","Mo17",1258,1.12541622780337,0.36030390083076,0.0295172456648085,2.32810327597409,-0.200943016771865,"HN","mid"
"3061","Mo17",1259,1.12469206391064,0.360086164791915,0.0294994080334817,2.32639916287144,-0.200876564945287,"HN","mid"
"3062","Mo17",1260,1.12402911204392,0.35987645471643,0.0294822279146924,2.32509379507462,-0.20078666467986,"HN","mid"
"3063","Mo17",1261,1.12363256310946,0.359638915430946,0.0294627679381878,2.32381708853307,-0.200325649009367,"HN","mid"
"3064","Mo17",1262,1.1233353008705,0.359495066133694,0.0294509833445825,2.32282647862233,-0.200031013946141,"HN","mid"
"3065","Mo17",1263,1.12319585293825,0.359434142525601,0.0294459922881363,2.32238937795411,-0.199966350191551,"HN","mid"
"3066","Mo17",1264,1.12321010741409,0.35936160344072,0.0294400496547543,2.3220596375567,-0.199691144066547,"HN","mid"
"3067","Mo17",1265,1.12320177145062,0.35922921764261,0.0294292041875908,2.3218935162417,-0.199177043015308,"HN","mid"
"3068","Mo17",1266,1.12332195868964,0.359244393508645,0.0294304474429785,2.3222905776141,-0.199195451878304,"HN","mid"
"3069","Mo17",1267,1.12359690883246,0.359302701803927,0.0294352242446511,2.32299645454661,-0.199236329919748,"HN","mid"
"3070","Mo17",1268,1.12395681058548,0.359366945061491,0.0294404872573785,2.32354207434391,-0.199157331529891,"HN","mid"
"3071","Mo17",1269,1.12428001720323,0.359463752651299,0.0294484180441505,2.32413431302002,-0.199429662486743,"HN","mid"
"3072","Mo17",1270,1.12471064765269,0.359601759804563,0.0294597240306719,2.32508229760487,-0.199520662724084,"HN","mid"
"3073","Mo17",1271,1.1253335747521,0.359852344384294,0.0294802527193225,2.32610977465436,-0.199679839741043,"HN","mid"
"3074","Mo17",1272,1.12610852205514,0.360134034070663,0.0295033296375979,2.3276683572173,-0.200033371474919,"HN","mid"
"3075","Mo17",1273,1.12684229588172,0.36023321304224,0.0295114546955339,2.3286207624672,-0.199401363699996,"HN","mid"
"3076","Mo17",1274,1.12741401501343,0.360346197473857,0.0295207107408241,2.32924748720142,-0.199140021048857,"HN","mid"
"3077","Mo17",1275,1.12809119209525,0.360505059881395,0.0295337252563467,2.33049829006065,-0.199092538923527,"HN","mid"
"3078","Mo17",1276,1.12882239928411,0.360662318911659,0.0295466084180849,2.33193162270218,-0.198949988308553,"HN","mid"
"3079","Mo17",1277,1.12948233379012,0.3607878086229,0.0295568889357995,2.33325464343961,-0.199275622588199,"HN","mid"
"3080","Mo17",1278,1.13043686678669,0.361083909076526,0.0295811464301285,2.33512033816863,-0.199579466525421,"HN","mid"
"3081","Mo17",1279,1.13154475099435,0.361430074475914,0.0296095054046243,2.33750461805308,-0.199700886752014,"HN","mid"
"3082","Mo17",1280,1.13265104875958,0.361698373595818,0.0296314853249515,2.33938184133449,-0.199425599891352,"HN","mid"
"3083","Mo17",1281,1.13372775187022,0.3618908314499,0.0296472520866934,2.34077851898845,-0.198739765025487,"HN","mid"
"3084","Mo17",1282,1.13502762825461,0.362158994658772,0.0296692208727551,2.34290338029184,-0.197669797408922,"HN","mid"
"3085","Mo17",1283,1.13672591889129,0.362510526967858,0.0296980195216248,2.34550443859401,-0.196984671642281,"HN","mid"
"3086","Mo17",1284,1.13845085132717,0.362958594971243,0.0297347266827184,2.34824724772855,-0.197204173495304,"HN","mid"
"3087","Mo17",1285,1.14048202203908,0.363509010087897,0.0297798184460283,2.35180808971733,-0.19719787612528,"HN","mid"
"3088","Mo17",1286,1.14284116738955,0.364072012015421,0.0298259413610624,2.3557794174037,-0.196753156735893,"HN","mid"
"3089","Mo17",1287,1.14485754964201,0.364599109471746,0.0298691228672071,2.35904921666624,-0.196548970942257,"HN","mid"
"3090","Mo17",1288,1.14671798462591,0.364931878460298,0.0298963843649651,2.36159157077834,-0.195505670480863,"HN","mid"
"3091","Mo17",1289,1.14886585215118,0.365346593227226,0.0299303591224629,2.36512989817992,-0.194162588214955,"HN","mid"
"3092","Mo17",1290,1.15106663242466,0.365990537735548,0.0299831131120889,2.36942153571977,-0.19400056523627,"HN","mid"
"3093","Mo17",1291,1.15359911155964,0.366751912580109,0.0300454873697034,2.37432463802908,-0.194142449255386,"HN","mid"
"3094","Mo17",1292,1.15650599331736,0.367515088975993,0.0301080092161529,2.37976462528586,-0.193628845531813,"HN","mid"
"3095","Mo17",1293,1.15931065325227,0.368347722918017,0.0301762212464943,2.3851194643529,-0.193776259715604,"HN","mid"
"3096","Mo17",1294,1.16220726238839,0.369202950518062,0.0302462842214208,2.39049371397258,-0.19385871218434,"HN","mid"
