"","male","bands","mean.heterosis","sd.heterosis","se.heterosis","max","min","Trt","Htype"
"217","B73",566,-5.25452513105437,7.26431466643535,0.827845486971175,11.8390983193236,-18.6396565986072,"HN","mid"
"218","B73",567,-5.21317983353571,7.26598198817979,0.828035495918315,11.9049379088894,-18.6564017684462,"HN","mid"
"219","B73",568,-5.16913751370979,7.26172236080461,0.827550066327136,11.9636167674116,-18.7610459225165,"HN","mid"
"220","B73",569,-5.11277422521547,7.25078589053241,0.826303739870483,11.9733013921771,-18.8183585242577,"HN","mid"
"221","B73",570,-5.05289018516408,7.23979292252502,0.825050974899358,12.0016042222509,-18.8937611867593,"HN","mid"
"222","B73",571,-4.99454997131867,7.23028292777236,0.823967210415217,12.0524217532705,-19.0029567359642,"HN","mid"
"223","B73",572,-4.94775685836813,7.21396753348788,0.822107898677392,12.0636789203028,-19.097707493267,"HN","mid"
"224","B73",573,-4.88317572727441,7.18817936690395,0.819169064347649,12.0603602351154,-19.1036644579512,"HN","mid"
"225","B73",574,-4.81155634671738,7.16090963178795,0.816061389613928,12.044292146498,-19.1178333730602,"HN","mid"
"226","B73",575,-4.75391234984639,7.13907766164657,0.813573405711367,12.0358488327159,-19.1904748189908,"HN","mid"
"227","B73",576,-4.70210889980318,7.11435453867271,0.810755944365383,12.0023952140502,-19.2334507112349,"HN","mid"
"228","B73",577,-4.6512973005268,7.0905146862877,0.808039141044875,11.9791280827137,-19.2695876438628,"HN","mid"
"229","B73",578,-4.59667653160907,7.06393535080875,0.80501014465178,11.9691541921442,-19.2939708043787,"HN","mid"
"230","B73",579,-4.55194756668669,7.04033108043748,0.802320188393361,11.933090702794,-19.2922592616902,"HN","mid"
"231","B73",580,-4.49891846180227,7.01400987296793,0.799320608417018,11.908776206359,-19.3072769635965,"HN","mid"
"232","B73",581,-4.44867508742649,6.98704438336931,0.796247605677842,11.8908916358448,-19.3383048033076,"HN","mid"
"233","B73",582,-4.41159375276397,6.963548746973,0.793570029409833,11.8433279570708,-19.3434827173338,"HN","mid"
"234","B73",583,-4.37249950483843,6.9361552224163,0.79044824756009,11.8000235551272,-19.3239424790266,"HN","mid"
"235","B73",584,-4.33246822515571,6.91272135688014,0.787777710734912,11.7814299264304,-19.338364526076,"HN","mid"
"236","B73",585,-4.29586359137047,6.89520883315022,0.785781973435387,11.7624695516868,-19.3675567554877,"HN","mid"
"237","B73",586,-4.26347195962812,6.8752094275412,0.783502829643332,11.7407966085321,-19.3763455886758,"HN","mid"
