"bands","Trt","H2"
"X1263","HN",0.121929339410278
"X1264","HN",0.121911890231237
"X1265","HN",0.121882505338562
"X1266","HN",0.1219026169443
"X1267","HN",0.121913595086696
"X1268","HN",0.121921782599268
"X1269","HN",0.121937461437068
"X1270","HN",0.121987752439882
"X1271","HN",0.122062549595676
"X1272","HN",0.122112266669767
"X1273","HN",0.122098321938116
"X1274","HN",0.122056785639612
"X1275","HN",0.122076478198898
"X1276","HN",0.122133793527275
"X1277","HN",0.122182223576884
"X1278","HN",0.122248589042989
"X1279","HN",0.12232448348898
"X1280","HN",0.122305683166576
"X1281","HN",0.122264997297787
"X1282","HN",0.122211505906759
"X1283","HN",0.122203589993384
"X1284","HN",0.122247773664415
"X1285","HN",0.122333362676547
"X1286","HN",0.122389195048141
"X1287","HN",0.122433296828592
"X1288","HN",0.12242412243928
"X1289","HN",0.122416318792697
"X1290","HN",0.12247927718995
"X1291","HN",0.122575561594089
"X1292","HN",0.12264598258952
"X1293","HN",0.122800529992306
"X1294","HN",0.122908154389169
"X1295","HN",0.122996026510974
"X1296","HN",0.123148724221787
"X1297","HN",0.1233325435648
"X1298","HN",0.123491890419521
"X1299","HN",0.123651898862189
"X1300","HN",0.123874190751899
"X1301","HN",0.124080712438655
"X1302","HN",0.12430770906125
"X1303","HN",0.124569423725921
"X1304","HN",0.12481311488211
"X1305","HN",0.12503447852463
"X1306","HN",0.125320614127771
"X1307","HN",0.125610650530696
"X1308","HN",0.125870891312042
"X1309","HN",0.126155266409582
"X1310","HN",0.126452828859546
"X1311","HN",0.126748947308047
"X1312","HN",0.126990534926659
"X1313","HN",0.127289348214395
"X1314","HN",0.127626706859517
"X1315","HN",0.128017806584805
"X1316","HN",0.128452027165633
"X1317","HN",0.128860430053187
"X1318","HN",0.129260972041438
"X1319","HN",0.129687281890168
"X1320","HN",0.130095690025415
"X1321","HN",0.130564787124734
"X1322","HN",0.131072084310118
"X1323","HN",0.131591139994219
"X1324","HN",0.13213273913559
"X1325","HN",0.132681745393307
"X1326","HN",0.133229736793739
"X1327","HN",0.133832498898636
"X1328","HN",0.134461692793185
"X1329","HN",0.135094062267037
"X1330","HN",0.135774256352648
"X1331","HN",0.136427540018907
"X1332","HN",0.137085716664732
"X1333","HN",0.137803644257614
"X1334","HN",0.138501308071336
"X1335","HN",0.139215350956008
"X1336","HN",0.139920980685105
"X1337","HN",0.14064176701821
"X1338","HN",0.141347404615615
"X1339","HN",0.14201280392347
"X1340","HN",0.142725491481494
"X1341","HN",0.14340342653719
"X1342","HN",0.14405489451926
"X1343","HN",0.144704635780594
"X1344","HN",0.145285946628905
"X1345","HN",0.145853786745396
"X1346","HN",0.146435358835105
"X1347","HN",0.147538679777485
"X1348","HN",0.148661176573976
"X1349","HN",0.149860317913457
"X1350","HN",0.150951189492995
"X1351","HN",0.152069557398098
"X1352","HN",0.153142093401035
"X1353","HN",0.154077064644575
"X1354","HN",0.155133336981296
"X1355","HN",0.156232905849373
"X1356","HN",0.157363106360022
"X1357","HN",0.158558648258412
"X1358","HN",0.159938045126057
"X1359","HN",0.161153703000125
"X1360","HN",0.162584764210974
"X1361","HN",0.164020628531308
"X1362","HN",0.165486824379751
"X1363","HN",0.167093394985498
"X1364","HN",0.168849525702597
"X1365","HN",0.169665558292383
"X1366","HN",0.170524602707778
"X1367","HN",0.171673569937781
"X1368","HN",0.172961081966438
"X1369","HN",0.174419473001688
"X1370","HN",0.176102598159582
"X1371","HN",0.177975890763673
"X1372","HN",0.179932371295802
"X1373","HN",0.182086504564862
"X1374","HN",0.184431990755726
"X1375","HN",0.186954742069746
"X1376","HN",0.189703845667754
"X1377","HN",0.19261533441586
"X1378","HN",0.195758861656564
"X1379","HN",0.199135762176744
"X1380","HN",0.202749511221224
"X1381","HN",0.206556285779267
"X1382","HN",0.210643880518807
"X1383","HN",0.214929376767135
"X1384","HN",0.219392454628117
"X1385","HN",0.223995761872213
"X1386","HN",0.228633419110978
"X1387","HN",0.233412897897257
"X1388","HN",0.238311436283307
"X1389","HN",0.243132941057948
"X1390","HN",0.248057419483243
"X1391","HN",0.252944144778986
"X1392","HN",0.257709375323445
"X1393","HN",0.262449173630431
"X1394","HN",0.267134311327461
"X1395","HN",0.271707931588716
"X1396","HN",0.276270294647672
"X1397","HN",0.280674513990301
"X1398","HN",0.284977106591894
"X1399","HN",0.289067242248667
"X1400","HN",0.292990286886606
"X1401","HN",0.296729044198763
"X1402","HN",0.300286624789947
"X1403","HN",0.30365763746805
"X1404","HN",0.306870063846431
"X1405","HN",0.309891359048139
"X1406","HN",0.312674638345104
"X1407","HN",0.31523077846301
"X1408","HN",0.317623460598051
"X1409","HN",0.319818920963945
"X1410","HN",0.321877785442575
"X1411","HN",0.323742295107766
"X1412","HN",0.325455728894539
"X1413","HN",0.327040423143907
"X1414","HN",0.328475528264865
"X1415","HN",0.32979630262558
"X1416","HN",0.331018464909115
"X1417","HN",0.332133251405487
"X1418","HN",0.333191476608254
"X1419","HN",0.334170509952913
"X1420","HN",0.335108249608385
"X1421","HN",0.336051633844226
"X1422","HN",0.336921967091835
"X1423","HN",0.337678811290572
"X1424","HN",0.338439802075032
"X1425","HN",0.339219841326652
"X1426","HN",0.339946787104738
"X1427","HN",0.340749043276889
"X1428","HN",0.341448080938274
"X1429","HN",0.342166014402797
"X1430","HN",0.342818819088756
"X1431","HN",0.343422558822912
"X1432","HN",0.344043631379597
"X1433","HN",0.344642694507533
"X1434","HN",0.345218692046446
"X1435","HN",0.345837156862712
"X1436","HN",0.346357180759524
"X1437","HN",0.346976125905389
"X1438","HN",0.347500117856155
"X1439","HN",0.347966266416815
"X1440","HN",0.348464732762782
"X1441","HN",0.34889623965829
"X1442","HN",0.349324402770609
"X1443","HN",0.349735340592295
"X1444","HN",0.350113519194602
"X1445","HN",0.350473618955306
"X1446","HN",0.350822932274595
"X1447","HN",0.351137212392279
"X1448","HN",0.351490546049268
"X1449","HN",0.351812224067228
"X1450","HN",0.352115603149157
"X1451","HN",0.352445793769683
"X1452","HN",0.352780131747492
"X1453","HN",0.353101765425809
"X1454","HN",0.353418224079022
"X1455","HN",0.353742030273379
"X1456","HN",0.354018772102319
"X1457","HN",0.354360420375156
"X1458","HN",0.354720628061557
"X1459","HN",0.355086992241394
"X1460","HN",0.355553919820362
"X1461","HN",0.356101419761022
"X1462","HN",0.3567475952216
"X1463","HN",0.356504174745223
"X1464","HN",0.356193975872888
"X1465","HN",0.355904037961778
"X1466","HN",0.355564039283516
"X1467","HN",0.355333408289145
"X1468","HN",0.355093981621189
"X1469","HN",0.354720939831983
"X1470","HN",0.354265694199201
"X1471","HN",0.353825979196556
"X1472","HN",0.353235095296965
"X1473","HN",0.352743112867822
"X1474","HN",0.352253961740382
"X1475","HN",0.351803967756536
"X1476","HN",0.351329339115424
"X1477","HN",0.350743948613802
"X1478","HN",0.350008618204221
"X1479","HN",0.349569589548964
"X1480","HN",0.349758824179553
"X1481","HN",0.349817692961152
"X1482","HN",0.349791222991033
"X1483","HN",0.349655946288998
"X1484","HN",0.349479402402732
"X1485","HN",0.349299484672291
"X1486","HN",0.34882732596486
"X1487","HN",0.348805371552693
"X1488","HN",0.348451900433824
"X1489","HN",0.348039243876126
"X1490","HN",0.347623846553209
"X1491","HN",0.347202097572048
"X1492","HN",0.346715829578815
"X1493","HN",0.3462079084384
"X1494","HN",0.345642191018563
"X1495","HN",0.344992011961265
"X1496","HN",0.344340551544181
"X1497","HN",0.343650767037945
"X1498","HN",0.342949218153832
"X1499","HN",0.342236014012654
"X1500","HN",0.341496563394046
"X1501","HN",0.340725604175585
"X1502","HN",0.339942200122117
"X1503","HN",0.339140811683499
"X1504","HN",0.338290871419776
"X1505","HN",0.337420111694431
"X1506","HN",0.336583771122358
"X1507","HN",0.335755368513555
"X1508","HN",0.334905193512299
"X1509","HN",0.334004381769835
"X1510","HN",0.33307542622579
"X1511","HN",0.332129770798028
"X1512","HN",0.331159045358573
"X1513","HN",0.330183280601972
"X1514","HN",0.329217487333071
"X1515","HN",0.328210730766008
"X1516","HN",0.327192127673717
"X1517","HN",0.326026486637445
"X1518","HN",0.324943924866409
"X1519","HN",0.323799261635234
"X1520","HN",0.322654189679173
"X1521","HN",0.321463681270733
"X1522","HN",0.320303661693344
"X1523","HN",0.319112986186378
"X1524","HN",0.317881272357153
"X1525","HN",0.316743846948088
"X1526","HN",0.315536585204407
"X1527","HN",0.314395481914187
"X1528","HN",0.31319745625098
"X1529","HN",0.312010971991606
"X1530","HN",0.310861493525117
"X1531","HN",0.309699009768192
"X1532","HN",0.308499801921683
"X1533","HN",0.307310065955854
"X1534","HN",0.306106171269815
"X1535","HN",0.304830209011241
"X1536","HN",0.303675421985932
"X1537","HN",0.302459082142759
"X1538","HN",0.301271982573749
"X1539","HN",0.299976357840913
"X1540","HN",0.298711756044262
"X1541","HN",0.297512792076249
"X1542","HN",0.296267126251826
"X1543","HN",0.295084353950292
"X1544","HN",0.293862219216859
"X1545","HN",0.292613995677736
"X1546","HN",0.291392085710186
"X1547","HN",0.290150792857768
"X1548","HN",0.288923492436247
"X1549","HN",0.287712843779076
"X1550","HN",0.286490065628118
"X1551","HN",0.285245087897367
"X1552","HN",0.284033575683915
"X1553","HN",0.2828307519856
"X1554","HN",0.281623738058855
"X1555","HN",0.280396345755299
"X1556","HN",0.279205548403448
"X1557","HN",0.277994840423908
"X1558","HN",0.276824567978522
"X1559","HN",0.275611152453562
"X1560","HN",0.274465221875172
"X1561","HN",0.273379668756846
"X1562","HN",0.272232628067274
"X1563","HN",0.271136096817637
"X1564","HN",0.269932853815721
"X1565","HN",0.268778865392219
"X1566","HN",0.267653977279953
"X1567","HN",0.266597462972425
"X1568","HN",0.265489173443543
"X1569","HN",0.264301065583238
"X1570","HN",0.26312681807259
"X1571","HN",0.262005113829779
"X1572","HN",0.260939071685956
"X1573","HN",0.259940832546787
"X1574","HN",0.25891433702253
"X1575","HN",0.257831863529733
"X1576","HN",0.25679584925696
"X1577","HN",0.255764112493542
"X1578","HN",0.254769047615101
"X1579","HN",0.253802000629075
"X1580","HN",0.252840596572066
"X1581","HN",0.251925261368089
"X1582","HN",0.250964856920303
"X1583","HN",0.250035274309186
"X1584","HN",0.24907724084474
"X1585","HN",0.248120566939386
"X1586","HN",0.247221573577119
"X1587","HN",0.246349616692427
"X1588","HN",0.24546104607474
"X1589","HN",0.24458183404668
"X1590","HN",0.243691258876205
"X1591","HN",0.242790654261957
"X1592","HN",0.241932197183672
"X1593","HN",0.241127967264387
"X1594","HN",0.240351842845603
"X1595","HN",0.2395852373867
"X1596","HN",0.238832430451679
"X1597","HN",0.238033234831826
"X1598","HN",0.237228189408575
"X1599","HN",0.236395089408848
"X1600","HN",0.235552498379292
"X1601","HN",0.234759235738437
"X1602","HN",0.233986619234787
"X1603","HN",0.23312868151912
"X1604","HN",0.232358109062735
"X1605","HN",0.231641715923933
"X1606","HN",0.230940400028857
"X1607","HN",0.230302389921473
"X1608","HN",0.22972936671897
"X1609","HN",0.229081368602114
"X1610","HN",0.228426545908732
"X1611","HN",0.227830505633612
"X1612","HN",0.227171920032092
"X1613","HN",0.226645974807092
"X1614","HN",0.226204367602648
"X1615","HN",0.22568732609416
"X1616","HN",0.225230353520288
"X1617","HN",0.224668795510583
"X1618","HN",0.223989973532818
"X1619","HN",0.223363405211461
"X1620","HN",0.222729340602068
"X1621","HN",0.222143434777257
"X1622","HN",0.221589795476195
"X1623","HN",0.221039461433671
"X1624","HN",0.22048946843164
"X1625","HN",0.219972764662012
"X1626","HN",0.219478136458732
"X1627","HN",0.219034538436004
"X1628","HN",0.218688779124814
"X1629","HN",0.218279676664381
"X1630","HN",0.21788361831029
"X1631","HN",0.217475003921825
"X1632","HN",0.217088034414055
"X1633","HN",0.216667303221358
"X1634","HN",0.216326701085998
"X1635","HN",0.21592875764658
"X1636","HN",0.215547188818102
"X1637","HN",0.215197245628734
"X1638","HN",0.214818058553113
"X1639","HN",0.214452780920335
"X1640","HN",0.214177430584255
"X1641","HN",0.213892561677808
"X1642","HN",0.213648957096891
"X1643","HN",0.213373339559316
"X1644","HN",0.213087712979535
"X1645","HN",0.212780347127973
"X1646","HN",0.21246013894954
"X1647","HN",0.212260921808845
"X1648","HN",0.212051919024284
"X1649","HN",0.211766215109126
"X1650","HN",0.211479839632804
"X1651","HN",0.211211812863153
"X1652","HN",0.210975050865311
"X1653","HN",0.210744028382354
"X1654","HN",0.210556816280218
"X1655","HN",0.210378571014921
"X1656","HN",0.210151894849908
"X1657","HN",0.209911981264148
"X1658","HN",0.209725372930486
"X1659","HN",0.209564048415043
"X1660","HN",0.209428610020831
"X1661","HN",0.209320085806675
"X1662","HN",0.209208237128302
"X1663","HN",0.20910328266621
"X1664","HN",0.209000319165921
"X1665","HN",0.208930732969659
"X1666","HN",0.208783769242128
"X1667","HN",0.208632485262134
"X1668","HN",0.208454798248983
"X1669","HN",0.208268519015384
"X1670","HN",0.208153269160744
"X1671","HN",0.208024491955241
"X1672","HN",0.207798081295015
"X1673","HN",0.20750924926444
"X1674","HN",0.207260215357138
"X1675","HN",0.206915289338535
"X1676","HN",0.206625653856967
"X1677","HN",0.206399686149629
"X1678","HN",0.206190163155654
"X1679","HN",0.206010145503627
"X1680","HN",0.205811092349562
"X1681","HN",0.205689518010383
"X1682","HN",0.20559873163891
"X1683","HN",0.205495488877774
"X1684","HN",0.205410904304877
"X1685","HN",0.20544099826801
"X1686","HN",0.205374664016762
"X1687","HN",0.205329797841299
"X1688","HN",0.205271486821048
"X1689","HN",0.205107310814652
"X1690","HN",0.205070052400805
"X1691","HN",0.204980258093479
"X1692","HN",0.205003746393985
"X1693","HN",0.205231334680572
"X1694","HN",0.205374400420937
"X1695","HN",0.205530585383321
"X1696","HN",0.205694213901544
"X1697","HN",0.205779506636617
"X1698","HN",0.206016786365568
"X1699","HN",0.206325226987526
"X1700","HN",0.206680966942863
"X1701","HN",0.207166031382638
"X1702","HN",0.207558074999998
"X1703","HN",0.20792679637666
"X1704","HN",0.208317485593087
"X1705","HN",0.208724052417952
"X1706","HN",0.209119572673645
"X1707","HN",0.209547650873666
"X1708","HN",0.209999506346818
"X1709","HN",0.21045129850899
"X1710","HN",0.210901004167408
"X1711","HN",0.21139541315019
"X1712","HN",0.211868703186569
"X1713","HN",0.212314071593157
"X1714","HN",0.212779922358249
"X1715","HN",0.213274015448963
"X1716","HN",0.213768993772983
"X1717","HN",0.214257652451642
"X1718","HN",0.214761255044962
"X1719","HN",0.215280994327356
"X1720","HN",0.215794848355549
"X1721","HN",0.216368673917903
"X1722","HN",0.216905783972561
"X1723","HN",0.217432103096193
"X1724","HN",0.2179177678468
"X1725","HN",0.218338019942556
"X1726","HN",0.218745638790084
"X1727","HN",0.219066674725634
"X1728","HN",0.219458262735125
"X1729","HN",0.21985601065427
"X1730","HN",0.220275578343338
"X1731","HN",0.220704959672288
"X1732","HN",0.221247925070704
"X1733","HN",0.221812068742513
"X1734","HN",0.222446655612801
"X1735","HN",0.22318929214996
"X1736","HN",0.223875809119663
"X1737","HN",0.224593261506006
"X1738","HN",0.225359439391666
"X1739","HN",0.226102251427937
"X1740","HN",0.226848792107599
"X1741","HN",0.227690671177449
"X1742","HN",0.228467904914942
"X1743","HN",0.229239613957621
"X1744","HN",0.230011167988293
"X1745","HN",0.230762503806278
"X1746","HN",0.231272708970012
"X1747","HN",0.232216908342411
"X1748","HN",0.23326992367405
"X1749","HN",0.234224582162461
"X1750","HN",0.235277648341997
"X1751","HN",0.236304052419694
"X1752","HN",0.237301670974213
"X1753","HN",0.238390776600845
"X1754","HN",0.239453419438829
"X1755","HN",0.240572082393417
"X1756","HN",0.241574086549629
"X1757","HN",0.242538512103449
"X1758","HN",0.243630116949816
"X1759","HN",0.244719452158619
"X1760","HN",0.245867531492337
"X1761","HN",0.247013245317655
"X1762","HN",0.24811200794883
"X1763","HN",0.249099235966611
"X1764","HN",0.250081185508216
"X1765","HN",0.251037227014193
"X1766","HN",0.252094142800671
"X1767","HN",0.253136292329888
"X1768","HN",0.254153024135528
"X1769","HN",0.255006194659854
"X1770","HN",0.255896239530146
"X1771","HN",0.256829750165744
"X1772","HN",0.257773309952533
"X1773","HN",0.258759839170428
"X1774","HN",0.259685720497423
"X1775","HN",0.260523452739964
"X1776","HN",0.261396809608679
"X1777","HN",0.262290761072415
"X1778","HN",0.263164389735321
"X1779","HN",0.263988078875815
"X1780","HN",0.26470066161454
"X1781","HN",0.265408503804412
"X1782","HN",0.266069644394628
"X1783","HN",0.266664405662839
"X1784","HN",0.267206503238393
"X1785","HN",0.267694859680624
"X1786","HN",0.268140451229781
"X1787","HN",0.268543454192868
"X1788","HN",0.268847394011148
"X1789","HN",0.268748835410561
"X1790","HN",0.268673605906029
"X1791","HN",0.268433498035287
"X1792","HN",0.268284378966325
"X1793","HN",0.268153904669733
"X1794","HN",0.26804639050742
"X1795","HN",0.267980169847737
"X1796","HN",0.26799506141633
"X1797","HN",0.268006849823699
"X1798","HN",0.267944878514948
"X1799","HN",0.268010864662965
"X1800","HN",0.268012647182266
"X1801","HN",0.270088131533886
"X1802","HN",0.269939446034686
"X1803","HN",0.269779539188303
"X1804","HN",0.26962292447968
"X1805","HN",0.269431634699815
"X1806","HN",0.269220425448942
"X1807","HN",0.269068871751336
"X1808","HN",0.269034512008808
"X1809","HN",0.269034563556275
"X1810","HN",0.26887976864935
"X1811","HN",0.268744844150698
"X1812","HN",0.268589768294712
"X1813","HN",0.268482349800993
"X1814","HN",0.268371829996548
"X1815","HN",0.268419430791783
"X1816","HN",0.268524011946929
"X1817","HN",0.268523118319638
"X1818","HN",0.268468511290561
"X1819","HN",0.268352731563772
"X1820","HN",0.268276641817744
"X1821","HN",0.268232391360386
"X1822","HN",0.268237888992431
"X1823","HN",0.268346652322286
"X1824","HN",0.268527018337364
"X1825","HN",0.268702425374096
"X1826","HN",0.268901347028228
"X1827","HN",0.269159369474836
"X1828","HN",0.269309218590469
"X1829","HN",0.269465074712046
"X1830","HN",0.2696354853917
"X1831","HN",0.267042276961135
"X1832","HN",0.267493139769452
"X1833","HN",0.267909386495024
"X1834","HN",0.268337811211905
"X1835","HN",0.268887872678677
"X1836","HN",0.269379648386915
"X1837","HN",0.269866547522939
"X1838","HN",0.270439757677139
"X1839","HN",0.271184452996413
"X1840","HN",0.27186245188453
"X1841","HN",0.272605586653239
"X1842","HN",0.273422798427561
"X1843","HN",0.274294358247906
"X1844","HN",0.275220265452768
"X1845","HN",0.276298971194238
"X1846","HN",0.277398029005249
"X1847","HN",0.278546595029841
"X1848","HN",0.279773522069085
"X1849","HN",0.281099395599463
"X1850","HN",0.282448798753852
"X1851","HN",0.283942288140548
"X1852","HN",0.285555069366789
"X1853","HN",0.28725654033229
"X1854","HN",0.288998110506926
"X1855","HN",0.290834333813811
"X1856","HN",0.292731252031726
"X1857","HN",0.29469704743676
"X1858","HN",0.296657591551752
"X1859","HN",0.298682189427687
"X1860","HN",0.300709602178533
"X1861","HN",0.302769407051585
"X1862","HN",0.30480001680627
"X1863","HN",0.306876884160122
"X1864","HN",0.308957077400556
"X1865","HN",0.310968780276656
"X1866","HN",0.312921608745872
"X1867","HN",0.314796529296496
"X1868","HN",0.316749131151892
"X1869","HN",0.318492255125294
"X1870","HN",0.32019006480178
"X1871","HN",0.321703546925918
"X1872","HN",0.323173746734892
"X1873","HN",0.324395823526483
"X1874","HN",0.325441523424033
"X1875","HN",0.326353857477691
"X1876","HN",0.327036032677441
"X1877","HN",0.32750311915612
"X1878","HN",0.327677003930385
"X1879","HN",0.327523618834255
"X1880","HN",0.327013635368628
"X1881","HN",0.326022100324616
"X1882","HN",0.324798920061195
"X1883","HN",0.323170696623152
"X1884","HN",0.321230624122839
"X1885","HN",0.318820232350704
"X1886","HN",0.315999536587371
"X1887","HN",0.31288795494713
"X1888","HN",0.309266379141379
"X1889","HN",0.305595034832854
"X1890","HN",0.301553869826074
"X1891","HN",0.297469564933764
"X1892","HN",0.293115351022302
"X1893","HN",0.288647332150701
"X1894","HN",0.283903931514807
"X1895","HN",0.278977277350958
"X1896","HN",0.274139045627129
"X1897","HN",0.269158564179322
"X1898","HN",0.264427509753592
"X1899","HN",0.260129922547135
"X1900","HN",0.255592337814427
"X1901","HN",0.251268913996809
"X1902","HN",0.247055087495042
"X1903","HN",0.242999737619471
"X1904","HN",0.239088547324441
"X1905","HN",0.235509379750138
"X1906","HN",0.232167745618479
"X1907","HN",0.229016645851336
"X1908","HN",0.226326633117412
"X1909","HN",0.223578170699957
"X1910","HN",0.221213105006703
"X1911","HN",0.219054992994115
"X1912","HN",0.217205809154851
"X1913","HN",0.215428512736943
"X1914","HN",0.213870801362025
"X1915","HN",0.212528223787064
"X1916","HN",0.211162229889548
"X1917","HN",0.209961781426158
"X1918","HN",0.209029243986989
"X1919","HN",0.20831454566346
"X1920","HN",0.207586392656491
"X1921","HN",0.207046309685807
"X1922","HN",0.206586386106684
"X1923","HN",0.206160833354532
"X1924","HN",0.2059593327145
"X1925","HN",0.206044486365391
"X1926","HN",0.206116196819463
"X1927","HN",0.206288250084825
"X1928","HN",0.206462068949116
"X1929","HN",0.206699499673077
"X1930","HN",0.207156737950531
"X1931","HN",0.207559568412383
"X1932","HN",0.207957097750109
"X1933","HN",0.208615385378274
"X1934","HN",0.20933666137537
"X1935","HN",0.210242714539032
"X1936","HN",0.211536119940274
"X1937","HN",0.21274122847692
"X1938","HN",0.213955468505931
"X1939","HN",0.215127330347548
"X1940","HN",0.216250709665431
"X1941","HN",0.217558222321865
"X1942","HN",0.21896955354125
"X1943","HN",0.220301920835616
"X1944","HN",0.221846911593205
"X1945","HN",0.223463056185566
"X1946","HN",0.225211028086892
"X1947","HN",0.227192554690256
"X1948","HN",0.228965704890595
"X1949","HN",0.230723113156841
"X1950","HN",0.232585185533876
"X1951","HN",0.234390761243334
"X1952","HN",0.236203639102089
"X1953","HN",0.238145498935408
"X1954","HN",0.24010058766338
"X1955","HN",0.242038286413836
"X1956","HN",0.243906591289727
"X1957","HN",0.245997517603348
"X1958","HN",0.248184922955338
"X1959","HN",0.250180477738418
"X1960","HN",0.252233385039274
"X1961","HN",0.254182046142428
"X1962","HN",0.256060591892422
"X1963","HN",0.258098282859528
"X1964","HN",0.260279272305352
"X1965","HN",0.262346747489157
"X1966","HN",0.264416799834343
"X1967","HN",0.266557182587956
"X1968","HN",0.268576809253589
"X1969","HN",0.270515775056467
"X1970","HN",0.272528518765142
"X1971","HN",0.274660340752
"X1972","HN",0.276700437593538
"X1973","HN",0.278816983417867
"X1974","HN",0.281024770943607
"X1975","HN",0.283091358317531
"X1976","HN",0.285174090326251
"X1977","HN",0.287024306355844
"X1978","HN",0.288839103869549
"X1979","HN",0.290651710064006
"X1980","HN",0.292396373920422
"X1981","HN",0.294210906582759
"X1982","HN",0.29608768220181
"X1983","HN",0.297946396060866
"X1984","HN",0.299855719963161
"X1985","HN",0.301748954208663
"X1986","HN",0.303492926446722
"X1987","HN",0.305235594901407
"X1988","HN",0.307047643588204
"X1989","HN",0.308746449378582
"X1990","HN",0.310484906949688
"X1991","HN",0.312250998624516
"X1992","HN",0.313953275664643
"X1993","HN",0.315498938754795
"X1994","HN",0.317154474201005
"X1995","HN",0.318974093406197
"X1996","HN",0.320643542137347
"X1997","HN",0.322350502969885
"X1998","HN",0.323937303226279
"X1999","HN",0.325452551672282
"X2000","HN",0.326942603465164
"X2001","HN",0.328338761143944
"X2002","HN",0.329775735773193
"X2003","HN",0.33124006055736
"X2004","HN",0.332623368853867
"X2005","HN",0.334059317049025
"X2006","HN",0.335467231090716
"X2007","HN",0.336747251445393
"X2008","HN",0.337955104341422
"X2009","HN",0.339137436788069
"X2010","HN",0.340345345014267
"X2011","HN",0.341462461735366
"X2012","HN",0.342481282587445
"X2013","HN",0.343525778737655
"X2014","HN",0.344508612146787
"X2015","HN",0.34551037934922
"X2016","HN",0.346504978335993
"X2017","HN",0.347509679624536
"X2018","HN",0.348419120068175
"X2019","HN",0.349241434507029
"X2020","HN",0.35010870113746
"X2021","HN",0.350985251632193
"X2022","HN",0.351809827522582
"X2023","HN",0.352554798585555
"X2024","HN",0.353253677905654
"X2025","HN",0.353931338613154
"X2026","HN",0.354472867306092
"X2027","HN",0.355045880255834
"X2028","HN",0.355705316446941
"X2029","HN",0.356235198557713
"X2030","HN",0.356701631509071
"X2031","HN",0.357241719481993
"X2032","HN",0.357684754405379
"X2033","HN",0.358110555519845
"X2034","HN",0.358524355987255
"X2035","HN",0.358954284470644
"X2036","HN",0.359397707211135
"X2037","HN",0.359872301845669
"X2038","HN",0.360211073073173
"X2039","HN",0.360545406166997
"X2040","HN",0.360860632971828
"X2041","HN",0.361199363320438
"X2042","HN",0.361530702088639
"X2043","HN",0.361899019221912
"X2044","HN",0.362200877834822
"X2045","HN",0.362488091058019
"X2046","HN",0.362660678608002
"X2047","HN",0.362909247093141
"X2048","HN",0.363112175189915
"X2049","HN",0.363258865721704
"X2050","HN",0.363369599058884
"X2051","HN",0.363517342449056
"X2052","HN",0.363725328931822
"X2053","HN",0.363906242687423
"X2054","HN",0.364160383033167
"X2055","HN",0.364457993698501
"X2056","HN",0.364667630594911
"X2057","HN",0.364815825389698
"X2058","HN",0.365006454434267
"X2059","HN",0.365259341336468
"X2060","HN",0.365440378347625
"X2061","HN",0.365643297668064
"X2062","HN",0.365939306023152
"X2063","HN",0.366188728050412
"X2064","HN",0.366448820862795
"X2065","HN",0.366648382624542
"X2066","HN",0.366828253229236
"X2067","HN",0.367054507283947
"X2068","HN",0.367253426872235
"X2069","HN",0.36744746152065
"X2070","HN",0.367640722332332
"X2071","HN",0.367864617197342
"X2072","HN",0.36802240125076
"X2073","HN",0.368152505080532
"X2074","HN",0.368296074277971
"X2075","HN",0.368486135866328
"X2076","HN",0.368589001269124
"X2077","HN",0.368567340370967
"X2078","HN",0.36866340274169
"X2079","HN",0.368635218255315
"X2080","HN",0.36866730659663
"X2081","HN",0.368807321285587
"X2082","HN",0.368978351617574
"X2083","HN",0.369110928057502
"X2084","HN",0.369144465660262
"X2085","HN",0.369205456633333
"X2086","HN",0.36923167486203
"X2087","HN",0.36927141517763
"X2088","HN",0.369364499574873
"X2089","HN",0.369424242114862
"X2090","HN",0.369432347404235
"X2091","HN",0.36943106116083
"X2092","HN",0.369448304198001
"X2093","HN",0.369423798423139
"X2094","HN",0.369474929110477
"X2095","HN",0.369546173179095
"X2096","HN",0.369478596350371
"X2097","HN",0.369430293329018
"X2098","HN",0.369349849762377
"X2099","HN",0.369162603104202
"X2100","HN",0.369082237550715
"X2101","HN",0.369043832774984
"X2102","HN",0.368924429733556
"X2103","HN",0.368839106291177
"X2104","HN",0.36869071885215
"X2105","HN",0.368601137941354
"X2106","HN",0.368478106068455
"X2107","HN",0.368317802227409
"X2108","HN",0.368155285942737
"X2109","HN",0.368053993761793
"X2110","HN",0.367911034276467
"X2111","HN",0.367739921885037
"X2112","HN",0.367633945538514
"X2113","HN",0.367520759360171
"X2114","HN",0.367293385222624
"X2115","HN",0.367113255338274
"X2116","HN",0.366986520425091
"X2117","HN",0.366893691410558
"X2118","HN",0.3667925473386
"X2119","HN",0.366695844535148
"X2120","HN",0.366663865820292
"X2121","HN",0.366567407315779
"X2122","HN",0.36655965382728
"X2123","HN",0.366260682098551
"X2124","HN",0.366178611204763
"X2125","HN",0.366035075980472
"X2126","HN",0.365683555815595
"X2127","HN",0.365411745271147
"X2128","HN",0.365104886873733
"X2129","HN",0.364802386618647
"X2130","HN",0.364530748904913
"X2131","HN",0.364246752307127
"X2132","HN",0.363949387107573
"X2133","HN",0.363578226387131
"X2134","HN",0.363232743215022
"X2135","HN",0.362895892578404
"X2136","HN",0.362566691790809
