UID,X350,X400,X450,X500,X550,X600,X650,X700,X750,X800,X850,X900,X950,X1000,X1050,X1100,X1150,X1200,X1250,X1300,X1350,X1400,X1450,X1500,X1550,X1600,X1650,X1700,X1750,X1800,X1850,X1900,X1950,X2000,X2050,X2100,X2150,X2200,X2250,X2300,X2350,X2400,X2450,X2500
B001,0.0822960622458873,0.0465308529008621,0.0554401459994186,0.0659117253917,0.165976018796171,0.105845192356909,0.0715326454966319,0.13193478896480598,0.450569022983024,0.461222132781726,0.45891949070815397,0.456852561680815,0.449004997847174,0.445094764703876,0.45119234314138895,0.44879657109214,0.42568540762822293,0.41787053602595503,0.421749430406985,0.4151471957047921,0.373068394869798,0.215532013020501,0.147293491324339,0.197947714281262,0.263420816368493,0.302515538273658,0.321518831519788,0.31710484524407895,0.29386625840902003,0.27003676505961605,0.249336597548129,0.0556639902612548,0.0480054937268552,0.0736951457782832,0.10894675808280999,0.142685095030383,0.168140036034306,0.174738361965001,0.16490991815561198,0.14146480008821,0.114850622532291,0.0887609070818031,0.0639222225475689,0.0485415024655557
B002,0.0802960322611935,0.0455956607453974,0.0542800824009866,0.0638078537821929,0.15075470847002698,0.0972558456587336,0.0675389356905716,0.121333113428104,0.4491836665874871,0.46031137468393296,0.45812459974501496,0.456154345747943,0.44851746185732,0.44465944844899996,0.45052303703282603,0.44816192773526603,0.425481894620815,0.417723412870956,0.421596825094218,0.41513299439652396,0.374101989017403,0.222465422152824,0.15411171558691197,0.20320571897335102,0.26659283193601296,0.304485922496976,0.323057488833914,0.318479534708284,0.296098791003295,0.273443608171898,0.25343887345770394,0.0600632158506372,0.0520134370591626,0.0793108151179037,0.11460873477140199,0.147660644352911,0.172186516092988,0.17857620643706798,0.168748890307887,0.14535141430937698,0.11900737413762899,0.0932158552084848,0.0676780557040995,0.0516024033174588
B003,0.0775067373503642,0.0444774436522646,0.0527435370226376,0.062273063382117,0.144076549800224,0.0939249194862334,0.0655441769839539,0.11763259003201401,0.446764935625465,0.45701583525175704,0.4545027577731379,0.45227280665435904,0.4447033035932121,0.44081885971023904,0.4464970229629171,0.443966317252006,0.421878924011044,0.41427878559083203,0.41794153552639,0.41152363572791395,0.3709728750821671,0.224832799843105,0.15410417203381502,0.200049900555218,0.262483405617881,0.300470182848442,0.319071435969811,0.315371504350862,0.29320432744853603,0.271505046817993,0.25229862578601997,0.0625562380521792,0.053526038074275,0.0798974193894542,0.114889651357234,0.148302210635654,0.172926423709401,0.17916098985838502,0.17036005199881,0.148265628286086,0.12123677920482401,0.0952654174919034,0.0698608750966947,0.0535594336469716
B004,0.0817494091011657,0.0463915551551959,0.0548572998474158,0.0646144191342985,0.154817912311322,0.0992789658297474,0.0683657803734571,0.126323580859697,0.449078028257611,0.4594317310697179,0.457020890830533,0.454857411009992,0.447262294391746,0.443404766403394,0.448727269744598,0.44628421745009705,0.42415620286409206,0.416561121340226,0.42022402202024994,0.41385538138408795,0.37409532863546796,0.22944521589473002,0.16176025754929502,0.209480700742563,0.27033640678598697,0.30647037220146,0.32420782220822997,0.32010448625185495,0.298920428273703,0.27766078737007,0.25862606348887895,0.0640177158211724,0.0546828987872677,0.0843739227423048,0.121734439410692,0.156097471141285,0.18094101468290602,0.18682021840354604,0.17723606966448602,0.154257359528855,0.127712520665414,0.100775891568789,0.0732288685903298,0.055202144980552995
B005,0.082352392888968,0.0463436921226678,0.0550894156674797,0.0646021376906034,0.148535160105363,0.0965409111893618,0.0675440457018965,0.120917808297922,0.451557084875131,0.464044428786826,0.4619969446068,0.46007019502315505,0.45242485642320096,0.44842640802619005,0.45368500415532104,0.45154565484203,0.42881016041812897,0.420659110713135,0.424585527192664,0.418122441786942,0.377724669992178,0.226404085974744,0.156726585987806,0.20555807849043303,0.269037975963635,0.306957906001122,0.325527671736823,0.320944249139195,0.298809077374863,0.27657081256988497,0.256466281113192,0.061079545837333,0.052423441477626,0.0800162629939814,0.11556948793686699,0.14901122829637,0.173868658975891,0.18016920787597498,0.17031553241192904,0.146476218550719,0.120510533694678,0.0944195036070665,0.0686432209660826,0.0522527924035356
B006,0.0801852104326319,0.0458884157917786,0.055055307089148,0.0650954496092815,0.154828781178325,0.10015476167107001,0.0692760652274755,0.12554184437228502,0.45040226355804897,0.461705583623579,0.459517826592414,0.45749616105378293,0.449635881703815,0.44562182197953204,0.451021619869626,0.448720024832236,0.425547062661976,0.417569764348526,0.42148755673544896,0.414819608695081,0.372676418897497,0.21546308452194501,0.14551033018054998,0.19416624500966798,0.259830353218954,0.29977652696824203,0.319267759905577,0.315021778310019,0.29139245625333,0.267519274486888,0.24639812113391898,0.0571898403287102,0.049523497296522,0.073709412752812,0.106973363572274,0.139488934578733,0.164660506143752,0.171236286539067,0.161634329924115,0.138630344628853,0.11260262791016301,0.0874442371505306,0.0637463630979707,0.0493630705149253
B007,0.0792288937920045,0.0450681218074701,0.0534223410416008,0.0633290941401881,0.14981037121492702,0.0972493689180726,0.0671116182482835,0.123008798456786,0.45035995649246796,0.46213131268399393,0.46001394260069295,0.45804385631946004,0.450426035653154,0.44643479823140003,0.45145720839562,0.44927555171531997,0.426671286025656,0.418627734365149,0.42255473869127297,0.41615074635335797,0.37567233077828993,0.22606980858793602,0.155299900529643,0.20289834366815998,0.266299837355671,0.304523118912708,0.323263435702703,0.3190237977757439,0.296882011066817,0.27481076773400304,0.25528657355463397,0.060901136815588,0.0518750223959777,0.0795563505740565,0.11507818999900501,0.148793094776252,0.173747017885013,0.18007867628906696,0.170651917019061,0.147124457602573,0.120766875030863,0.0944928465493351,0.0684169784638675,0.0517955075845106
B008,0.0799256139112714,0.0449125640106652,0.0534085691629645,0.0627991586565524,0.150388149700574,0.0970275839839696,0.0664291498788681,0.12293869018733501,0.445311583425909,0.45425502872957296,0.451536143187124,0.449173773721704,0.441233671248281,0.437331785913449,0.443349621763243,0.4405296000305471,0.417557468419283,0.410165458166471,0.413847350938861,0.407041725858026,0.363731272769759,0.207440206560659,0.138277901589143,0.18515712302203197,0.249822710645524,0.290038503929729,0.309818756255268,0.305540393279175,0.28140702228424197,0.25758114005588895,0.237160611860715,0.0536281070964988,0.0459558572431087,0.0686387374158498,0.10083346377075,0.132399522688038,0.15714450314435002,0.164000071748114,0.15511289475105702,0.132995687935959,0.107546232169748,0.0830810184680921,0.0602126478565904,0.0463342792184029
B009,0.0811636607403537,0.0458920414342172,0.0540811056904195,0.0631009608127103,0.14686819888492403,0.0941096884075467,0.0652571864390101,0.117984814888855,0.44650923296453604,0.45640393470851703,0.45384255705676796,0.451602760037882,0.4436281069780061,0.43974376242402,0.44594739049040505,0.443257230068359,0.42002080783972395,0.41246470976119504,0.416300268030719,0.409516811360788,0.365863173572591,0.205565007970901,0.13616464320008698,0.18451525882451697,0.250955438422849,0.292078505842803,0.312171987419076,0.30793867947712605,0.28341137589196996,0.258948981489469,0.237855038866987,0.0529131050434512,0.0459027439845015,0.0675938565478285,0.099386596110236,0.131185109956818,0.156255945781373,0.16347683227248902,0.154699229281924,0.132452310898841,0.10641622373502499,0.0818763439640853,0.0596476562793895,0.0463478308125721
B010,0.0802370363509114,0.0457135161149098,0.0537586385906175,0.0631298791159633,0.142527926893526,0.0932636871241594,0.0656271563948407,0.115888659058569,0.44685537403986,0.45762828630087504,0.45521283780088795,0.45304628401666003,0.445170634267134,0.441255713422242,0.44709156136100103,0.44447656251328105,0.421369280767054,0.41368419490382,0.417496334017899,0.41075336330532103,0.367843054958568,0.21006658320833102,0.14089330314986198,0.189139201334837,0.25441017299173,0.294547517889526,0.31423595492802503,0.30948545314873305,0.28557551359575606,0.261839779114877,0.24079333192869398,0.053743003954034,0.0461884199367171,0.0694414701558073,0.102022404366205,0.134024336172756,0.158563930582759,0.165341297375306,0.15609131520578698,0.133173140559916,0.10774685387192899,0.0831221660274765,0.0600834962031903,0.0462745617555938
B011,0.077628913327727,0.0442659365041537,0.0517215249982349,0.0601393680476092,0.129396131936805,0.0850622161997895,0.0608537970854711,0.10524115471356402,0.44401906186497,0.45466328080989205,0.45214278705601496,0.449894209024658,0.442099523452495,0.43818111607018895,0.44453340108807,0.441949930111245,0.419027182447486,0.411246958478389,0.415095719010799,0.4083938313296311,0.36523181440222396,0.208234904025243,0.13625784132809,0.181911319204094,0.247558680937636,0.28896090835341603,0.309273614533151,0.30476683934355103,0.280412657540508,0.25693472309809195,0.23663983993294602,0.0546650520649658,0.0471849760477509,0.0681455679504331,0.0985025523391092,0.129577822236505,0.153467698750988,0.160262461427547,0.151751644513836,0.129552182311887,0.10474323532021301,0.0813765660789701,0.0599207131495525,0.0472187870018961
B012,0.0787443450819529,0.0452541415120555,0.0532432404413627,0.0620558827266656,0.13790238036787,0.0901843951398771,0.0638754347772707,0.11288168681042401,0.4463088330788039,0.45702873940919303,0.4546862610571811,0.452565192117569,0.44490148097769,0.44104089993293,0.44708207387761295,0.44466096408762107,0.42207024095410794,0.41433513914256903,0.41818871261251706,0.411717118624231,0.37003237787578597,0.217413970440565,0.14658356443135198,0.19335879042457998,0.25769237366185,0.29727319709586897,0.316692282896708,0.312449358604951,0.28937069613760497,0.26673176856735503,0.24675230415835298,0.0589525147947745,0.0507672339165385,0.0749609694612262,0.107968241984461,0.14045874503857,0.16503202102143696,0.171602804901076,0.16263371617528102,0.13994923388645902,0.114097725628168,0.0891707419357575,0.0654249312067691,0.0505963365499078
B013,0.0794948716119708,0.0449128420527161,0.0528427547494303,0.0614819940233451,0.141998243357222,0.0902369051642704,0.0628415040369771,0.113063038046856,0.444639429677609,0.453616680034863,0.45083226728315706,0.44839335799758395,0.440438321074377,0.436516029530859,0.44295990468144797,0.440038832744248,0.417082113265367,0.409674796459035,0.41334540260332303,0.40653432008838897,0.36291478481607,0.205035933621927,0.13546808547907,0.182798423271736,0.24812356823957196,0.288846692813373,0.308887138604253,0.304417869762678,0.28014702123071505,0.25616744165453303,0.235651677850896,0.0523486600280453,0.0450441145551228,0.0668940717307806,0.0984501733255396,0.129824438888931,0.15448741283863401,0.161595349455116,0.152521134140512,0.13024859820292697,0.10503467868954598,0.0808711433471564,0.0586299861053763,0.0453648803441176
B014,0.0813117738627704,0.046311795215614994,0.0555695314763661,0.0657461964983761,0.157525548296339,0.101990779413616,0.0705642905218972,0.126758183018134,0.453138669888324,0.4657362532732329,0.463920725310499,0.462161580817284,0.454510919923928,0.450502780795402,0.455667514640761,0.453698262597073,0.43068238539855397,0.422363489009935,0.42643007445565,0.419957237972148,0.37927169602758604,0.22404328050404396,0.152666258935336,0.20248001523328601,0.268254608336087,0.307471070631607,0.32647957166852803,0.322275097214168,0.29969197897705396,0.27674515740566197,0.25584617579408503,0.0594840253147206,0.0513198534664401,0.0770198599531441,0.11222399276337999,0.14646968485141298,0.172340032237344,0.17924982125444502,0.16950730072352302,0.14544712648150399,0.11846305118628901,0.0919201255643384,0.0668629306313453,0.0513090807205712
B016,0.0799008243104115,0.0456105457082635,0.0536376082538748,0.0627577941782755,0.14230045399894597,0.0926121465884237,0.0652327217719453,0.115159751761411,0.448369270703765,0.459641217863608,0.45745784348301893,0.455476185152895,0.44777339080496004,0.443895778408544,0.4499610493115371,0.447544259562831,0.4247009352173471,0.41690163743302794,0.420744822119797,0.414129933536208,0.37241061776939705,0.217911639919511,0.148383463664144,0.19706302726374303,0.26192906625398105,0.301098847329909,0.320039831502736,0.315880044996311,0.292616642224431,0.26929909596365104,0.248526174215447,0.0588321178698141,0.0513812993188453,0.0757238620425965,0.109633706758099,0.14278956711486,0.167398723289896,0.17381055396197598,0.164985728244861,0.142491039759201,0.115549140044679,0.089979005135119,0.0661379677383191,0.0513120319324898
B018,0.0774601192192,0.0442384275130345,0.0523680198799446,0.0613462074861665,0.13717673680403,0.0893685949931114,0.0631820767945389,0.11212508162183302,0.44749091782901207,0.458357716052742,0.45595353517327003,0.453763069855406,0.445900729566509,0.44179930134270295,0.447536177524534,0.44506423643505394,0.42191530723936604,0.41380864678016,0.417723417026729,0.411046368895454,0.36781054531357704,0.209793447157161,0.13604843778569697,0.181626446949041,0.24818374880293,0.290307496224044,0.311008102061268,0.30688364959368397,0.28247745178877004,0.258858454768063,0.238567863639392,0.0555604540116676,0.0478809535583548,0.0686390496754841,0.0986859246580293,0.129790749727658,0.154471843550508,0.161716493224894,0.15320607170668601,0.13093701455264,0.105768478140455,0.0821628164503293,0.0606588994179898,0.0481030550911858
B019,0.0811136171507119,0.045506726475559006,0.0532704433366168,0.0622264742045103,0.140838528820634,0.0907224085369571,0.0635078836888817,0.114517249391363,0.44697739444385604,0.457316105326448,0.454808335478694,0.45259311531052293,0.444652704434266,0.44072110764415795,0.44666187577556393,0.443946201606814,0.42083877166567296,0.413253307774122,0.417000594415202,0.41021431323953494,0.3671994005673321,0.20956770379699102,0.14114939688488098,0.189694290843231,0.25462909148324103,0.29441391657686,0.313827611912367,0.309166851090133,0.285055168703705,0.26110248889015303,0.24026109782821697,0.0541037118890096,0.0470101738809787,0.0702717371697455,0.102894317406859,0.134634297990636,0.15888680374565398,0.16557404725599403,0.156530114919291,0.134169915291494,0.108353158771731,0.0837280549155875,0.0608468818563617,0.0468932036454139
B021,0.07766550588958901,0.0444384801958522,0.0525349209400009,0.061399114530579994,0.135010611985146,0.0886834161114426,0.0632167325749505,0.110320994394852,0.44564856937640296,0.45625042630031504,0.453800058607086,0.45160356418094105,0.44391032190362895,0.44000698466362603,0.44607245065162604,0.443647436815861,0.4210503071415129,0.4132130553697871,0.4170736128423979,0.41052528689590506,0.36863225321385895,0.215314009064171,0.142883531340703,0.18896427310847602,0.253815930492163,0.294135093851986,0.313970272152601,0.309763285045587,0.286341877418022,0.26372947342594,0.24392948973965,0.0574525343712719,0.0492680868862681,0.07228556924354201,0.104410257464541,0.13652519791738302,0.161041522410726,0.167891736011505,0.159248188831825,0.136453176656962,0.110944970643599,0.0864315049869497,0.0634039250440702,0.0494245192996576
B022,0.0790456479145805,0.0453242183510171,0.0541665914575521,0.0639195508835071,0.14781631545272197,0.0966075217690986,0.0676030546445119,0.12109560987353801,0.448484725595875,0.459407387744938,0.457161705912842,0.455107460572907,0.447505821096397,0.443617886033472,0.449350931551625,0.44712882177956,0.42463066597650295,0.416676530749579,0.42058327861585104,0.41421868686711794,0.37324376234615997,0.22234890551977302,0.14981596536413197,0.196456830930503,0.260895110783935,0.300359985311211,0.319742062033617,0.315993245727859,0.293291552894855,0.270904924252913,0.251277065430568,0.061167204648302005,0.0525717643900411,0.0772210370919065,0.110855767612341,0.14364371112045599,0.16877335862267498,0.1758056507361,0.16712647386809698,0.144519122093863,0.11785386116398401,0.0925003909703555,0.0682328478475014,0.0529429356034013
B023,0.0789181049202168,0.0449686624415835,0.0532162532257661,0.0627103687195437,0.150146905711857,0.0963075378416049,0.0661060638497457,0.12122316006336,0.447574322828984,0.457646793398443,0.455177226796443,0.45296700786983796,0.4451351151611371,0.44114464675096293,0.44692869734054796,0.444428652204651,0.421529392718993,0.413593492675324,0.417446904455327,0.410827199064824,0.36822495065804994,0.21225590049683998,0.13964010669689,0.186116729735087,0.25168347343431396,0.29259361963424896,0.31281770946744103,0.30858151304342496,0.28472095443598305,0.26141057096821496,0.24157362255612,0.055209800327232,0.0471008710167573,0.0694357503242334,0.10115895350164698,0.132746134707462,0.15770008103879002,0.16502803256614598,0.155873080005695,0.13310391730681,0.10776161947872,0.0835192520265848,0.0608277730040091,0.0472961107594801
B024,0.0824455236850775,0.0462982969727896,0.0542026810497263,0.0628417095711034,0.142046355207513,0.0910791329262423,0.0640119132071746,0.11506075774856402,0.446503740585598,0.4565062137835179,0.453852617197862,0.451542772728796,0.443460544594426,0.43953180864456604,0.4459305236860371,0.44319331838958503,0.419733655201987,0.41224091784884104,0.41606276643881396,0.4092397162984329,0.36510283107882,0.20301692338782898,0.135374865800419,0.18441106620040598,0.250656685207792,0.291492375148906,0.311449129537948,0.30669315403745395,0.28192659864069397,0.25711917074205604,0.23577200867345702,0.0517949822207522,0.0450275323802616,0.0667920083891157,0.0984863659440517,0.129983380217784,0.154679045868478,0.161583417326379,0.152466793308431,0.130094450179348,0.104767531910556,0.0806135621222952,0.0586737736680275,0.0455426796383251
B025,0.0813373782852253,0.0454685211319081,0.0533807559870701,0.0623176585023756,0.14161192137709697,0.0912415997414709,0.0639139772913032,0.114551315765901,0.448250409117892,0.459458705320272,0.457074356506613,0.45494714764433397,0.447098516865668,0.443144563239914,0.44883887883410106,0.446341449783539,0.42334380484413403,0.415519815883032,0.419375379744654,0.41275210517855704,0.370413936517168,0.21367907613075,0.14348078290201,0.19191076100787804,0.257317134703321,0.29723449785978495,0.31679632849543,0.31214717574592,0.288575277177639,0.265108381283843,0.24479409654505105,0.0543834412236004,0.0463664705208362,0.0704838088886207,0.103990361774916,0.13682764263159403,0.161950035497285,0.168833357763869,0.159436590677279,0.13616643089322802,0.11027002103482,0.08507224651977299,0.0612421273181759,0.0468572979772968
B026,0.0781211694754986,0.0445845850910831,0.0530396681396632,0.0624262807053401,0.143035945822624,0.0930687970199599,0.0652381834099505,0.116702333469199,0.448553253506083,0.459836241363537,0.45761729904816906,0.455587657202428,0.4479066715819339,0.4439481792903449,0.449586176278505,0.4472224483963,0.42451567500570403,0.41645642619314593,0.42036636171754205,0.413846479016099,0.37228732990396,0.218404529608098,0.145555346009579,0.192725371267311,0.258042276994126,0.29819358593135403,0.317976664474026,0.31358047726627103,0.29052571892789003,0.267913277690999,0.247944630563217,0.0567380062055642,0.0481846334985462,0.0724095117659237,0.10556653559770901,0.138327599763272,0.163463759714225,0.17061662687217,0.161276937273284,0.137495508116586,0.111743656722988,0.086800798453073,0.0628917411164716,0.0484003109711381
B027,0.0788859347202984,0.0453677986097584,0.054144324120852995,0.0636886426466758,0.144928065819701,0.0953229694984999,0.0671370533563649,0.11837714657988699,0.44651649260401705,0.456956037151791,0.45457424024990095,0.452439153083898,0.444772431857818,0.440875303859926,0.446822185029177,0.444331145138601,0.42175955643214397,0.414068086534033,0.41787210378903394,0.41134007584348903,0.36965207323757104,0.21786631715594898,0.147795983038781,0.19451723558792103,0.258057142819759,0.29714485393980605,0.31637992793455605,0.312176042999666,0.28901499799073305,0.26634525722209196,0.246484064250916,0.059812370687730994,0.0518031512485551,0.0764480709776562,0.10951181718907599,0.141175106933793,0.165267296795141,0.171858029999945,0.16295465186904,0.140860272780621,0.11497240426924499,0.0903126121329921,0.0665265497009794,0.0517623731880918
B028,0.0797491115471324,0.0451292402937593,0.0529597486242664,0.0617470099295204,0.139262157484292,0.0896079983133566,0.0628083867826608,0.11295080895393599,0.44618545769186496,0.45637872769605,0.45389539597472794,0.45172596405539095,0.44389221656245703,0.4400046633841889,0.44664553657296596,0.44400992635609604,0.42096107655979903,0.413303059283198,0.41710796086898705,0.410403625580091,0.367361345876513,0.20964748695477697,0.13986425425410198,0.18818749085428302,0.2537193253412,0.29399584886810104,0.313680799184993,0.309127127407375,0.285047096358819,0.261175077262601,0.24045872521185602,0.053465407899821,0.0462567991467313,0.0691918027876265,0.10169331231103901,0.133675529639202,0.158171620345218,0.16504365222981698,0.15600299323087,0.133319513365218,0.107486048144859,0.0828025473659364,0.0599850207892898,0.0462408660741282
B029,0.0811874865556753,0.0455551823512264,0.0538655646382827,0.0629214021447369,0.14440933564017003,0.0933296903068881,0.065335915773341,0.11714539998032499,0.447283179345955,0.457667975587558,0.455337126432206,0.4532662610876121,0.44545143763457395,0.44159276193370395,0.447451618710029,0.444892533128398,0.42179132923942,0.41417697374847295,0.418008071334571,0.41125955807247294,0.36849605946796604,0.21075745861798603,0.14231241250986998,0.191081541868725,0.25623130676129396,0.296020332537538,0.31546343670654997,0.31060025989453605,0.28678204314622396,0.26302440401981303,0.242138219562706,0.0540958145291605,0.0465518051961959,0.070383023674356,0.10353960223516401,0.13593293103735102,0.16043115907412,0.16689899553954402,0.157471368485278,0.13445751069692902,0.10901742620966601,0.0842173003874222,0.0608518470843002,0.0468296137737923
B030,0.0778957627706782,0.0449136858300364,0.053501678227842006,0.0628381781523674,0.141458672332228,0.0935790176892308,0.0659793180811642,0.11700411376488401,0.445942236244808,0.45616853321464595,0.4536843611377971,0.45145943588083504,0.443812473929998,0.43989553265035897,0.44576210166686,0.44324226995434096,0.4208539978327971,0.41309746263787395,0.4168286315213379,0.41028235104699895,0.36882399629265705,0.218560173217519,0.146522966797751,0.19172391708320102,0.255543412114918,0.29514329927819,0.31444601241731496,0.31044080775071303,0.287385895050439,0.265157896922095,0.24568515633043603,0.0598884651024861,0.0513692901728806,0.0748114364122666,0.10744634980198199,0.13994671840634804,0.16422858221504402,0.17063976723922503,0.16223076052510998,0.14024121578334697,0.11415453209870899,0.0893996512775335,0.0659193676431038,0.0513576383962268
B031,0.0778461869802022,0.0449328000158157,0.0540279561978995,0.0638414895135926,0.148597041977625,0.0976990378529127,0.0681458508345597,0.124001363407117,0.447710204025613,0.458002525598183,0.45561116966127,0.45345387764035605,0.44583060142157105,0.441874778346284,0.44749041686791596,0.445110732459192,0.42271989641296903,0.414799350167344,0.4185968670452899,0.412131114663485,0.3710913136660589,0.22090894545747,0.14809857989126002,0.194082660814053,0.25820394298411703,0.29772615562018395,0.317169856565954,0.313126699661886,0.29054907674925895,0.268507937576738,0.24918679986495398,0.0601667020411095,0.0512836037775797,0.0757515339719082,0.10909528081704302,0.141968451579003,0.167167280861839,0.17404238153846302,0.16478449001783,0.141857731044027,0.11608612547509699,0.0909367133256563,0.0667238872659007,0.0518627806322562
B032,0.0808385979381595,0.0461086957631068,0.0552118713638279,0.0647159450275393,0.14996157643387198,0.09726914489191302,0.0680719606052143,0.12098917330524302,0.447706659891454,0.458112270162593,0.455668753732088,0.45349113775366706,0.44568139881585606,0.44180515256933794,0.447726141277224,0.445137504959971,0.422335281561396,0.414718291761648,0.41850505088457396,0.4118699550872821,0.36985539614535795,0.21517185062889396,0.14684624023845902,0.19557718613599104,0.259776686812556,0.298748750295591,0.317904679522643,0.31338102720081396,0.29025590938247403,0.26705704563071103,0.246626874142453,0.0565048329991389,0.0486517366897568,0.0739665849036914,0.108151592909564,0.140836384724134,0.165688424058189,0.172305673945284,0.162810406867227,0.139550971786675,0.11368879340374699,0.0882827261909871,0.0637297651536415,0.0485807345353222
B033,0.0798733932631156,0.0454784320768863,0.0534981894195291,0.0626139472461876,0.14815486032940303,0.0941661421962105,0.0647382101691859,0.11858098130782099,0.44797998015609997,0.4582453724268579,0.455694781110818,0.453444086574619,0.445555707975877,0.44161392409484995,0.447887696987288,0.445239899880217,0.422342046371339,0.414612027474542,0.418390203794261,0.411693762128989,0.369245541839789,0.21273301327148697,0.14219534773823803,0.190756680681094,0.256374188075186,0.29643376225032203,0.316047893281819,0.311674099922932,0.288133753553663,0.264585197750286,0.243805133428343,0.053672652501102994,0.045733113904053,0.0692596333836982,0.102704234891821,0.135616478019126,0.16109510953256798,0.16825202960457702,0.15907906372873698,0.13568132761777602,0.10951627127669601,0.084033248119548,0.0601648542177011,0.0459631318509594
