"bands","ASD","H2"
"X568","1",0.431962795176103
"X569","1",0.431547958931382
"X570","1",0.43123550075821
"X571","1",0.430704728786586
"X572","1",0.430011424417484
"X573","1",0.429433215350913
"X574","1",0.428944622722213
"X575","1",0.428325080026646
"X576","1",0.42759333715869
"X577","1",0.42709216015727
"X578","1",0.42648768679111
"X579","1",0.425908527877056
"X580","1",0.425562999679841
"X581","1",0.425265124185667
"X582","1",0.425018930497199
"X583","1",0.424692917179664
"X584","1",0.424372277604368
"X585","1",0.424158215317426
"X586","1",0.424024644680117
"X587","1",0.423957461260265
"X588","1",0.423978938214879
"X589","1",0.423920685931603
"X590","1",0.42387036351859
"X591","1",0.423913612456999
"X592","1",0.42404692824057
"X593","1",0.424227869811948
"X594","1",0.424382507631991
"X595","1",0.424327953110323
"X596","1",0.424501412085313
"X597","1",0.424703624063527
"X598","1",0.424772871951886
"X599","1",0.424764443339463
"X600","1",0.424705926060492
"X601","1",0.424496409019667
"X602","1",0.423998808512736
"X603","1",0.423551248800249
"X604","1",0.423142032475516
"X605","1",0.422678481692568
"X606","1",0.421853385889833
"X607","1",0.420993636394824
"X608","1",0.420066139340754
"X609","1",0.419074930345064
"X610","1",0.418214743119514
"X611","1",0.417314586746885
"X612","1",0.41638219208032
"X613","1",0.415473235185211
"X614","1",0.414520755824539
"X615","1",0.413770199376842
"X616","1",0.413222047203473
"X617","1",0.412495583199213
"X618","1",0.412093546084753
"X619","1",0.411684250034915
"X620","1",0.41117521199857
"X621","1",0.410723135117745
"X622","1",0.410440880310931
"X623","1",0.410329198066529
"X624","1",0.410154033410543
"X625","1",0.410166521221666
"X626","1",0.410151588305966
"X627","1",0.40995840861416
"X628","1",0.409958772777387
"X629","1",0.41003915719661
"X630","1",0.410104412738662
"X631","1",0.410127872140783
"X632","1",0.410488478656594
"X633","1",0.410941259379863
"X634","1",0.411342160667208
"X635","1",0.411776023524876
"X636","1",0.412249126910723
"X637","1",0.41278573800993
"X638","1",0.41331152096173
"X639","1",0.413813657295966
"X640","1",0.414303737831426
"X641","1",0.41471686684847
"X642","1",0.414850728054618
"X643","1",0.415023187825402
"X644","1",0.415095535420451
"X645","1",0.415008455571055
"X646","1",0.414919670744774
"X647","1",0.41438535772926
"X648","1",0.413509955487038
"X649","1",0.412558395669508
"X650","1",0.41168822034116
"X651","1",0.410608757409858
"X652","1",0.409137654428352
"X653","1",0.407374046843769
"X654","1",0.405765618894646
"X655","1",0.40393089111031
"X656","1",0.401690905628832
"X657","1",0.399351278821142
"X658","1",0.396976691562562
"X659","1",0.394297742516494
"X660","1",0.391514086174327
"X661","1",0.388358368758213
"X662","1",0.385125699293497
"X663","1",0.381897925710573
"X664","1",0.378399039233214
"X665","1",0.374786810317052
"X666","1",0.371030184090703
"X667","1",0.367108808891178
"X668","1",0.363026315724203
"X669","1",0.359184353714105
"X670","1",0.355597754979404
"X671","1",0.352137074846537
"X672","1",0.348900430805005
"X673","1",0.345977394281346
"X674","1",0.343305167193874
"X675","1",0.340579914059022
"X676","1",0.337880258038096
"X677","1",0.335660717919884
"X678","1",0.334006408429334
"X679","1",0.332362455519249
"X680","1",0.331464388536467
"X681","1",0.331452929461361
"X682","1",0.332288678929055
"X683","1",0.334795488846227
"X684","1",0.338564063185475
"X685","1",0.343450196372998
"X686","1",0.349837411121003
"X687","1",0.356839721195077
"X688","1",0.364069106627212
"X689","1",0.371225966629536
"X690","1",0.378030860952935
"X691","1",0.384128346674679
"X692","1",0.389723546893923
"X693","1",0.395132233802586
"X694","1",0.40024041061029
"X695","1",0.405399841747368
"X696","1",0.410665466354054
"X697","1",0.415722784362089
"X698","1",0.420872206535506
"X699","1",0.42589072254157
"X700","1",0.430558175985016
"X701","1",0.434900633682019
"X702","1",0.43887721446511
"X703","1",0.442351418370913
"X704","1",0.44510589683632
"X705","1",0.447652202321153
"X706","1",0.449774967066525
"X707","1",0.451309534809566
"X708","1",0.452581361801502
"X709","1",0.453526580175407
"X710","1",0.454138374602296
"X711","1",0.454429340661588
"X712","1",0.454573892129129
"X713","1",0.454461786625728
"X714","1",0.45409018512839
"X715","1",0.453541436604667
"X716","1",0.452613881694514
"X717","1",0.451602511697632
"X718","1",0.450432517381471
"X719","1",0.448695737546266
"X720","1",0.446713818192597
"X721","1",0.444410137097051
"X722","1",0.44181231741497
"X723","1",0.43860250442071
"X724","1",0.435084019458566
"X725","1",0.431075307577134
"X726","1",0.426103320592687
"X727","1",0.420774838173535
"X728","1",0.414763537144104
"X729","1",0.407914359624198
"X730","1",0.400096054953454
"X731","1",0.39189181814496
"X732","1",0.382822576492298
"X733","1",0.372599232662324
"X734","1",0.362116922685357
"X735","1",0.351281348884048
"X736","1",0.339987150478993
"X737","1",0.328177362553652
"X738","1",0.317381199966824
"X739","1",0.306858701835617
"X740","1",0.296331324797754
"X741","1",0.286748104541223
"X742","1",0.278621388950067
"X743","1",0.271101629304611
"X744","1",0.263775393772337
"X745","1",0.25845087269225
"X746","1",0.253794192448124
"X747","1",0.250076422037136
"X748","1",0.24689584858788
"X749","1",0.244837400533459
"X750","1",0.243078050577822
"X751","1",0.241556065298536
"X752","1",0.240374092199959
"X753","1",0.239959599111255
"X754","1",0.239501681800202
"X755","1",0.238835182484527
"X756","1",0.239073427950981
"X757","1",0.239380370612276
"X758","1",0.239461956128865
"X759","1",0.239419281896942
"X760","1",0.239944558400114
"X761","1",0.24020846529379
"X762","1",0.240208977703705
"X763","1",0.240462731760494
"X764","1",0.241186245204392
"X765","1",0.241389586974731
"X766","1",0.241174767612982
"X767","1",0.241692183740509
"X768","1",0.242290208821115
"X769","1",0.242404032434692
"X770","1",0.242087047349979
"X771","1",0.242821529080121
"X772","1",0.243163170919912
"X773","1",0.243028086161871
"X774","1",0.242965147316002
"X775","1",0.243736923943395
"X776","1",0.243977930102972
"X777","1",0.243703982795494
"X778","1",0.243955437328293
"X779","1",0.24446883763843
"X780","1",0.244508674572358
"X781","1",0.244105274018105
"X782","1",0.244266890765489
"X783","1",0.244896870620635
"X784","1",0.24512497667362
"X785","1",0.244662567807869
"X786","1",0.24497411222911
"X787","1",0.245365976509252
"X788","1",0.245445175827046
"X789","1",0.245068861447551
"X790","1",0.245148211414546
"X791","1",0.245555757558571
"X792","1",0.245847397711231
"X793","1",0.245520848275487
"X794","1",0.245589585589206
"X795","1",0.245978990735333
"X796","1",0.24628492780279
"X797","1",0.245794271089183
"X798","1",0.245763381993894
"X799","1",0.246244338278487
"X800","1",0.246783944556066
"X801","1",0.246346365039821
"X802","1",0.246214834140106
"X803","1",0.246556797229772
"X804","1",0.246912367702967
"X805","1",0.246554511275824
"X806","1",0.24649220084849
"X807","1",0.246881634581223
"X808","1",0.246964356945775
"X809","1",0.24658696575914
"X810","1",0.246361402223439
"X811","1",0.24657925293009
"X812","1",0.246991156940029
"X813","1",0.246986717167654
"X814","1",0.246855339198802
"X815","1",0.246963570325377
"X816","1",0.247440146510779
"X817","1",0.24777104637065
"X818","1",0.247593797945877
"X819","1",0.246989403443892
"X820","1",0.24716566036953
"X821","1",0.247470070723971
"X822","1",0.247589253547476
"X823","1",0.247475867240423
"X824","1",0.247653244045508
"X825","1",0.247953293181057
"X826","1",0.248011494550313
"X827","1",0.247408560752869
"X828","1",0.247451748095188
"X829","1",0.247848261025956
"X830","1",0.248149225368789
"X831","1",0.247928988490241
"X832","1",0.247854794547699
"X833","1",0.247961835024448
"X834","1",0.248154412424133
"X835","1",0.248195537369531
"X836","1",0.248114343620096
"X837","1",0.248136801925647
"X838","1",0.248470357197859
"X839","1",0.24867699977635
"X840","1",0.248587576131947
"X841","1",0.248407595452728
"X842","1",0.248532728268239
"X843","1",0.249134234768154
"X844","1",0.249258477089187
"X845","1",0.248894449995365
"X846","1",0.248672146323141
"X847","1",0.249189048439574
"X848","1",0.249678425400606
"X849","1",0.249556130938239
"X850","1",0.248971473201415
"X851","1",0.249123386322328
"X852","1",0.249568764091548
"X853","1",0.249703835772411
"X854","1",0.249457083758809
"X855","1",0.249253758023041
"X856","1",0.249580260271877
"X857","1",0.250401656214188
"X858","1",0.250274859127391
"X859","1",0.24989579478609
"X860","1",0.249810788348864
"X861","1",0.250380836532143
"X862","1",0.250462935870419
"X863","1",0.250341179524042
"X864","1",0.250181782251999
"X865","1",0.250198619972983
"X866","1",0.250623547752998
"X867","1",0.250814334753398
"X868","1",0.250612478208893
"X869","1",0.250384182323713
"X870","1",0.250635388337447
"X871","1",0.251113530986082
"X872","1",0.251288836785621
"X873","1",0.250694835887414
"X874","1",0.250348368007909
"X875","1",0.250566345923828
"X876","1",0.251065253581756
"X877","1",0.251000159618438
"X878","1",0.250567551609796
"X879","1",0.250542559449668
"X880","1",0.251070531959133
"X881","1",0.251198008969908
"X882","1",0.251187885224377
"X883","1",0.251000409550883
"X884","1",0.250579536832389
"X885","1",0.250960753676818
"X886","1",0.251414335723185
"X887","1",0.251543904352783
"X888","1",0.251291827026664
"X889","1",0.251263686823815
"X890","1",0.251295716747058
"X891","1",0.25133680358001
"X892","1",0.251343761126681
"X893","1",0.25105580645031
"X894","1",0.25080422341465
"X895","1",0.250845169922631
"X896","1",0.251186063740009
"X897","1",0.251411358608875
"X898","1",0.251334212404674
"X899","1",0.251082910325776
"X900","1",0.251087063951049
"X901","1",0.25136639050474
"X902","1",0.251194339386666
"X903","1",0.250817729166508
"X904","1",0.250974497978433
"X905","1",0.25096270663558
"X906","1",0.250933593827497
"X907","1",0.251019500364128
"X908","1",0.251185334557289
"X909","1",0.251108850915629
"X910","1",0.251107148302085
"X911","1",0.251264085460951
"X912","1",0.251411558249236
"X913","1",0.251241893294201
"X914","1",0.251139634730673
"X915","1",0.25113252902844
"X916","1",0.250907439331466
"X917","1",0.251144517359047
"X918","1",0.251282301962584
"X919","1",0.250973954069048
"X920","1",0.25040055442648
"X921","1",0.250513200661742
"X922","1",0.250674651078233
"X923","1",0.250564807150865
"X924","1",0.250556948646274
"X925","1",0.250469345184299
"X926","1",0.250425164152933
"X927","1",0.250423957160341
"X928","1",0.250229471450989
"X929","1",0.250045748165401
"X930","1",0.249975303213496
"X931","1",0.249939177271303
"X932","1",0.249675599572555
"X933","1",0.249577839527024
"X934","1",0.249447569248598
"X935","1",0.249222483741773
"X936","1",0.248928624635018
"X937","1",0.248733762194821
"X938","1",0.248419730308446
"X939","1",0.248079208561829
"X940","1",0.248152389415298
"X941","1",0.247739144683669
"X942","1",0.247006243194163
"X943","1",0.246479155100547
"X944","1",0.246693497911984
"X945","1",0.246786252309222
"X946","1",0.246649977268623
"X947","1",0.246294741774173
"X948","1",0.245549084995846
"X949","1",0.245070656150094
"X950","1",0.244609351715043
"X951","1",0.244053623160912
"X952","1",0.243565697051304
"X953","1",0.243222378960933
"X954","1",0.242801307538659
"X955","1",0.242242877023159
"X956","1",0.241682168957706
"X957","1",0.241463830302024
"X958","1",0.241082816244821
"X959","1",0.240516042502154
"X960","1",0.240207784429712
"X961","1",0.240343181018692
"X962","1",0.240303324771167
"X963","1",0.240031789228126
"X964","1",0.239894047862519
"X965","1",0.239632905448512
"X966","1",0.239489484008169
"X967","1",0.239537167582808
"X968","1",0.239683330955754
"X969","1",0.239368616458271
"X970","1",0.239394253874223
"X971","1",0.239852595138611
"X972","1",0.240245944775786
"X973","1",0.239462833241818
"X974","1",0.239298560207218
"X975","1",0.239622148568571
"X976","1",0.239761131201988
"X977","1",0.239544758940061
"X978","1",0.239700543955825
"X979","1",0.239873335785427
"X980","1",0.23975034925905
"X981","1",0.240327768363123
"X982","1",0.24022941078065
"X983","1",0.240006578539812
"X984","1",0.240267110457732
"X985","1",0.240505644214665
"X986","1",0.240690448997921
"X987","1",0.24061114716973
"X988","1",0.240388588774724
"X989","1",0.241372232136457
"X990","1",0.240533057568964
"X991","1",0.240622426710177
"X992","1",0.241200736877607
"X993","1",0.241554146359001
"X994","1",0.241302199557498
"X995","1",0.24141923252254
"X996","1",0.241933155450326
"X997","1",0.242050979278274
"X998","1",0.241874240322766
"X999","1",0.241856471889321
"X1000","1",0.242008110282557
"X1001","1",0.240945287294263
"X1002","1",0.241556294163746
"X1003","1",0.242083181921012
"X1004","1",0.242464132835864
"X1005","1",0.242724320599165
"X1006","1",0.242954913214487
"X1007","1",0.243204288528079
"X1008","1",0.243226090754191
"X1009","1",0.243190791808782
"X1010","1",0.243355821007319
"X1011","1",0.243393709322038
"X1012","1",0.24322650152737
"X1013","1",0.243306151740644
"X1014","1",0.243556199555614
"X1015","1",0.243804611380922
"X1016","1",0.244005042184476
"X1017","1",0.244562491999702
"X1018","1",0.244911375050509
"X1019","1",0.244759808059403
"X1020","1",0.244684512049634
"X1021","1",0.244745306260839
"X1022","1",0.245021708356154
"X1023","1",0.245538631705137
"X1024","1",0.245776747006862
"X1025","1",0.246033530612674
"X1026","1",0.246222389605351
"X1027","1",0.246509421216943
"X1028","1",0.246665567742644
"X1029","1",0.246909625822311
"X1030","1",0.247186881580037
"X1031","1",0.247238958463564
"X1032","1",0.247252624917297
"X1033","1",0.247409958421586
"X1034","1",0.247637469836028
"X1035","1",0.247830273183718
"X1036","1",0.247984830214121
"X1037","1",0.248052987316208
"X1038","1",0.248185479114
"X1039","1",0.24829051656288
"X1040","1",0.248297736694338
"X1041","1",0.248318696842557
"X1042","1",0.248609815283129
"X1043","1",0.248632621453493
"X1044","1",0.248758777947947
"X1045","1",0.249069169308299
"X1046","1",0.249163239618315
"X1047","1",0.24922768837673
"X1048","1",0.249363156132773
"X1049","1",0.249283690363489
"X1050","1",0.249308506360972
"X1051","1",0.249453469676186
"X1052","1",0.249797479739473
"X1053","1",0.249971807526804
"X1054","1",0.250066334073024
"X1055","1",0.250213304122029
"X1056","1",0.250246871220204
"X1057","1",0.250072235068946
"X1058","1",0.249929764395671
"X1059","1",0.249848722861495
"X1060","1",0.249726074306205
"X1061","1",0.250007323591844
"X1062","1",0.250103456278342
"X1063","1",0.250247477023747
"X1064","1",0.250352051195539
"X1065","1",0.250376945235183
"X1066","1",0.250438724607569
"X1067","1",0.25066831983662
"X1068","1",0.250857107901134
"X1069","1",0.250853056979029
"X1070","1",0.250772012990186
"X1071","1",0.250716913931274
"X1072","1",0.250726820774178
"X1073","1",0.248412482688378
"X1074","1",0.25102664810438
"X1075","1",0.251081615619677
"X1076","1",0.250996952045414
"X1077","1",0.251091269596535
"X1078","1",0.251312465466876
"X1079","1",0.251279340500494
"X1080","1",0.251318822404485
"X1081","1",0.251486302054273
"X1082","1",0.251503709663521
"X1083","1",0.25150133493869
"X1084","1",0.251439683022898
"X1085","1",0.25121608312197
"X1086","1",0.251020230918013
"X1087","1",0.250925042487926
"X1088","1",0.250856525699289
"X1089","1",0.250828580394751
"X1090","1",0.250903193646662
"X1091","1",0.251169045108
"X1092","1",0.251186447310929
"X1093","1",0.251144201682229
"X1094","1",0.251256797221821
"X1095","1",0.251010006541245
"X1096","1",0.25062963241702
"X1097","1",0.250567762508841
"X1098","1",0.250436179689317
"X1099","1",0.250365000824681
"X1100","1",0.250483352005233
"X1101","1",0.250459775172888
"X1102","1",0.250348660768379
"X1103","1",0.250300801374558
"X1104","1",0.250233436964192
"X1105","1",0.250256971960929
"X1106","1",0.250371126146733
"X1107","1",0.250368797223237
"X1108","1",0.250223726516993
"X1109","1",0.250022744923799
"X1110","1",0.249794865054844
"X1111","1",0.249560206950492
"X1112","1",0.249511189554239
"X1113","1",0.249512558764138
"X1114","1",0.249433439207417
"X1115","1",0.24932191229209
"X1116","1",0.249210442774202
"X1117","1",0.249140637210793
"X1118","1",0.248966380562127
"X1119","1",0.248723568232466
"X1120","1",0.24849750626273
"X1121","1",0.248287534523366
"X1122","1",0.247928265655884
"X1123","1",0.247678505385885
"X1124","1",0.247465882012586
"X1125","1",0.247097581396931
"X1126","1",0.246774884493085
"X1127","1",0.246385913518481
"X1128","1",0.245925191592779
"X1129","1",0.245472460976712
"X1130","1",0.245063703867188
"X1131","1",0.244526359533771
"X1132","1",0.24398651797631
"X1133","1",0.243313681286013
"X1134","1",0.242530836334962
"X1135","1",0.241730382320406
"X1136","1",0.240843472978131
"X1137","1",0.239933190159348
"X1138","1",0.23900430008781
"X1139","1",0.238068096181717
"X1140","1",0.237174084327521
"X1141","1",0.236292253569456
"X1142","1",0.23538055954575
"X1143","1",0.234464413186622
"X1144","1",0.233569672967938
"X1145","1",0.232628362152871
"X1146","1",0.231799119020114
"X1147","1",0.231002926656117
"X1148","1",0.230281656509645
"X1149","1",0.229634595018677
"X1150","1",0.229069546817674
"X1151","1",0.228644526675843
"X1152","1",0.228219877288445
"X1153","1",0.227774172451511
"X1154","1",0.227327634343616
"X1155","1",0.226892772686775
"X1156","1",0.226547042885409
"X1157","1",0.226121435973188
"X1158","1",0.225837157547985
"X1159","1",0.225562630716729
"X1160","1",0.225299286396302
"X1161","1",0.225066772140275
"X1162","1",0.224900047855616
"X1163","1",0.224711959541368
"X1164","1",0.224451717014196
"X1165","1",0.224222681723093
"X1166","1",0.224021364311169
"X1167","1",0.22385226669765
"X1168","1",0.223616950918135
"X1169","1",0.223497325164966
"X1170","1",0.223378320069401
"X1171","1",0.223188554143961
"X1172","1",0.223066310683969
"X1173","1",0.223012463489407
"X1174","1",0.222875546458359
"X1175","1",0.222734146194268
"X1176","1",0.22259929621574
"X1177","1",0.222420258993856
"X1178","1",0.222278002747709
"X1179","1",0.222212967353643
"X1180","1",0.222117448586252
"X1181","1",0.222062975949735
"X1182","1",0.221975373243205
"X1183","1",0.221812432059003
"X1184","1",0.221651972987954
"X1185","1",0.221512944439953
"X1186","1",0.221340875341331
"X1187","1",0.221197403415146
"X1188","1",0.22107890207026
"X1189","1",0.221015146995789
"X1190","1",0.220991904168757
"X1191","1",0.220977236056807
"X1192","1",0.221055277579457
"X1193","1",0.221089749381794
"X1194","1",0.221081319112179
"X1195","1",0.221125546458521
"X1196","1",0.221219665887393
"X1197","1",0.221286223673396
"X1198","1",0.221296696891191
"X1199","1",0.221305032103818
"X1200","1",0.22135834396087
"X1201","1",0.221395260222736
"X1202","1",0.22143997141751
"X1203","1",0.221603975091365
"X1204","1",0.221626721619245
"X1205","1",0.221631330403716
"X1206","1",0.221698202054827
"X1207","1",0.221814913841486
"X1208","1",0.221907194598598
"X1209","1",0.221964225531361
"X1210","1",0.222061798218051
"X1211","1",0.222165484392413
"X1212","1",0.222260786650346
"X1213","1",0.222401809572416
"X1214","1",0.222526983419093
"X1215","1",0.22265909392842
"X1216","1",0.22280656212383
"X1217","1",0.222867834890023
"X1218","1",0.222896263680308
"X1219","1",0.222950484603795
"X1220","1",0.222964030143438
"X1221","1",0.223052911471235
"X1222","1",0.223240056135682
"X1223","1",0.223377211552101
"X1224","1",0.223512841433209
"X1225","1",0.223657009531616
"X1226","1",0.223804779702339
"X1227","1",0.223975009587148
"X1228","1",0.224188585222461
"X1229","1",0.224370597564736
"X1230","1",0.224512457712049
"X1231","1",0.224620701911055
"X1232","1",0.224731042772312
"X1233","1",0.224765586063432
"X1234","1",0.224879775476932
"X1235","1",0.225031014723968
"X1236","1",0.225128295773463
"X1237","1",0.225212088861904
"X1238","1",0.225297022280872
"X1239","1",0.225340927670294
"X1240","1",0.225406608315198
"X1241","1",0.225545915390687
"X1242","1",0.225642000381357
"X1243","1",0.225715216847229
"X1244","1",0.225816798410413
"X1245","1",0.225950599360833
"X1246","1",0.226043568070826
"X1247","1",0.226163774160942
"X1248","1",0.226327823013409
"X1249","1",0.22642935160806
"X1250","1",0.226540109995748
"X1251","1",0.226573311109045
"X1252","1",0.226557179020958
"X1253","1",0.226588843382756
"X1254","1",0.226580023486265
"X1255","1",0.226572474351789
"X1256","1",0.226596593999459
"X1257","1",0.226630104327085
"X1258","1",0.226655056696822
"X1259","1",0.226634337326332
"X1260","1",0.226739028436647
"X1261","1",0.226749248779288
"X1262","1",0.226791992168885
"X1263","1",0.226821322835166
"X1264","1",0.226837609746196
"X1265","1",0.226828666136897
"X1266","1",0.226830832040035
"X1267","1",0.226842310765421
"X1268","1",0.226840991547194
"X1269","1",0.226876164134618
"X1270","1",0.226894478612246
"X1271","1",0.226970099781203
"X1272","1",0.226947858577014
"X1273","1",0.226882537054763
"X1274","1",0.226826672592242
"X1275","1",0.226598232789694
"X1276","1",0.226514303770267
"X1277","1",0.226561382905625
"X1278","1",0.226521138112632
"X1279","1",0.226538544619326
"X1280","1",0.22655579679893
"X1281","1",0.226518689347121
"X1282","1",0.226451743735337
"X1283","1",0.226365925233592
"X1284","1",0.226310226883798
"X1285","1",0.226164644965154
"X1286","1",0.225907089504696
"X1287","1",0.225769641058304
"X1288","1",0.225650402254609
"X1289","1",0.225537641841695
"X1290","1",0.22549966508305
"X1291","1",0.225393712194459
"X1292","1",0.225207048950623
"X1293","1",0.225071098663084
"X1294","1",0.22495879281752
"X1295","1",0.224829517462529
"X1296","1",0.224726903727041
"X1297","1",0.224639724406004
"X1298","1",0.224446900509791
"X1299","1",0.224220209327421
"X1300","1",0.224144595639816
"X1301","1",0.224053183245776
"X1302","1",0.223934360896805
"X1303","1",0.223846522116696
"X1304","1",0.223714188653527
"X1305","1",0.223558575614734
"X1306","1",0.223385163515466
"X1307","1",0.223191574167877
"X1308","1",0.222986688669478
"X1309","1",0.222801498568772
"X1310","1",0.222560576065135
"X1311","1",0.222281626924117
"X1312","1",0.222041157901684
"X1313","1",0.221768347103309
"X1314","1",0.221518577030624
"X1315","1",0.221367647200816
"X1316","1",0.221163743512873
"X1317","1",0.220894191653585
"X1318","1",0.220595757077887
"X1319","1",0.220336393753019
"X1320","1",0.220095756276413
