UID,genotype,PLOT.ID,rows,ranges,Block,Rep,Group,Trt,year,note,Calibration,ASD,leaf_length,leaf_width,ear_height,flag_leaf,plant_height
B198,BGEM-0237-N,1009.0,9.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,,,,,
B201,BGEM-0242-N,1188.0,38.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,69.4,7.85,70.0,146.0,189.0
B202,BGEM-0243-S,1215.0,15.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,70.55,9.05,77.5,165.0,201.5
B204,BGEM-0246-N,1200.0,50.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,62.5,5.95,69.0,160.5,191.0
B205,BGEM-0247-N,1329.0,29.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,74.9,6.3,81.0,165.5,197.0
B206,BGEM-0248-N,1319.0,19.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,67.5,8.15,91.5,170.0,247.5
B207,BGEM-0250-S,1058.0,8.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,73.0,8.05,112.5,207.5,250.0
B209,BGEM-0252-S,1070.0,20.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,86.2,8.1,81.5,189.5,232.0
B210,BGEM-0253-N,1138.0,38.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,77.85,7.3,65.0,150.0,181.0
B211,BGEM-0254-S,1316.0,16.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,74.25,8.25,80.0,180.0,221.5
B212,BGEM-0255-S,1079.0,29.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,70.0,8.35,100.5,186.0,231.5
B214,BGEM-0257-S,1121.0,21.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,69.7,7.25,65.0,139.5,178.0
B215,BGEM-0258-S,1268.0,18.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,62.5,10.8,80.0,169.5,211.5
B225,BGEM-0270-S,1296.0,46.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,88.25,8.45,89.5,166.0,236.5
B226,BGEM-0272-S,1257.0,7.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,71.2,9.25,80.5,171.0,209.5
B231,BGEM-0280-S,1175.0,25.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,81.5,10.35,88.5,147.5,222.5
B236,BGEM-0285-N,1344.0,44.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,75.25,7.0,83.5,151.0,246.0
B238,BGEM-0287-N,1330.0,30.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,64.7,6.55,81.5,160.0,197.5
B239,BGEM-0288-S,1242.0,42.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,83.25,10.15,110.0,204.0,255.0
B243,BGEM-0292-S,1003.0,3.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,80.05,6.8,60.5,153.5,189.5
B246,BGEM-0295-S,1201.0,1.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,71.55,9.1,85.0,170.0,213.0
B247,BGEM-0296-S,1287.0,37.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,71.35,8.95,75.5,156.0,184.0
B248,BGEM-0297-N,1335.0,35.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,75.35,9.4,124.0,185.0,276.0
B251,BGEM-0300-S,1205.0,5.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,67.5,8.5,77.5,161.5,200.5
B252,BGEM-0301-S,1304.0,4.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,74.5,9.0,102.0,178.0,231.0
B254,BGEM-0302-S,1208.0,8.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,75.8,7.5,54.0,150.0,192.5
B257,BGEM-0305-S,1238.0,38.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,73.0,7.2,66.5,158.0,196.0
B259,BGEM-0307-S,1069.0,19.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,73.95,8.2,74.0,174.0,226.0
B261,BGEM-0309-S,1105.0,5.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,75.6,7.65,64.5,190.5,231.0
B262,BGEM-0310-S,1144.0,44.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,78.4,8.2,73.0,191.5,238.5
B265,BGEM-0313-S,1251.0,1.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,85.1,9.45,84.5,179.0,213.5
B267,BGEM-0315-S,1270.0,20.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,65.25,8.6,58.0,173.5,210.5
B268,BGEM-0316-S,1346.0,46.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,77.25,9.35,82.5,175.0,226.0
B273,BGEM-0321-S,1027.0,27.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,73.55,9.15,61.0,140.0,177.0
B274,BGEM-0322-S,1338.0,38.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,76.6,8.85,83.5,183.0,225.0
B276,BGEM-0324-N,1112.0,12.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,75.85,9.25,93.5,177.5,213.0
B277,BGEM-0325-N,1022.0,22.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,74.95,7.95,77.5,185.0,226.0
B280,BGEM-0328-S,1074.0,24.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,70.35,8.2,122.0,206.5,243.0
B283,BGEM-0101-S,1292.0,42.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,65.75,7.1,78.5,144.0,175.5
B287,BGEM-0171-S,1166.0,16.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,78.35,8.55,79.5,164.5,219.5
B288,BGEM-0147-S,1274.0,24.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,83.15,9.45,78.5,191.5,230.0
B292,BGEM-0106-N,1018.0,18.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,76.85,6.95,102.5,204.5,245.5
B297,BGEM-0238-N,1120.0,20.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,80.85,9.35,97.5,182.5,225.0
B298,BGEM-0053-S,1258.0,8.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,69.6,7.9,104.5,180.5,209.0
B299,BGEM-0245-S,1002.0,2.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,63.6,7.6,66.0,156.5,198.5
B300,BGEM-0084-S,1290.0,40.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,76.75,9.0,78.0,172.5,215.0
B302,BGEM-0058-N,1169.0,19.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,78.5,8.25,100.0,191.0,231.5
B303,BGEM-0109-N,1044.0,44.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,51.35,6.2,59.0,135.0,163.5
B304,BGEM-0029-S,1281.0,31.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,69.5,9.5,54.0,138.0,176.0
B305,BGEM-0105-N,1317.0,17.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,71.45,6.95,88.5,189.0,227.5
B306,BGEM-0168-S,1124.0,24.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,85.55,7.45,107.0,195.0,235.0
B307,BGEM-0183-N,1059.0,9.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,70.25,6.5,81.0,165.5,199.5
B308,BGEM-0163-S,1328.0,28.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,64.4,8.25,87.0,170.0,207.5
B309,BGEM-0076-S,1303.0,3.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,,,,,
B310,BGEM-0180-S,1127.0,27.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,76.1,9.2,69.0,173.0,217.0
B311,BGEM-0181-N,1193.0,43.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,68.0,7.3,90.0,170.0,214.5
B312,BGEM-0121-N,1152.0,2.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,74.0,8.6,100.0,187.5,240.0
B313,BGEM-0251-S,1311.0,11.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,77.6,8.05,82.5,176.5,220.0
B314,BGEM-0189-S,1265.0,15.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,70.25,8.5,101.5,198.5,231.0
B315,BGEM-0249-N,1189.0,39.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,72.0,6.25,77.5,175.0,207.5
B001,BGEM-0001-N,2338.0,38.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,57.5750000000293,7.25000000000278,64.7499999999659,161.750000000392,210.250000000387
B002,BGEM-0002-N,2339.0,39.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,,,57.9250000000293,6.47500000000278,62.249999999965894,156.500000000392,191.500000000387
B003,BGEM-0003-N,2136.0,36.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,81.20000000002929,6.35000000000278,82.49999999996591,175.000000000392,215.500000000387
B004,BGEM-0004-N,2273.0,23.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,2.0,52.025000000029294,7.25000000000278,72.99999999996591,137.250000000392,162.000000000387
B005,BGEM-0005-N,2346.0,46.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,67.8750000000293,8.70000000000278,72.24999999996591,155.250000000392,195.500000000387
B006,BGEM-0006-S,2347.0,47.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,68.7250000000293,8.02500000000278,70.74999999996601,151.000000000392,193.000000000387
B007,BGEM-0007-S,2195.0,45.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,72.7250000000293,7.10000000000278,74.99999999996591,188.000000000392,224.750000000387
B008,BGEM-0008-S,2003.0,3.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,73.1807154050385,7.6258703242513,69.3383843604146,165.703690121999,203.14514278919398
B009,BGEM-0010-S,2053.0,3.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,72.3750000000293,9.175000000002779,59.999999999965894,150.250000000392,188.750000000387
B010,BGEM-0011-S,2092.0,42.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,79.8500000000293,8.50000000000278,60.749999999965894,164.750000000392,206.000000000387
B011,BGEM-0012-S,2071.0,21.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,62.8000000000293,7.75000000000278,54.249999999966,127.25000000039199,164.250000000387
B012,BGEM-0013-S,2069.0,19.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,67.8000000000293,7.80000000000278,64.7499999999659,151.250000000392,189.250000000387
B013,BGEM-0014-S,2080.0,30.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,64.7750000000293,7.90000000000278,66.9999999999659,123.00000000039199,156.250000000387
B014,BGEM-0015-S,2031.0,31.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,73.6750000000293,8.12500000000278,62.249999999966,171.250000000392,222.000000000387
B016,BGEM-0019-S,2178.0,28.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,73.7500000000293,9.175000000002779,87.999999999966,178.250000000392,212.750000000387
B018,BGEM-0020-S,2011.0,11.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,85.4307154050385,9.57587032425131,68.3383843604146,155.203690121999,198.14514278919398
B019,BGEM-0021-S,2183.0,33.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,75.5000000000292,7.55000000000278,64.7499999999659,168.000000000392,206.500000000387
B021,BGEM-0023-S,2072.0,22.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,73.6500000000293,8.85000000000278,59.999999999965894,146.500000000392,190.000000000387
B022,BGEM-0024-S,2068.0,18.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,73.1000000000293,8.62500000000278,57.749999999965894,133.500000000392,177.000000000387
B023,BGEM-0025-S,2277.0,27.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,82.3500000000293,8.47500000000278,76.24999999996591,184.500000000392,231.500000000387
B024,BGEM-0026-S,2173.0,23.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,2.0,65.4000000000293,9.10000000000278,47.999999999965894,109.25000000039199,128.750000000387
B025,BGEM-0027-S,2100.0,50.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,70.5500000000293,9.625000000002778,70.49999999996591,169.750000000392,186.750000000387
B026,BGEM-0028-S,2259.0,9.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,66.2250000000293,7.90000000000278,55.999999999965894,137.250000000392,177.000000000387
B027,BGEM-0030-S,2104.0,4.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,68.7750000000293,7.35000000000278,76.24999999996601,134.000000000392,171.000000000387
B028,BGEM-0031-S,2326.0,26.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,69.9000000000293,7.55000000000278,70.49999999996591,158.250000000392,191.000000000387
B029,BGEM-0032-S,2013.0,13.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,62.650000000029294,7.80000000000278,49.249999999965894,121.75000000039199,164.000000000387
B030,BGEM-0033-S,2150.0,50.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,68.7500000000293,7.97500000000278,96.24999999996592,169.250000000392,211.250000000387
B031,BGEM-0034-S,2316.0,16.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,65.8307154050385,8.4758703242513,52.8383843604146,137.203690121999,173.14514278919398
B032,BGEM-0035-S,2208.0,8.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,,,65.8807154050385,8.5258703242513,61.8383843604146,147.703690121999,190.64514278919398
B033,BGEM-0036-S,2210.0,10.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,62.025000000029294,7.50000000000278,61.999999999965894,126.75000000039199,162.250000000387
B034,BGEM-0037-S,2061.0,11.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,66.07500000002929,7.20000000000278,46.749999999965894,128.000000000392,168.750000000387
B035,BGEM-0038-N,2093.0,43.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,66.2750000000293,7.45000000000278,64.7499999999659,140.500000000392,179.750000000387
B036,BGEM-0039-N,2014.0,14.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,66.3307154050385,7.3758703242513,71.3383843604146,151.703690121999,189.14514278919398
B037,BGEM-0040-N,2109.0,9.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,62.3307154050385,6.3758703242513,86.3383843604146,141.703690121999,181.14514278919398
B038,BGEM-0041-S,2289.0,39.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,73.5500000000293,8.17500000000278,63.999999999965894,160.000000000392,203.500000000387
B039,BGEM-0042-S,2324.0,24.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,75.2750000000293,7.12500000000278,54.249999999965894,128.000000000392,165.500000000387
B040,BGEM-0043-S,2045.0,45.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,82.4500000000292,9.57500000000278,74.74999999996591,182.250000000392,223.500000000387
B041,BGEM-0044-S,2345.0,45.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,73.32500000002929,9.550000000002779,82.99999999996591,166.250000000392,204.500000000387
B042,BGEM-0045-N,2228.0,28.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,72.45000000002929,7.55000000000278,81.24999999996591,180.000000000392,219.500000000387
B043,BGEM-0046-N,2246.0,46.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,67.8250000000292,7.12500000000278,59.499999999965894,153.750000000392,191.750000000387
B044,BGEM-0047-S,2007.0,7.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,66.9250000000293,7.90000000000278,45.249999999965894,140.250000000392,178.000000000387
B045,BGEM-0048-S,2204.0,4.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,64.1750000000293,8.37500000000278,60.499999999965894,136.750000000392,174.750000000387
B046,BGEM-0049-S,2193.0,43.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,76.82500000002929,9.57500000000278,80.74999999996591,179.000000000392,217.250000000387
B047,BGEM-0050-S,2108.0,8.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,74.8500000000293,8.22500000000278,59.499999999965894,153.000000000392,197.000000000387
B048,BGEM-0051-S,2089.0,39.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,74.2750000000293,8.42500000000278,74.24999999996591,170.750000000392,211.500000000387
B049,BGEM-0052-S,2134.0,34.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,68.3500000000293,6.12500000000278,64.4999999999659,141.250000000392,176.500000000387
B050,BGEM-0055-S,2117.0,17.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,69.1750000000293,7.30000000000278,56.749999999965894,137.250000000392,178.750000000387
B051,BGEM-0056-S,2086.0,36.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,71.1500000000293,8.60000000000278,55.999999999965894,156.000000000392,192.750000000387
B052,BGEM-0057-S,2186.0,36.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,71.7250000000293,8.82500000000278,58.749999999965894,127.50000000039199,159.750000000387
B053,BGEM-0059-S,2306.0,6.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,2.0,68.57500000002929,7.05000000000278,64.24999999996601,135.000000000392,171.250000000387
B054,BGEM-0060-S,2132.0,32.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,67.2250000000293,9.125000000002778,84.99999999996591,171.250000000392,215.250000000387
B055,BGEM-0061-N,2143.0,43.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,57.3000000000293,8.52500000000278,77.99999999996591,168.750000000392,202.000000000387
B056,BGEM-0062-N,2281.0,31.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,72.57500000002929,7.32500000000278,68.24999999996601,162.750000000392,202.250000000387
B057,BGEM-0063-N,2297.0,47.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,75.5250000000293,5.82500000000278,79.99999999996591,187.500000000392,233.750000000387
B058,BGEM-0064-N,2184.0,34.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,69.8500000000293,6.00000000000278,95.24999999996592,174.000000000392,183.500000000387
B059,BGEM-0065-N,2040.0,40.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,70.5500000000293,7.32500000000278,97.74999999996592,190.250000000392,222.750000000387
B060,BGEM-0066-N,2112.0,12.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,65.7250000000293,6.25000000000278,55.499999999965894,117.25000000039199,152.000000000387
B061,BGEM-0067-S,2216.0,16.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,66.6500000000293,7.92500000000278,55.249999999965894,142.750000000392,181.250000000387
B062,BGEM-0068-S,2052.0,2.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,69.8500000000293,7.47500000000278,45.999999999965894,130.750000000392,177.750000000387
B064,BGEM-0069-S,2044.0,44.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,75.57500000002929,8.95000000000278,75.99999999996591,176.250000000392,218.500000000387
B065,BGEM-0070-S,2127.0,27.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,72.3000000000293,8.82500000000278,71.24999999996591,159.500000000392,198.250000000387
B066,BGEM-0071-S,2206.0,6.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,2.0,52.4750000000293,6.60000000000278,55.749999999965894,112.25000000039199,143.750000000387
B067,BGEM-0072-S,2179.0,29.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,2.0,69.4250000000293,8.17500000000278,56.249999999965894,145.250000000392,195.500000000387
B068,BGEM-0073-S,2202.0,2.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,60.3307154050385,7.6758703242513,55.8383843604146,117.703690121999,160.14514278919398
B071,BGEM-0077-S,2063.0,13.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,67.8500000000293,6.87500000000278,47.249999999965894,143.750000000392,183.500000000387
B072,BGEM-0078-N,2231.0,31.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,68.0750000000292,6.27500000000278,61.249999999965894,162.000000000392,191.000000000387
B073,BGEM-0079-S,2023.0,23.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,71.82500000002929,8.40000000000278,55.749999999965894,154.500000000392,195.750000000387
B074,BGEM-0080-S,2015.0,15.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,67.6250000000293,8.17500000000278,57.249999999965894,157.000000000392,194.500000000387
B075,BGEM-0081-S,2333.0,33.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,74.1000000000293,8.55000000000278,77.24999999996591,175.750000000392,215.500000000387
B076,BGEM-0082-S,2020.0,20.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,68.3000000000293,8.875000000002778,36.249999999965894,113.25000000039199,146.250000000387
B077,BGEM-0083-S,2161.0,11.0,4.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,74.3750000000293,7.92500000000278,66.7499999999659,152.500000000392,189.000000000387
B078,BGEM-0085-N,2064.0,14.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,66.4750000000293,6.47500000000278,67.9999999999659,146.000000000392,178.250000000387
B079,BGEM-0086-N,2243.0,43.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,1.0,61.900000000029294,6.67500000000278,79.74999999996591,158.500000000392,196.750000000387
B080,BGEM-0087-N,2144.0,44.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_late,0.0,1.0,67.5250000000293,7.45000000000278,85.99999999996592,177.500000000392,215.250000000387
B081,BGEM-0088-N,2220.0,20.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,74.7500000000293,8.05000000000278,66.9999999999659,141.000000000392,172.250000000387
B082,BGEM-0089-N,2214.0,14.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,68.36928459502,7.12412967575426,49.6616156395173,123.296309878785,152.85485721158
B083,BGEM-0090-N,2315.0,15.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,2.0,67.5000000000293,6.97500000000278,54.999999999965894,139.250000000392,179.250000000387
B085,BGEM-0095-S,2123.0,23.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,65.9250000000293,8.05000000000278,57.999999999965894,125.00000000039199,156.000000000387
B086,BGEM-0097-S,2318.0,18.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,64.8000000000293,8.37500000000278,43.999999999965894,124.00000000039199,156.750000000387
B087,BGEM-0099-S,2025.0,25.0,1.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,2.0,67.5000000000293,7.87500000000278,66.7499999999659,138.000000000392,176.000000000387
B090,BGEM-0107-N,2223.0,23.0,5.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,1.0,64.82500000002929,8.67500000000278,65.74999999996601,155.000000000392,189.000000000387
B091,BGEM-0108-S,2308.0,8.0,7.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_late,0.0,2.0,71.45000000002929,7.72500000000278,59.999999999965894,139.250000000392,177.250000000387
B092,BGEM-0110-N,2298.0,48.0,6.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Tall_early,0.0,2.0,66.9000000000293,6.10000000000278,51.749999999965894,160.500000000392,197.000000000387
B093,BGEM-0111-S,2107.0,7.0,3.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,63.4250000000293,6.17500000000278,48.749999999965894,140.250000000392,184.500000000387
B094,BGEM-0112-S,2074.0,24.0,2.0,2.0,1.0,Inbred,LN,2022.0,BGEM_Short_early,0.0,1.0,67.7750000000293,6.62500000000278,60.999999999965894,148.000000000392,194.750000000387
